n_harmonics,base_freq,magnitudes,instruments
7,2.0407882949063407,"[-1.2417148   0.0149859  -0.36072619  0.52435497  0.77467696  1.54035741
  0.80704471]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9949725926774793,0.3126407338443706
-2.993706890598384,0.333091852725793
-2.9859229505573954,0.44047730743462427
-2.9841088070581505,0.492461902923387
-2.9792044771738775,0.5987614118412578
-2.9762272362838975,0.6191239757593716
-2.967105950233986,0.7195604481238012
-2.964396953492231,0.8332033819574549
-2.9510329075186768,0.9617749069724745
-2.943233936665954,1.0950205247739808
-2.941614879444783,1.04269483187912
-2.9404310064167993,1.1384723748183956
-2.9399091229777117,1.1204646286673936
-2.939620616215133,1.0920040466075813
-2.9385903461061593,1.1801964984040323
-2.9379290988208346,1.151783594885187
-2.9205872116636886,1.3919022689658844
-2.9152328269561534,1.4024846512636706
-2.9009647930944658,1.5144984005284825
-2.8955541426591362,1.5826278251831272
-2.8890651174916453,1.6612557979359863
-2.8691694421962115,1.7853433421792912
-2.866350435658087,1.840176061129716
-2.8608844152683366,1.7794053015053033
-2.8586884320638335,1.8203438400101652
-2.849201368933909,1.8775869721462257
-2.8397347548652956,1.917069738358945
-2.8378182178487243,1.8975974474152926
-2.8297773662585,1.9361002188173844
-2.829680283091552,1.9342547204495417
-2.8163445962213878,1.9177472408618972
-2.814896903236244,1.9054843396299537
-2.812067351299973,1.965032691264174
-2.8096787073572536,1.89619625776223
-2.8096665748251897,1.906252008662124
-2.804113864846417,1.9399656914545231
-2.7918992419701203,1.8819130076428467
-2.7787321746062816,1.8077700462754236
-2.7783776461406706,1.8050298382271672
-2.778170888154517,1.812156157250854
-2.774924729232201,1.888332330275264
-2.7711512652184327,1.7920528002228087
-2.7700055502058794,1.775363374095676
-2.7690668036364903,1.816738137526915
-2.7690045911672665,1.7807403806427782
-2.765475194388106,1.742423546493526
-2.7597291952978367,1.7520491665564233
-2.757068193355432,1.694270001625611
-2.752745954437759,1.6733267628768835
-2.7406866065757796,1.5571990912659548
-2.737314891938023,1.516831064870497
-2.7142902539880414,1.1692903259678686
-2.695832785368222,0.8989092715015276
-2.6934197305950986,0.8494470850156348
-2.690180684681981,0.8090141530615624
-2.6875168313346602,0.7811238452883729
-2.6855606104025407,0.6963557574975846
-2.6835715833663505,0.6658613404303954
-2.6741217357497793,0.47444566424915535
-2.6721458813597447,0.4493439701732853
-2.6633568393339426,0.22554951027829673
-2.6584821077852308,0.11757482637396707
-2.6569684848932402,0.0678886731087059
-2.6513419142536763,-0.03502655183542562
-2.6502896653176053,-0.05356316511376007
-2.633388854851731,-0.4894154474291751
-2.631490081091049,-0.5392832385063976
-2.6287859039314583,-0.5939209603308031
-2.627427134901697,-0.6180226647916537
-2.6259247114471336,-0.7443381647833989
-2.6239097655094046,-0.7296253008839236
