n_harmonics,base_freq,magnitudes,instruments
9,2.190372867049566,"[-1.10845478  1.80474523 -1.66150569 -0.92258038 -0.12234565 -0.23838564
  0.33242343  0.81087802  0.32745943]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9912325483862503,-2.4163196928653843
-2.986620536002661,-2.3216817365295275
-2.984317631387176,-2.26788667081942
-2.970956127240069,-2.0969892015465526
-2.9659576466025372,-2.0350120483301835
-2.965884297076821,-1.9305711467239746
-2.9634193862342997,-1.9958372925108618
-2.9381296777483863,-1.4515236483110172
-2.9247126348570163,-1.2406680162247177
-2.9203623542460244,-1.1831808776329804
-2.9183900268833822,-1.1470110973437737
-2.9098030785173856,-1.0726705976685602
-2.903048311700412,-0.9846791825074809
-2.9001848290856964,-0.9990224711207893
-2.890360437251471,-0.8841279661244672
-2.8754153227299386,-0.9098884255794324
-2.862078476906859,-1.0350552125508021
-2.8579300406975197,-1.0869027033103185
-2.848806164109946,-1.1654322387829144
-2.844888085892703,-1.227449912304897
-2.842781873901454,-1.2743821666379656
-2.837968496272218,-1.3581681154088736
-2.8352426110030056,-1.3989769591576668
-2.829826053499814,-1.515205002081597
-2.8174714769481115,-1.7648191104469617
-2.8149455057666444,-1.817291567238187
-2.811918992566172,-1.997974313796229
-2.8106434859793907,-1.943136854208338
-2.805502492092617,-2.075176814593735
-2.791477593216066,-2.3343175159312626
-2.76158449777385,-2.9161526776256577
-2.7582413811671542,-2.9743614408369137
-2.754648116680222,-3.0241190062399492
-2.754437013412667,-3.0438884942304436
-2.744766249133188,-3.085055513860366
-2.74270000555085,-3.0781347647143047
-2.742632693843719,-3.0453037741722517
-2.7386490853027885,-3.126265983633765
-2.7351460272523753,-3.1279851746170864
-2.7323167319755246,-3.0919685842030207
-2.731571702804467,-3.1358393968668725
-2.729861280937578,-3.1487850885816075
-2.727183125095415,-3.1152702642856283
-2.712750961095936,-3.008167440780533
-2.704505645695872,-2.8085690103911913
-2.7017945980877793,-2.7921842970217354
-2.694262155082506,-2.5719108337923995
-2.6821372417689844,-2.186357471945033
-2.677587525689745,-2.0130636276156673
-2.674901910064083,-1.9919386405800845
-2.6728514003286787,-1.9144745682647875
-2.664026265679434,-1.5288299910023553
-2.657261948687042,-1.2505511585127242
-2.6546395578886033,-1.2003686345066888
-2.6541500380240786,-1.0808655455781695
-2.6494296948134046,-0.9114258578384812
-2.6471302272453516,-0.7842282483819871
-2.6391264052884793,-0.3720370520713327
-2.6387256536859574,-0.38171057233571376
-2.620492927434716,0.5701522327284468
-2.6137749990354187,0.8822494028763402
-2.59187625475745,1.9245872801651285
-2.5733662780471036,2.7770458053111584
-2.550651979379074,3.499342423884041
-2.5453433150602898,3.6303947109066668
-2.544039863989409,3.657581438053376
-2.538943276808214,3.820629513217099
-2.5342488448591425,3.8522195945849944
-2.5240914340539526,3.9831244451874377
-2.5188490552961156,4.015980702450784
-2.5152408627304057,4.008328055686274
-2.507567426869807,4.106037591600034
-2.5067270889476676,4.065855449035354
-2.4919029742280276,3.967665439156807
-2.486294280643826,3.887178252378533
-2.4857591162049166,3.8988891306694713
-2.484767839469426,3.8873493899401033
-2.484622343938777,3.8778596484551926
-2.48213982948133,3.8264327915811998
-2.4798644721717853,3.7652955554217185
-2.4778444574730516,3.8078273161918865
-2.4756350140547307,3.7046623747940535
-2.475329519852016,3.729697851633296
-2.449273643507267,2.9814281552729165
-2.437537092402666,2.6087063728437423
-2.4277079198910103,2.2787002993728374
-2.423008012068864,2.091748226810122
-2.4229375831155506,2.0429721950411435
-2.410062987973431,1.5141018745013266
-2.403238930698717,1.2235600190546978
-2.3976229850042663,1.0453016549821206
-2.389897296173884,0.7450194546339733
-2.38373726535528,0.4900360331526765
-2.378083787450357,0.19454422925824824
-2.374529420909962,0.021928289891732983
-2.365932624147093,-0.23364853951991563
-2.355023591408463,-0.629282094256503
-2.3525274871780937,-0.7711158490744975
-2.350438841729607,-0.8645164873355459
