n_harmonics,base_freq,magnitudes,instruments
9,4.339165990231099,"[-0.46617964  0.9726194   0.2864411  -2.57987143 -0.44970437 -0.36055697
  0.25217712  0.71455128 -1.49260138]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9985677330516793,0.7438157506570271
-2.9983085651974593,0.7578204572563562
-2.9867792191708276,1.3024629136546595
-2.978598633780866,1.5756267835164863
-2.9749951331398106,1.6664277982203348
-2.9659474951555627,1.8359885024956006
-2.9655640887563006,1.8415093109302083
-2.9515755788156346,1.998630344501465
-2.9481144311922813,2.033282739214348
-2.9443033034720196,2.0741856632138593
-2.9365229097649674,2.1722705178772954
-2.9361403388880323,2.1800817957605205
-2.913959501782604,2.6140125144642936
-2.9064215673885503,2.8039219874969965
-2.904865862675632,2.8445147367586676
-2.903237395969344,2.887929887687273
-2.9017958042912424,2.9221802818209945
-2.894585179373091,3.103231643457221
-2.893363477384794,3.1337165546862646
-2.8916752597799653,3.1676886855740065
-2.891426617373745,3.1761302223856656
-2.883860179392544,3.309953705664826
-2.8563458167458053,3.1469833368553792
-2.844776698598782,2.679549224866226
-2.8429187694639104,2.586279641370878
-2.8385835706703206,2.3340239354439967
-2.8367421764995626,2.2240964156595813
-2.812868697102986,0.5211425835112554
-2.8121124714206607,0.46485567047833926
-2.8118521376959067,0.44699667645509544
-2.8106927620226214,0.36449359878377274
-2.7955637825643533,-0.5720276851452697
-2.7898282178666,-0.8203076292394819
-2.787012840797811,-0.9229698697306751
-2.7785756514500672,-1.0755913528008638
-2.7769311480070007,-1.0786081889881955
-2.7757418297553262,-1.0798056173353503
-2.756429204215065,-0.49517925376986116
-2.7447069639718737,0.33681319650920766
-2.7416015375544616,0.6106817205433468
-2.736622909345295,1.0667721389800633
-2.734371018515457,1.2771342023580639
-2.7238451951504317,2.3241587978379754
-2.710408411852076,3.564352305813801
-2.702095307241998,4.187126314570484
-2.6957293287298167,4.548339803437253
-2.687472357898062,4.836688284744621
-2.687186741649511,4.840287064872426
-2.6863010044346494,4.859220080437895
-2.6785844458938888,4.90316381022956
-2.6586067279821544,4.117909898897999
-2.6526021639153092,3.6685785408652842
-2.639643423989629,2.504185854870283
-2.6287979910622745,1.4426965609993576
-2.6239353090945596,0.9740523945974856
-2.6218641727119767,0.7827142914389613
-2.617574075838202,0.41037063947003255
-2.615056496602066,0.19607734937081397
-2.6124553392417873,-0.0039526348042982
-2.608229699066012,-0.303294871594081
-2.605489337021049,-0.4823526556071837
-2.6041988158378193,-0.5602054757808805
-2.60072524083356,-0.7441472385826089
-2.591959459404734,-1.0749847086898612
