n_harmonics,base_freq,magnitudes,instruments
10,1.9153344290566845,"[ 0.36159396 -0.74941736 -1.07255461  1.65107444 -1.58734519 -0.20287151
 -0.644801    0.6687206   1.10837883  0.12276289]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.993556934555535,-2.69432403515183
-2.992921295669368,-2.720938780929739
-2.9883006781948023,-2.6710236889339294
-2.9795174678591687,-2.5973555228838765
-2.9766453756038396,-2.5834396147180914
-2.9640646503726042,-2.4140685716997012
-2.942692204458246,-2.135273227427458
-2.9240557380601917,-1.8753313013543387
-2.912454032530313,-1.7160655382713152
-2.9069914642655803,-1.6969733542042946
-2.905508178010237,-1.6608377425645402
-2.885912804461427,-1.5038795501296716
-2.881737996017084,-1.4749791350947699
-2.859436267163389,-1.427764306745055
-2.857685898549386,-1.4329433872282769
-2.8501758639712556,-1.4198619158854218
-2.8402868455692714,-1.4522818718894226
-2.8373390779478456,-1.4810980298196732
-2.835358396924147,-1.4741682689433746
-2.8177872080642627,-1.541521353360619
-2.8150046794489367,-1.5502038034079832
-2.8123886641066616,-1.540817173758393
-2.8070209868765135,-1.5791330986750305
-2.804235300259585,-1.6251253268692325
-2.789276957561071,-1.6345062372677643
-2.7883230736165237,-1.620947138764759
-2.788051327234002,-1.6519213166408526
-2.783190161360297,-1.644898963534548
-2.7709227660772773,-1.6405360323551144
-2.7685683303409676,-1.6595476536298814
-2.7662507468524753,-1.6540681996935724
-2.7559126518144668,-1.6072306509159549
-2.7548085189602523,-1.5964222045642444
-2.7487358930535937,-1.5850133411177605
-2.746254574641531,-1.5553007560397865
-2.742605652215989,-1.5185028101714173
-2.739758995296972,-1.5184598591327427
-2.72996482072198,-1.4281634135820351
-2.7254505166052683,-1.403135761371819
-2.7215964523716516,-1.344372287532707
-2.71647873074685,-1.2792136375656495
-2.7066130553242935,-1.1526895332993257
-2.70108916152551,-1.0887101168858793
-2.692334506456018,-0.9282160389527054
-2.6921223591795824,-0.9331420243621554
-2.691812397809951,-0.9334503916284266
-2.6833848610994595,-0.8072492339465598
-2.6595801957265763,-0.45730417416291447
-2.638165281494508,-0.22232750944160076
-2.6377621297416596,-0.21936305198829648
-2.6361812601707677,-0.22784500245917522
-2.635996113473932,-0.20561203869347155
-2.632437391681453,-0.17203808328639458
-2.6152380018480024,-0.1360253595684083
-2.608139355362097,-0.12970887452182303
-2.6037918337358867,-0.15867761293622357
-2.6021122385684485,-0.17538778738821773
-2.5984624149301325,-0.18411397048503436
-2.594589829911279,-0.20987686182221293
-2.5919584931143707,-0.2577997288052447
-2.591806941176969,-0.23112074448881703
-2.5913830749067532,-0.24796788476452525
-2.5795393559564896,-0.4183618307436301
-2.5752951595732267,-0.4791119794311548
-2.5678025962928555,-0.6323917944688257
-2.5660122439767057,-0.6487453920419207
-2.559927199715122,-0.768752496212579
-2.5407116040784032,-1.3044704731229515
-2.540615279593337,-1.29688218782363
-2.5389715182074104,-1.3381803056935784
-2.534552541304147,-1.4614722596333278
-2.526965754862782,-1.6922899320270677
-2.5253049266447958,-1.7449748546718067
-2.5174264163172593,-2.0042370986324904
-2.5112721899222796,-2.1597940468219234
-2.504230059767988,-2.37293097188402
-2.500490863648361,-2.4763166179916922
-2.499582802159638,-2.512366369622166
-2.498052730096474,-2.550737025117285
-2.497791327425695,-2.553404889243777
-2.494483185393191,-2.6494084844221537
-2.4862707289238917,-2.851248679935606
-2.4832749029513983,-2.942082942717412
-2.477497524836368,-3.0817765302108953
-2.4766979582462048,-3.084691650890175
-2.4758160780742844,-3.09963291798141
-2.4750269211849716,-3.132778448623254
-2.4719635786700542,-3.1841533401081192
-2.464016507116417,-3.3049195779644025
-2.4621598863342813,-3.3390459718848446
-2.461745015082102,-3.3471388857857605
-2.458425838691402,-3.398900643813605
-2.456170253695536,-3.4018873028563497
-2.4456372319189645,-3.4798900930807397
-2.442526070299441,-3.4836910721730314
-2.43314452578594,-3.4717933244571593
-2.420503203561999,-3.35945966775259
-2.4168546229315053,-3.3005957315602235
-2.413584157872159,-3.247722380869181
-2.4077034976073763,-3.107901636230689
-2.404934275944272,-3.053842363969313
-2.399685254098635,-2.882196637322281
-2.396431339747761,-2.8203581065903838
-2.3905031279279885,-2.612248859720766
-2.383041753129424,-2.3372622250719894
-2.3750067874806646,-2.0199042250959707
-2.37315596455565,-1.9125632091252678
-2.3562484305015468,-1.0985051830895707
-2.342226223306082,-0.39507377376982644
-2.339431053690501,-0.2434718686234732
-2.3387550222117297,-0.1957143879500898
-2.3289205232207655,0.33551505234672413
-2.3178992399791207,0.9121169267943942
-2.3156150656020906,1.035115963453518
-2.3032886939314023,1.644872862163606
-2.3004317534548484,1.7672278367166143
-2.2968006575242272,1.9303346528327117
-2.2824584988306107,2.4944915978178175
-2.2819122654765085,2.5197455414081547
-2.272173329830559,2.820286799642476
-2.2705027598328207,2.8278091657680755
-2.2703147674308313,2.8693324906784476
-2.2689741899341556,2.883917497978253
