n_harmonics,base_freq,magnitudes,instruments
10,3.687771165238753,"[-1.0921674  -0.49934911 -2.1663499  -0.12535881  0.24585585  0.04095884
  0.87030192  0.33419318  0.15244152  0.70178952]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9955011226815804,-1.25061599225905
-2.9896091316554796,-1.8941966176540974
-2.9643270404569098,-4.005587130338374
-2.961733689844892,-4.121295330167515
-2.954452868038315,-4.335715718439846
-2.945810827256496,-4.317735557953142
-2.943839987469521,-4.278162595668875
-2.939937641193044,-4.158669594849999
-2.93778816034522,-4.056508611368281
-2.93154784247175,-3.679450445452599
-2.927750382868787,-3.3964006013440535
-2.915694901766832,-2.197489105592097
-2.8901094242964245,1.1044697324801247
-2.878759064512913,2.510029727197181
-2.8643784312184923,3.8876771475001006
-2.8618145684822998,4.065436570731802
-2.8610784538029552,4.1153737574519935
-2.860420010582387,4.1686809361342725
-2.8585839431220896,4.262264949069545
-2.858442826590947,4.266576566970104
-2.852647850918017,4.538054006157979
-2.8515655883438917,4.575200216912193
-2.8407631596801526,4.667823229539619
-2.8201769054016794,3.753101960112277
-2.8141484327717436,3.2451745048872205
-2.8135980272942502,3.190321622942476
-2.8093159590860917,2.8011990951808987
-2.793340753981033,1.199187801901083
-2.783503502226994,0.20978700911737938
-2.780187390146877,-0.10038604415192204
-2.7793745294907284,-0.16514771514870863
-2.7769210064316754,-0.3963839244892816
-2.7655885834588965,-1.2184887246420264
-2.755111079468918,-1.7581671937076828
-2.7530414688188447,-1.8171601180751151
-2.741790427888474,-2.004204254223149
-2.7387450995650013,-2.011966942176103
-2.738243932726264,-2.0153698225699004
-2.717883431013867,-1.5592897500418945
-2.7177584911964505,-1.572682326378055
-2.7151022233195725,-1.4666394412593422
-2.707719624342108,-1.1837731425328986
-2.6998882005269493,-0.8706628600299847
-2.6973716236719483,-0.7769244556953837
-2.686425977123238,-0.44597200176262036
-2.682237808993358,-0.37023442684218605
-2.6683074438909857,-0.29967663062590466
-2.664793858162994,-0.34932271760489286
-2.6620572202911013,-0.4070661747441446
-2.659965620681888,-0.4558385424477285
-2.6250540159905595,-2.2523863212843778
-2.6221431298774043,-2.4266262859902183
-2.6098959538675306,-3.263951697004282
-2.602102725327676,-3.746017114148211
-2.601011951636597,-3.8133758922007055
-2.5945538841277473,-4.151745950987259
-2.5835152458972317,-4.566118309892646
-2.575647019173622,-4.716126465411773
-2.574465408526981,-4.747112333833676
-2.573465485082539,-4.750856161672434
-2.557266811549604,-4.6620336496527806
-2.5566044601111106,-4.659309878525727
-2.5497610333337533,-4.481589347963349
-2.5430782800607057,-4.27742779462658
-2.540679905312852,-4.181336161019899
