n_harmonics,base_freq,magnitudes,instruments
8,2.2575423274091873,"[-0.57013564  0.72647226  0.36579224 -1.3089975  -0.18516601 -1.18850438
  0.90196503 -0.14031432]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9990083736045507,1.6336701901426391
-2.9982055918149415,1.5959316335525462
-2.9816155204962485,1.0532462793624149
-2.9815630037116536,1.04488176513054
-2.9814601054605494,1.0467122157121205
-2.979222940637673,0.9652797255810305
-2.976001840419734,0.8388410601092731
-2.9699240029868834,0.6287224246511189
-2.9606754545527116,0.2881617876880458
-2.954525678515222,0.05479738096427321
-2.945131313907561,-0.2999080222619716
-2.945005716032411,-0.3030926669245125
-2.936038670783496,-0.6339085120190562
-2.932820007508388,-0.7558241812734409
-2.9161703396988496,-1.3346983101515006
-2.9124283077487974,-1.449674463740154
-2.91120197665119,-1.4912156626986426
-2.908315168302419,-1.5812548444678167
-2.907986545986515,-1.5883545790077644
-2.903822364785954,-1.7153376674121006
-2.901698565485127,-1.7715692226052555
-2.895555701111256,-1.9344250600957373
-2.8928596641611475,-2.011123466098423
-2.888537074542653,-2.11108297587492
-2.886170296708012,-2.16373023678442
-2.8816946415761215,-2.244864049276122
-2.8759465480623314,-2.35341367693837
-2.8686644481572108,-2.471395950626876
-2.8662624922985387,-2.496581731634072
-2.8620242506126417,-2.542069873509334
-2.860339486938819,-2.564109862440835
-2.8506040611200567,-2.626218163714547
-2.834874503637038,-2.6146596434059264
-2.83139087505453,-2.588590693764565
-2.8221819173581553,-2.4962148038442606
-2.8188112113947725,-2.455290299924465
-2.8128497668838506,-2.365181229724886
-2.8050973391096887,-2.2273547920740406
-2.7981075307871306,-2.0658191250340208
-2.7838981715616873,-1.6816304791663135
-2.778264989542717,-1.5177892529801833
-2.7720831341539234,-1.3163736837546698
-2.7579571932540246,-0.8352702326774994
-2.757595216530695,-0.821554938187164
-2.7421057107328393,-0.26646939858810076
-2.7381998902456433,-0.12087759934640534
-2.713931514665613,0.703035577249427
-2.7123063365604105,0.7653225155859352
-2.7110815522572267,0.7989923724221842
-2.7088488711270746,0.8721800826461146
-2.7074362494516326,0.9090581472406788
-2.6942794596639974,1.2771088295102775
-2.680760317968557,1.5820468978546645
-2.679494233039511,1.6027423354787629
-2.67828278087625,1.6332001924954136
-2.6751141755686008,1.6875005174744053
-2.6743459804753025,1.696124464644111
