n_harmonics,base_freq,magnitudes,instruments
8,2.995261999109673,"[-0.36772412  1.35154193  0.39125855 -0.8587903  -0.95235864 -0.38874884
  0.05538641  0.65332763]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.994261017383316,2.4963713216192978
-2.9893198592224275,2.3457723060539726
-2.9838709384013242,2.125924643244596
-2.975998115015492,1.7147011364445675
-2.9719214162475582,1.4927715795334424
-2.9701083739759353,1.3722321706986202
-2.9663661598164124,1.1012380226614988
-2.960291705033971,0.7606229909166671
-2.9550562581389404,0.3374394435233794
-2.943450448898738,-0.4779798771006626
-2.942351276448662,-0.5882157686348736
-2.934956546488258,-1.158710331229603
-2.9346829221550035,-1.1576113674457447
-2.932400274265243,-1.320541326836828
-2.9208397002773365,-2.2601805579385417
-2.9052666927373743,-3.3827817857491316
-2.903938438611898,-3.507813881102781
-2.9037997304819143,-3.515831498237597
-2.9018144506584833,-3.6222686220220575
-2.891730024246756,-4.203291069567115
-2.8880729327553873,-4.415200242985268
-2.8786161590202073,-4.855507705543347
-2.876209375757488,-4.971711842749066
-2.8611476824765196,-5.303475961531828
-2.85482242337961,-5.390428044204152
-2.854580432261555,-5.3972148890143945
-2.8526778415322527,-5.421982296539222
-2.852507068891389,-5.44275815321928
-2.849599190291997,-5.402784664971583
-2.82785739959615,-5.1629383299101885
-2.8229647844884163,-5.016951580603228
-2.8214805740531617,-4.9810208603405695
-2.813444430995265,-4.640453478059443
-2.808367279157637,-4.384132109173261
-2.7976864523653378,-3.9036684896069596
-2.7958724160164703,-3.7533515631786045
-2.7957770289928456,-3.8081971542849784
-2.7794006619201523,-2.88463850839967
-2.7785238774523857,-2.835928527012689
-2.7783712154356084,-2.8114412115002336
-2.7718086745227346,-2.412219149062123
-2.7717940634698524,-2.4656895376307313
-2.7628103339678587,-1.9071362763714992
-2.7589547524310456,-1.729031022618079
-2.7540069121408615,-1.420860302245753
-2.7491999499176583,-1.1986211662158648
-2.7471614020412023,-1.0975902406838773
-2.7459391461898175,-1.0523152589567115
-2.7363602641069558,-0.5919932821995526
-2.735063468092757,-0.5831662728005149
-2.7249503477458585,-0.20598956962526468
-2.7182277187699846,0.019286183210921536
-2.7133049537803293,0.12487156587454323
-2.700580695183099,0.27753691812712594
-2.7005731392335046,0.2590285699771815
-2.692808058639958,0.3184586396912661
-2.6915383128201484,0.35071127451498724
-2.687185785462664,0.3616871477951779
-2.680504541432863,0.3633718759456534
-2.675405354782505,0.31036528898849286
-2.659351080285025,0.14967909974262494
-2.6538727265135957,0.02890343318013324
-2.6529397447910634,-0.010883947350007347
-2.6476371587714613,-0.08736797077645396
-2.6473437926070478,-0.0422892631123304
-2.64522935403301,-0.14907076933072885
-2.640844041580599,-0.25150787667413377
-2.633840892861369,-0.3332694581747059
-2.632433313576887,-0.35922440802436884
-2.6294224643973303,-0.48654351513937405
-2.6223345344517885,-0.5375890128876277
-2.618936516056939,-0.6071752029398478
-2.609543262602406,-0.7656284728331707
-2.606656574728733,-0.7479657866079437
-2.6003712217790165,-0.8533035458776024
-2.59099521021057,-0.861244589374888
-2.587177104083471,-0.9014346478034357
-2.585980276403313,-0.9010341500412035
-2.5845244788765678,-0.9408043354385387
-2.5811273258228034,-0.915151962991742
-2.5705764208704833,-0.8608422505610341
-2.5679728476669794,-0.8286438954980994
-2.565257881964845,-0.8258344711362078
-2.5478462199078225,-0.510949950310305
-2.5181447045735252,0.1786879700994984
-2.5126050193748624,0.3644439024480348
-2.5102409556552905,0.4160268228510888
-2.505011946912429,0.5897795066862893
-2.4956666980065094,0.8174761295541655
-2.4899449184115405,1.019109595567168
-2.4864348648183823,1.0539798393676418
-2.48071924425129,1.216352362339256
-2.4783004492257414,1.2743374735109
-2.4749922521282928,1.3805633222217693
-2.4680587742181466,1.5154833278998103
-2.4633416237102193,1.597845274276611
-2.4615536328188012,1.6951141901746756
-2.4600601402031503,1.6818889079050543
-2.450086494898625,1.8588842514180344
-2.4426104744883697,1.964900356041526
-2.4290841864891197,2.078599084736674
-2.4255273297880944,2.096752920216077
-2.4225071264611,2.1113112569560126
-2.4102232667607986,2.1159210297555724
-2.405139888559812,2.139802701379466
-2.3985980240629114,2.1321843383087904
-2.395929400110247,2.102338707970756
-2.3957806178356122,2.1670982041015034
-2.3949217669063807,2.1269992686253354
-2.383740825046745,2.0869957461056186
-2.376524883368087,2.10939934496271
