n_harmonics,base_freq,magnitudes,instruments
8,1.341271436905744,"[-0.54808116 -0.43704159 -0.12831665 -0.72413477  0.47138585  0.79248374
 -0.0765902   0.23477065]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9933055263792125,-1.328697887224706
-2.9899262640519035,-1.4090248624008628
-2.974904371799785,-1.5301986470275375
-2.9592095558551215,-1.646225622998684
-2.9558312401814852,-1.686291786273265
-2.9402526877547817,-1.707267643373775
-2.9398863017407018,-1.6875315427904811
-2.938077135753835,-1.6947058535522455
-2.9372058128374103,-1.7514076610083305
-2.9371365064859587,-1.7504083977078224
-2.933505830497965,-1.6722836321540633
-2.9240140576458225,-1.7272645006410368
-2.915019172256384,-1.7354445314117748
-2.902838848336664,-1.581433412868373
-2.8984490315779707,-1.5365051993971426
-2.8965658679734063,-1.4861597002902842
-2.887550484614217,-1.435438114457459
-2.8513188061873818,-0.993161968550333
-2.849845085353783,-0.8578614686695754
-2.844076973564947,-0.8058461858318491
-2.8439436788304397,-0.816052273806438
-2.8420255825729877,-0.7871673222906939
-2.8305031826931644,-0.584397578804437
-2.8262062301103574,-0.4457266567517428
-2.818002421879224,-0.2673561253470147
-2.8115823707821206,-0.17959865627708219
-2.8004118218681766,0.06219529691457279
-2.7985708696902263,0.14096655458970697
-2.7923483124304687,0.2420408595190567
-2.783230776783411,0.43562923062249453
-2.782044389233004,0.48007797747866887
-2.772640303278191,0.6798950140093246
-2.771315013181292,0.712257254567314
-2.7703100859868157,0.6865966861856473
-2.7554228523251565,1.1014540683169747
-2.7545094044712792,1.0801334101782631
-2.7539103893991315,1.1335985742292713
-2.7531916529753833,1.045854743070199
-2.7497396833416845,1.187641785328292
-2.744962059481525,1.2827846278391144
-2.7331454403325326,1.52257437833668
-2.730129234118843,1.5711889923056526
-2.7237635168408225,1.629983477841469
-2.7168294437472653,1.8116176909947228
