n_harmonics,base_freq,magnitudes,instruments
7,4.10537089463759,"[-0.34976214  0.61199198 -0.53237683  0.32918806  1.37930008 -0.77496584
  1.18109869]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9978192756513447,-2.4613383773601263
-2.989967534770595,-2.3526340439930715
-2.9827259029754165,-2.4067071011758845
-2.9824270556849317,-2.3610612294238407
-2.978844510362908,-2.345238703437891
-2.9548521400712646,-2.428324277543863
-2.9346394652855428,-2.596691702886042
-2.930286874983732,-2.670530014359001
-2.9284589130841243,-2.68563184139566
-2.9242099641690955,-2.7344094561439034
-2.914771189862732,-2.839643527167467
-2.9116057526780623,-2.868246814862306
-2.8909476055837295,-2.8929571944431594
-2.8854046350729368,-2.875085910638298
-2.8845757249250727,-2.874603396285321
-2.8844698652916962,-2.85967862849039
-2.86181243331183,-2.486897530714299
-2.8606737275518235,-2.470521142516244
-2.858250180293054,-2.4178368561147487
-2.85817979246261,-2.3768344667725296
-2.8502320491745414,-2.1444145558584053
-2.8474963413824685,-2.0551297708552445
-2.843729490523266,-1.9349365607107611
-2.841179151513515,-1.8494753510899298
-2.8344912752725815,-1.549095766288087
-2.8299413053243168,-1.348811411831818
-2.829522489115095,-1.3515884623750425
-2.8285281463124723,-1.30211655768903
-2.8260557577150553,-1.1877859686846246
-2.818637572431812,-0.8788136607305441
-2.806801275295153,-0.3716945195458103
-2.8016981885525993,-0.1193773644539771
-2.7799885593472116,0.6295691874008496
-2.773402643383469,0.7918909345673035
-2.7690832292016783,0.8910721013720339
-2.7669771512500803,0.945340344269592
-2.741070178068898,0.9749898489731057
-2.7362202036155443,0.8982495826238944
-2.732349649434916,0.8693618522491676
-2.718681844446294,0.5765128655888807
-2.698933576208744,0.0993882677867961
-2.6960364064385987,0.016686086385451875
-2.693674040140732,-0.04668457319759373
-2.692469785531779,-0.1096594804199332
-2.671589970138155,-0.5087395504855832
-2.653243159012029,-0.480216173437552
-2.638170940201123,-0.18373806162644368
-2.624665145919571,0.25771325022485253
-2.6225517119569135,0.2997181461189814
-2.615046722140627,0.617417321972172
-2.6146693816997626,0.6731531738414691
-2.608747887857236,0.9663925483441405
-2.6047444584671986,1.1604510477159418
-2.6026416769197986,1.275466135953539
-2.596094194323072,1.6161646279121944
-2.594438647247899,1.6952747065171327
-2.5879209781512316,2.047176387293244
-2.575663568685413,2.6709710061146974
-2.5717674441084784,2.798632463992523
-2.5685507974332347,2.961498364596808
