n_harmonics,base_freq,magnitudes,instruments
7,1.2232304586789025,"[-0.14671325  0.68843842 -1.20563543 -1.26179378 -0.7003686   0.91591052
 -1.8877048 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.988204332149828,2.2884360830353923
-2.9857073621827124,2.2558180534150183
-2.984919697193568,2.2569499089675915
-2.9787967404893134,2.189097540676346
-2.9662475989354427,2.095120812021352
-2.96436649593672,2.0578706393142103
-2.960425586289879,2.016801740594698
-2.960121943923935,2.024335815653078
-2.951568741900834,1.9466609377317148
-2.936278621337851,1.7594036796118058
-2.9347262480136047,1.7201811276584096
-2.93314116640933,1.7157189051538435
-2.932673189600025,1.7371884056062161
-2.9305917598295146,1.6861069565502618
-2.928168157616105,1.6638122059599765
-2.927812107829712,1.6737275763483752
-2.9254536641527107,1.6433314647363868
-2.9237790553061993,1.6227303697857862
-2.917124065933333,1.5136075968502523
-2.9025744517694756,1.3733265095787648
-2.899139599646099,1.327827100358661
-2.879650103236804,1.0860950977214505
-2.870726415207937,0.9945589932328335
-2.8687732451739603,0.9656707036989791
-2.867028817820987,0.92198445516997
-2.8656831029109355,0.9522626888503724
-2.8626751813160864,0.8947816337646117
-2.861929733645301,0.8769941149603305
-2.856781832103257,0.809490062535251
-2.8547751503074084,0.7920268752947021
-2.8520710219714482,0.7704786222923742
-2.850449101551877,0.7626886437160945
-2.8349825827267336,0.588324895773651
-2.828826434415109,0.5338019983366475
-2.8143150923549856,0.4126686752432202
-2.7964535761831435,0.23263589592598638
-2.785186630299691,0.15632302616681887
-2.784823232440543,0.13585343233942834
-2.7833561064633043,0.15767130660573545
-2.7754860019480785,0.07148254253425908
-2.768878524032142,0.05741469572856304
-2.7684103610115955,0.025085644484477178
-2.764875397162991,0.005791686557620551
-2.762706933798357,-0.004721023895351898
-2.755367078548524,-0.03777636914505628
-2.75016480969783,-0.06357671027888372
-2.7471075110524525,-0.06531853690895019
-2.735798655006392,-0.11092624887883908
-2.7352566271831384,-0.10271180805410848
-2.7333623201059205,-0.10456907014257429
-2.7267007755418478,-0.13041433357950366
-2.7240869329586097,-0.14448792975070635
-2.6948907379670413,-0.1632332874282757
-2.6844373204571417,-0.14736832510261771
-2.6809670726021224,-0.13372466946181763
-2.6587101936661126,-0.0700460447339739
-2.6471898861420007,-0.009403545082110089
-2.6458320006907416,-0.004028784488583079
-2.6421301619676636,0.011073112280575084
-2.6298800479068225,0.09483177546882461
-2.6208815862529384,0.18016637243300318
-2.615819405819779,0.18980008517780786
-2.6155241710046226,0.21727046130888195
-2.606037165602419,0.2997538882393074
-2.5903034746775138,0.4309764213097161
-2.5882596538500224,0.42976064582621815
-2.586006509860831,0.46247720600026127
-2.580096759357035,0.5259381870459181
-2.5782542852972172,0.5505747135486453
-2.576739896892718,0.5641150337559265
-2.575282821688339,0.5843169541289289
-2.5734528883536623,0.579259280338565
-2.564850106013742,0.6794997437012361
-2.5531598718828694,0.8046177081905422
-2.540860691706725,0.9695656541438469
-2.5347061164618236,1.0264350753712514
-2.5330369322491135,1.0439433528183062
-2.5315391506514877,1.0673458662426882
-2.5296278193297956,1.087733553304284
-2.520674265994617,1.185951606356739
-2.514775471344575,1.240115822562005
-2.489460910390561,1.5783181954867638
-2.485347117787168,1.6133957611476992
-2.4831305293694186,1.6810902274673976
-2.478987940199997,1.7233351790048717
-2.46968742847303,1.812496109745889
-2.463228889944857,1.924515951579101
-2.453716658959923,2.0137224768890545
-2.447685357063559,2.078968829137527
-2.4462593283218386,2.101002775200998
-2.437380296222522,2.2084575933035846
-2.4292363035534583,2.263432082579076
-2.4292327120011725,2.278846647795439
-2.4263605703522537,2.3088009818246022
-2.423841591884921,2.3358155640772997
-2.4145546531229174,2.440662796563535
-2.3953542165951145,2.6225627573516404
-2.39235642536263,2.680148820057696
-2.3884237572731415,2.704564182206965
-2.381362750678254,2.760896416149239
-2.3794007150602394,2.7379226565829273
-2.373257616615413,2.790227175350046
-2.363891288000012,2.869095470705731
-2.3619652374251183,2.8781455476217834
-2.360752489970955,2.8768651599183874
-2.346202982886254,2.9795950143801675
-2.3372021031413004,3.029462940393018
-2.331777847884881,3.0527870616272748
-2.328914553760989,3.0563927178718773
-2.326584924977913,3.09192570731755
-2.324155612288572,3.1002443568961615
-2.3180427193569386,3.1161528426185567
-2.3103903515535107,3.1081495014109715
-2.303791885078598,3.163754522264089
-2.2993182895415574,3.15132793214874
-2.298987122534181,3.1635073970676033
-2.2361682887355903,3.1255387931306315
-2.2301753323560054,3.0878722548723934
-2.229924382798732,3.0744135522135725
-2.225588655310768,3.080431003524868
-2.2221761645240687,3.0583117892973486
-2.208373834244025,2.9825929930317443
-2.2026076337554867,2.948289659070128
-2.196036671267394,2.9060312953998424
