n_harmonics,base_freq,magnitudes,instruments
7,1.5214659765750573,"[-0.31709352 -0.25790705  0.80097761  0.15251529 -0.8456059   0.56536811
 -0.67246349]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9867630176913007,0.42543629973007735
-2.985786230009454,0.37732163934403373
-2.9816358565392393,0.4163911851008492
-2.973788075207711,0.3495936303865592
-2.9647186474592306,0.2791112450413863
-2.9617737999633613,0.26258486833051337
-2.961301599430505,0.268707890638829
-2.956441637698851,0.24749652896305893
-2.9511811782165616,0.20828932989600762
-2.9500579438781465,0.17471352176853536
-2.9362063755659835,0.04429389155848556
-2.9275512198075426,0.034542386125491306
-2.9215902639390485,-0.03530517981553495
-2.9156595219668606,-0.07495280157551709
-2.897952875936368,-0.21270155417319966
-2.889792847514527,-0.25018078093811896
-2.8872486424688226,-0.2681286563450817
-2.882128149990426,-0.3446650825076356
-2.879742603535532,-0.3199416221699699
-2.8701647941047366,-0.40919900797341285
-2.8688423047320617,-0.41301738366646545
-2.8308607981560714,-0.6602494833656655
-2.8297364122387245,-0.623909964045243
-2.8107770056747023,-0.6878014050088501
-2.7993959413815754,-0.7714633818126867
-2.7993207041294026,-0.7554147654987329
-2.7855781627678824,-0.8079505375629383
-2.784960368293579,-0.7572895896780714
-2.7795578498946787,-0.7682811854324849
-2.76135290756354,-0.7753954992576734
-2.7581269911059896,-0.730637074914969
-2.7540013110390467,-0.7427281855518382
-2.753536136832927,-0.7543247567330253
-2.736892346449645,-0.6923123361749759
-2.7235950700810783,-0.6352931705618245
-2.7215606551883007,-0.6225442259531575
-2.7186852374436583,-0.5986964549302719
-2.715946158868442,-0.5617692026324814
-2.7138346421560087,-0.5451977217721345
-2.713223625313861,-0.5423492591433329
-2.7118081032248855,-0.5737819719095304
-2.7107001378449036,-0.5719095730508919
-2.7020731386717163,-0.4645669433959691
-2.70164875279744,-0.48922291217202446
-2.696839060285182,-0.4637504078883408
-2.6947706174735293,-0.41630641433798155
-2.6923513804267065,-0.44871027522079643
-2.689124611644629,-0.3565753686456158
-2.6873807082326877,-0.3287545580019942
