n_harmonics,base_freq,magnitudes,instruments
9,1.3587363546704725,"[-0.50726747 -1.36089154 -2.05568195 -0.26819733  2.56135323 -0.86208114
  0.06263375  1.22151865  0.45360844]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.998165257652877,-2.747189769204695
-2.982737917839559,-2.5950081045369533
-2.962950358983126,-2.5458495204093685
-2.9571437833310217,-2.4924037161198616
-2.9517424305964157,-2.441848605413016
-2.937652032810831,-2.292298461623744
-2.9330186863343988,-2.1934392861029575
-2.9278480913547513,-2.2332451845845034
-2.919554047228548,-2.11114555895211
-2.9131321048981897,-2.0633378720154467
-2.894002489915996,-1.9233250802573274
-2.8856955315560633,-1.8175587184719375
-2.8645236111877628,-1.619532369794045
-2.8599955486277966,-1.6054075251077613
-2.859138510539709,-1.5927235162546074
-2.856706679124489,-1.5591950902553606
-2.8518155068122906,-1.5722928021353673
-2.8425723307827155,-1.4551288414424417
-2.830931686978371,-1.4260982625881908
-2.8276270677435145,-1.3305951603856099
-2.8221809802325364,-1.3749941693827183
-2.8187234202346954,-1.38393289893519
-2.8176660357699244,-1.3396444059992805
-2.812344834557659,-1.3317488038168825
-2.8120561392196617,-1.2609775573754969
-2.8087632409462593,-1.2536583141758966
-2.803342208667388,-1.2658582156908622
-2.79715932336637,-1.2765223000002432
-2.7969083111308852,-1.2457246667600603
-2.7929271903402784,-1.2713890170006676
-2.791239046120843,-1.2732794897476405
-2.783662558974931,-1.191667768186539
-2.775196243787823,-1.2298674536977563
-2.7633540815540365,-1.1860382277083148
-2.753621733399507,-1.1445259332044233
-2.752538279418883,-1.1736542551567326
-2.7493513622780092,-1.1239674500493986
-2.7492978177158127,-1.0904715819795625
-2.7348727638671093,-1.0586268074749994
-2.7304296464910056,-1.0545330388752507
-2.721214760252575,-1.0305623743798396
-2.7132269298054714,-1.0205655255580983
-2.7117546874728986,-1.0369727230246115
-2.7100712473977158,-1.021657630020591
-2.704379230652949,-1.0014023141191097
-2.692816145050779,-0.9413784367302636
-2.6899468676570724,-0.948512684849467
-2.6881892288981,-0.9459800713753602
-2.66389613098303,-0.840685886286476
-2.6631670770551716,-0.783003005261612
-2.6537009473915827,-0.7870136197277984
-2.6499002687866886,-0.7949298855795546
-2.647673048625964,-0.6766865460959357
-2.646822129827589,-0.7096193992962888
-2.643337749837248,-0.665879529348115
-2.637083510305924,-0.6038800415925181
-2.634908433137297,-0.5736777857194076
-2.6286830836167474,-0.506788077935181
-2.624773524505583,-0.5017730874986793
-2.6202070595553817,-0.4608886227841149
-2.6152666581218593,-0.4094608775759604
-2.612047590814216,-0.38035604723603805
-2.6095270255506886,-0.34968977331554374
-2.6024822300343975,-0.3024140967238506
-2.6009587769311295,-0.2888853585428842
-2.5979302123345365,-0.23178110872754373
-2.5947656794948424,-0.1656306698426478
-2.5945546128172112,-0.15614341871752996
-2.5927196851621,-0.1601682304099341
-2.589996491458589,-0.09663823308743663
-2.589569924142504,-0.12793337069450583
-2.58362444031871,0.022674569644153958
-2.5672250657973192,0.24324554962746045
-2.5665382695801062,0.21682745227109973
-2.5641201502049413,0.19484952644531567
-2.563934185554553,0.25141111346252
-2.5562977823256468,0.32119491356726665
-2.5479063678434235,0.45249110215943306
-2.5448072064926057,0.5649705409786122
-2.5359221538642354,0.6669136872339809
-2.5341687746112482,0.7370444669654042
-2.530864859017422,0.742674160510963
-2.529944597869119,0.8048194146061491
-2.5289555280646248,0.8199172009261876
-2.5284257996282866,0.7698912659294872
-2.5259239551278503,0.8242991497811492
-2.5212008716520735,0.9144077945484889
-2.5142316142163383,1.0135702346235784
-2.5111534205317243,1.1301317781122133
-2.5093699659649458,1.1889560306853348
-2.5090780161304913,1.1340826369833643
-2.496308799876232,1.3176526169846499
-2.493744743178423,1.3862183023267363
-2.484745171955205,1.552069071872816
-2.4808587372544064,1.6584171861271404
-2.4761297564534637,1.6344152573605075
-2.4714779543263417,1.8212271267817315
-2.4681651135831144,1.8158554627287469
-2.462706503762843,1.9746594529608692
-2.446738139947206,2.2115366395332905
-2.4446106750949865,2.212460108527847
