n_harmonics,base_freq,magnitudes,instruments
7,3.0795464316440517,"[-1.84711167  0.62648705  0.35389122 -0.51308415  0.49644519  1.73889731
  1.55859932]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.998221103376225,1.2618865658540457
-2.9937666053188163,1.196720904862151
-2.993765328550907,1.1989944465012792
-2.9862301227028034,1.0623849152665255
-2.969940020498844,0.6862174686121306
-2.96058622100857,0.41546877620357237
-2.9594013067167726,0.3844759736876856
-2.953206148695125,0.19815096113069106
-2.9511785827495487,0.13945834019071782
-2.9465146157413185,-0.009367247621296001
-2.916107651641304,-0.9313633188094249
-2.90196795875358,-1.2838451506562654
-2.883992807708972,-1.6058606999818663
-2.869493351981639,-1.7399319072933814
-2.868693720668868,-1.7399627923070033
-2.8668211787647104,-1.7498129405188967
-2.8610905083252938,-1.7656474711811943
-2.852140257125291,-1.7378416677576725
-2.852118942000992,-1.736623629450849
-2.8469826377041274,-1.7029061677626656
-2.844795988673143,-1.685866114277024
-2.8366804981873495,-1.5864317259632372
-2.823943562920957,-1.3633655136027112
-2.8168142296709218,-1.204524283919814
-2.815621740134449,-1.1777202920126317
-2.8146682252449073,-1.154284231330259
-2.814658433122894,-1.1533174404169806
-2.814075250522464,-1.1403882690474059
-2.80989782265249,-1.0314261568626748
-2.807176685074606,-0.9559573839826824
-2.8011064201235936,-0.7820997457990715
-2.792810349024443,-0.529249485747222
-2.78669272384224,-0.3338549320881388
-2.7861282705865174,-0.30793088713336636
-2.7849816956874784,-0.2747770677620485
-2.7847837362732664,-0.26503062278272205
-2.784186679210355,-0.24807717586842257
-2.7817778004726508,-0.16479723316665154
-2.773630853739182,0.11359742030328562
-2.7694864631521146,0.259752203355529
-2.7670136763016364,0.34799550155229864
-2.765369460303382,0.406192161059371
-2.763196530443732,0.47671379708769435
-2.7528546563502507,0.8431100166220664
-2.7457753107908203,1.086902728195669
-2.745214668310073,1.1068883428202207
-2.740173266024624,1.2744594279287513
-2.73072885586986,1.5826401672326422
-2.7169175584825256,2.0116980365223562
-2.715138663143175,2.059994315206264
-2.7127957444422464,2.121739955769511
-2.7091435686313785,2.2227960540440166
-2.6969585790203165,2.5376946223477947
-2.6939110409310274,2.614111971148133
-2.6697046575637,3.105200770573633
-2.661126750918446,3.2439745744152138
-2.649524425187434,3.4082017816221155
-2.6450492046756384,3.4612273630448662
-2.6391338450395154,3.5237406060307745
-2.633663280428234,3.581486951390485
-2.620954455371179,3.687152165373996
-2.611856848299646,3.7393301317207475
-2.6110134924247577,3.7466624839525644
-2.6081480724623267,3.7616823178631433
-2.6041209076130487,3.777809963538797
-2.5964833516431645,3.798451847276136
-2.578120520587654,3.801054966215275
-2.576607108217578,3.7927296660670775
-2.5741863532198357,3.7873839350177287
