n_harmonics,base_freq,magnitudes,instruments
9,4.710031825023873,"[ 0.96733331  1.02252635 -0.05104921 -0.74940687 -0.11561152  1.37333378
  1.24871777  0.08688866  0.30163223]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.998787645786069,0.7017786808740779
-2.9959096786865786,0.9805353764538968
-2.988969540233459,1.7382980188105512
-2.985695793778408,2.113430234352061
-2.9589171809911665,5.030555633668112
-2.9477921327599406,5.740158059985081
-2.9456699069399805,5.820461914844677
-2.938426430344047,5.952287932312615
-2.9292276018414656,5.792317195020055
-2.928369322831948,5.765896716806982
-2.927331518190441,5.71404814855134
-2.9142085916889267,4.813116353430548
-2.908632160439804,4.258653280009726
-2.8979688933618353,3.0218512241346676
-2.8970264234252996,2.898822604879733
-2.8960127783812304,2.773742085816248
-2.8948873498594305,2.6279451969036365
-2.894410379031271,2.5819800797435684
-2.8869911441372302,1.6229997740509279
-2.886685589618099,1.575330712935751
-2.8774261515475943,0.41073264682631194
-2.857672008377241,-1.6520488086879772
-2.8525753871806234,-2.037366615459473
-2.847890712655744,-2.348809609858433
-2.8460754072641925,-2.4390306990613104
-2.8458336386485996,-2.452769188838031
-2.845426630668771,-2.4817583721273966
-2.841745240017682,-2.6630370930615457
-2.838415381532339,-2.7932129452469603
-2.8250008620849267,-3.094264201032867
-2.8190039054221363,-3.119777151210623
-2.8146343242462013,-3.1054834731501972
-2.808201297636073,-3.031102592048898
-2.8066567086906824,-3.0122507689074953
-2.793566635814858,-2.7401320546709416
-2.792648427642292,-2.7124042990703288
-2.791957861085093,-2.694363949034541
-2.768366661222158,-1.9774743501254304
-2.765497645298776,-1.869156779962427
-2.7652046320448687,-1.8575508262845917
-2.755663739222399,-1.4937300233488928
-2.754981108455301,-1.4647408717491268
-2.7542804052789345,-1.4298993940281446
-2.745680257423718,-1.062732353312532
-2.739906160605342,-0.7683920006262351
-2.727428985684888,-0.09562210725546093
-2.724072643154273,0.095615859127124
-2.7171484378660646,0.4961627163626898
-2.7156437205562907,0.5771921880980004
-2.7134160825332034,0.719096447363946
-2.6966702319964035,1.6420945334196042
-2.694854502043871,1.7295174376215228
-2.6946807999684754,1.745462380459987
-2.6925186750673924,1.837804255463571
-2.692275204844811,1.8537602496932388
-2.687502422592245,2.045108501658485
-2.6858411521112266,2.1107783446303894
-2.684620497520755,2.1559475781796538
-2.680189868465152,2.3009920263031427
-2.6683454162037084,2.4979203333574835
-2.6683009080435256,2.500420140228284
-2.6583811172331075,2.444327328558159
-2.6583180616621647,2.444673219118008
-2.6532165002334347,2.334546681227738
-2.6508789854560257,2.27459556902232
-2.6497617201273966,2.2389776361862452
-2.643706831652519,2.019678347026067
-2.6355807626968772,1.6355807829028859
-2.6331234192945288,1.5043299731059836
-2.631703111538476,1.4357990412522412
-2.6234303389308513,0.9528762718396997
-2.614415485825895,0.4109424521148646
-2.6106408516025343,0.19139700508817478
-2.6034631909591175,-0.19379050982144766
-2.5827199549097957,-0.9455999537960004
-2.5810057216326605,-0.9754906279264933
-2.5713229486984943,-1.0439738189934944
-2.5700434763316586,-1.0387028287084492
-2.5685074620455643,-1.022275713933638
-2.5640137941846035,-1.0022781102566107
-2.5615268958353044,-0.9588287980996771
-2.5595419241147326,-0.9282383667740491
-2.5575712877696546,-0.8978164861886792
-2.5538138770422387,-0.8076743694727069
-2.545525063976048,-0.5934147257781315
-2.538485793608255,-0.3881472242875292
-2.5286069830080127,-0.11124952857107363
-2.5282793567482242,-0.10239710885570488
-2.5256153527136673,-0.021582067634629578
-2.522547982696812,0.03269092819679609
-2.518969734924741,0.09765074327463667
-2.5164675065452125,0.1435853139882943
-2.490632075184166,0.13759158788841228
-2.47546718333806,-0.1873287062078784
-2.472094065809883,-0.2775710265097976
-2.4688216750428964,-0.3685403621810038
-2.4624153949143985,-0.5348851872956715
-2.4517517052928963,-0.7874279580341067
-2.4354213423451583,-0.9559811128635127
-2.43369561474486,-0.9756392190512355
-2.4289239033947707,-0.9717110700764038
-2.4286173472127413,-0.9530400396371497
-2.42669176665612,-0.942087419514084
-2.4211164155263813,-0.8799893593897409
-2.418414167336895,-0.8432086498310611
-2.410395262811337,-0.6800742438396801
-2.4040483757919224,-0.5067864330103634
-2.379894231890458,0.191292311735734
-2.3793854067528732,0.2005671878877065
-2.364326640175154,0.5398097512091949
-2.3640155367945317,0.5502262100313388
-2.3607882818168795,0.5889874523185119
-2.3561849001427877,0.6382647832352865
-2.355922067804964,0.6433239642640148
-2.352722060388599,0.6486216480471786
-2.3521391361492023,0.6681404925749581
-2.324335412485632,0.546335935330479
-2.306288511835737,0.2945711768237123
-2.300527749751013,0.23276500623859486
