n_harmonics,base_freq,magnitudes,instruments
7,4.582843396794239,"[ 1.10818743  0.64547693 -0.10967396  0.93929668 -0.22530101  1.04640846
 -0.6830815 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.99568754021601,1.060802952273474
-2.984642384647417,1.4368513522103132
-2.981374204199952,1.5854105637077092
-2.9792386534350657,1.6541299311401996
-2.978720762403202,1.6800319392143606
-2.9661272004718073,2.0789238064925963
-2.9503835990583394,2.448034541285159
-2.948783294576373,2.4672243224002113
-2.9252243117429,2.5814514452680104
-2.921031465379316,2.5275897704732393
-2.916628494262247,2.4482684657736415
-2.915014930085956,2.4322000307327083
-2.9092720696867285,2.2982774655992735
-2.8994103531027973,1.971964608389979
-2.8947445497595172,1.8102599021840033
-2.8938719511923194,1.793807375693398
-2.890906316053046,1.661473944402687
-2.8879512410939143,1.5403980239546307
-2.8779437627363347,1.0854784528029013
-2.8621343880204124,0.34562193525977775
-2.8586212394538446,0.19959027098378307
-2.8575568821333532,0.16979203323035144
-2.8236045000848726,-0.7448107515310182
-2.820987244126121,-0.7452684447042808
-2.8208023123690333,-0.7724951676680781
-2.820577447191913,-0.773360461386339
-2.808389912708748,-0.6907944665817944
-2.800500377602554,-0.5159406542639436
-2.796980741053348,-0.41562584817474996
-2.7777830619706494,0.35805471599067556
-2.769659572621391,0.759791547062554
-2.768284279965352,0.8350784237408889
-2.7518625736154974,1.6636923304905804
-2.7507764637288328,1.7038578825164563
-2.748400405861931,1.817385033592775
-2.7477078566884523,1.852044585158095
-2.7431590978381077,2.0498119388434595
-2.7385306421509883,2.233615866671978
-2.730832816724686,2.487224327006795
-2.728598540980154,2.5483768574377668
-2.7222213297529887,2.6489931383874357
-2.7161123165505776,2.7406827919958774
-2.690750614085295,2.4127156325261723
-2.69047636416135,2.432784628550669
-2.686010688286032,2.2459498781923903
-2.6857530673698076,2.2500942331537317
-2.6745265487196503,1.7870298195349459
-2.6678466951921416,1.4310955436380077
-2.6609432697693496,1.109376570367676
-2.6567295885661926,0.8858065569251149
-2.653414341946125,0.7211769178620415
-2.6399771713407207,0.08241395318159915
-2.638972622385014,0.04999133250653381
-2.637910351222808,0.017145590790644163
-2.6323692444451936,-0.2144984512737305
-2.6198229461390605,-0.5617457490878175
-2.616451556195887,-0.6212470716086214
-2.6076314624042194,-0.6759793880675077
-2.602588871270591,-0.6694173419116097
-2.5995277446634066,-0.6279923235167383
-2.599071683039031,-0.6314546746978883
-2.5925011294459726,-0.5242814204960303
-2.5546683905373437,0.7981399884451686
-2.548921562050934,1.0410200143889166
-2.5484620597745673,1.0538097054161133
-2.543960634152624,1.2087452950820374
-2.5428037939559105,1.2516390934736943
-2.53972701204241,1.351530913196532
-2.5336896659258517,1.5154805320496572
-2.5277484992594017,1.647315742207843
-2.519812565667085,1.69584304676187
-2.5092633422650428,1.6741161676490404
