n_harmonics,base_freq,magnitudes,instruments
10,3.3136893786086867,"[ 0.23327313 -0.72813302  1.12600877  0.0479091  -1.09680056  1.05141555
 -0.56464816 -0.70938617 -0.40056905  1.71797802]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.99884598043416,-0.3001385678645964
-2.998734341475019,-0.2717378973367853
-2.9949356014435637,-0.11560776838074777
-2.987847338210033,0.2223145971866574
-2.977360368515134,0.7559234621866525
-2.9749714735478103,0.8834790547654081
-2.973123995738275,0.9938038465616494
-2.966674687329424,1.3393988464682265
-2.931185638307527,2.559774903805329
-2.9309533128475103,2.5660089060886877
-2.9281058323805302,2.5928328990611407
-2.92749361372981,2.5814507118046945
-2.925786431357124,2.599239004591378
-2.919260548176597,2.59930613496385
-2.913688368487149,2.5501186392944764
-2.900227342248912,2.27381707023816
-2.8967961823857404,2.139649846982115
-2.8945480609341394,2.0736614433551077
-2.8873855170979237,1.789342745385344
-2.8826479449227476,1.6217742273643994
-2.879630320545335,1.512700008516034
-2.8733508341173897,1.2639870537952878
-2.86706553533002,1.024734615838856
-2.861668449395963,0.8333395438143204
-2.8246238771148056,0.35951429325873474
-2.8221505579270985,0.4343364685217469
-2.8179808512210176,0.49675925846505303
-2.8166967588799183,0.5126576630778164
-2.81473642818759,0.5554484923911484
-2.8112355376038582,0.6678472991021611
-2.8032995595506733,0.9408152663334709
-2.801761260113194,0.9993780537237618
-2.793887383577313,1.3606778708856146
-2.788792557971158,1.5820782295300946
-2.7868841957811332,1.7149583477747052
-2.786583285081778,1.7177399033254337
-2.7797333056658893,2.0453189775831397
-2.7639735499534925,2.801399789978905
-2.7625454445994557,2.858287030490233
-2.7573655181733656,3.0603469001148493
-2.7532186030750956,3.193560276474807
-2.7520666277699863,3.2018030955784496
-2.750264870211958,3.289063033024645
-2.7391482018692628,3.5194834754795075
-2.738412087733818,3.5338855760622474
-2.738332438778534,3.5449899988663325
-2.7309956983148274,3.5934114299464714
-2.7268044207156175,3.5969442404986927
-2.7225357258936285,3.5205778420022873
-2.713390864780825,3.3719840143511055
-2.710518744169954,3.2880396365543945
-2.707675418311947,3.200641469336705
-2.7069433360076274,3.178683651460126
-2.7035326103759125,3.0523419535905507
-2.7013254748526783,2.958231070926069
-2.7008417272540477,2.9430500762940888
-2.700106610812802,2.9477051845317264
-2.69893242122253,2.8814779290447046
-2.6868082191202953,2.32499808208181
-2.684968901738562,2.1988745340331097
-2.6805090174330743,1.9779991696860393
-2.6685587299370574,1.3456373005463889
-2.666286039524967,1.2286339929331427
-2.6560396738028635,0.7210234604654125
-2.655948983429763,0.7035084809129643
-2.6558317673923044,0.7032763670905784
-2.654963995653393,0.6408584757012327
-2.6526018091680257,0.5746072033927829
-2.6501333701261034,0.4450447131304651
-2.6489822530019937,0.3823884588667868
-2.6485094904098396,0.3809639023605315
-2.648364725958565,0.35232697628520526
-2.6482394100268607,0.3596691616918327
-2.644662217525255,0.2558245797513642
-2.636923633154388,-0.03638200816996265
-2.629691434189867,-0.25605050400708085
-2.625184863040117,-0.35112786789275124
-2.6106329736545995,-0.47661302784806314
-2.593074375682024,-0.4812650330720061
-2.5930520592109763,-0.4734315077263455
-2.5921108565913555,-0.49041385959539896
-2.5914707233928005,-0.508967442911704
-2.5875659646679914,-0.4487698011129792
-2.582024517130179,-0.3974612925420395
-2.5780307722636593,-0.33813648091586285
-2.5759101163677087,-0.3697374077799531
-2.5705581709357617,-0.31836892932203464
-2.5587567987353284,-0.24069415382283607
