n_harmonics,base_freq,magnitudes,instruments
9,4.6447768263740326,"[-0.21832642  0.83290462  1.74609344  0.19438266 -0.19698255  1.28087582
 -0.0367259   0.42777343  0.08269622]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.997036603275142,-0.3398332437290177
-2.9962749268786912,-0.36567973048175656
-2.9903152347475395,-0.43866033030172624
-2.9876199454528622,-0.48956109468528775
-2.9874907445840817,-0.4797324423196159
-2.982333220361591,-0.5361265152904829
-2.978951160410965,-0.5848864233508022
-2.9733334191308796,-0.5689355176172626
-2.9711979343100525,-0.5926941054403155
-2.9695533402881606,-0.6085765299943074
-2.959297099891187,-0.5256595594157751
-2.9448559810575623,-0.2551606780112153
-2.9379735411845003,-0.081468374623504
-2.930184104501525,0.11829755034558016
-2.9244044410531083,0.2503023379224027
-2.9038477992815723,0.43463540937376843
-2.901913375498336,0.42310148141795884
-2.89988267250948,0.40826146746631026
-2.8919484383086402,0.21757668089750287
-2.876823143759416,-0.4477962045107807
-2.860741774912519,-1.5455831004929348
-2.8605203564189114,-1.5512290922073597
-2.849990266148184,-2.369717070717447
-2.846478001690424,-2.6250073626469743
-2.8370423479556477,-3.2889542615924845
-2.8369229827018945,-3.306308225295
-2.8245255128286795,-3.933790741950221
-2.824375589420672,-3.9562111888066163
-2.8235609491925064,-3.9972981806405956
-2.8096131948994696,-4.217040156166793
-2.8084904999800817,-4.206941049495689
-2.805612250667247,-4.1806720216024456
-2.781509702339081,-3.0406322021629846
-2.773079531512689,-2.3818055054792677
-2.772899780972596,-2.361485422516516
-2.769517411412175,-2.052454299124866
-2.7599529479734386,-1.2361116312531604
-2.7598108553642926,-1.2256335746531526
-2.7564762704187764,-0.9108537999323091
-2.751098797097826,-0.4577023327460766
-2.7502368647483157,-0.4064465853314704
-2.7382388099724375,0.44369546308098806
-2.7375745836415115,0.4982211143077427
-2.7348338655587856,0.6274498373372975
-2.7332788451378307,0.7195444286102421
-2.722118854660431,1.1149557993831072
-2.6958700097101698,0.9493113724685747
-2.691339955830209,0.8143075845478056
-2.6816290298026555,0.437356443119451
-2.6780942109568953,0.30809817778636933
-2.673776565428121,0.1300762906499021
