n_harmonics,base_freq,magnitudes,instruments
9,1.4638391988630564,"[-2.7979286   2.34526607 -0.65310026  0.16566243 -0.96115027  0.51283961
  0.02646054  0.15919374 -0.61952591]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9864231232118814,-2.031466122001253
-2.9678588711792324,-1.5528911455914198
-2.96301274372646,-1.4344957994413923
-2.9532491363604363,-1.1575192850648914
-2.9531217345026457,-1.167705744018626
-2.9497275011261253,-1.0695438983526622
-2.9348160658748284,-0.7014859878345772
-2.934410004142688,-0.6915439662706436
-2.9312678579998064,-0.5984444674524149
-2.9267819809521236,-0.5098281190277354
-2.925494054889999,-0.48658572666214744
-2.9214467631456076,-0.3849059464248491
-2.9187215455541775,-0.32761648826220535
-2.9160500805869334,-0.2696537506930536
-2.915068878468975,-0.2664108250319528
-2.909613242318618,-0.1320044723399742
-2.8939301560279,0.201347586865512
-2.88829289262513,0.31039579676212287
-2.8773232882303983,0.498498724318088
-2.8670433111967695,0.6511161602283423
-2.8651568785138295,0.6764914685832687
-2.8643054254463225,0.6765105272136182
-2.8622674885498416,0.717537108085235
-2.8371310156647764,0.9457196616675866
-2.833395216943593,0.9608779644246639
-2.8251220188329658,1.013062015129529
-2.8167529740040975,1.044652249410921
-2.8023918942021755,1.0554976381422911
-2.799754872181781,1.0293523881887696
-2.799566776325678,1.0365038243117268
-2.7925329559677996,1.0142038980508639
-2.784104497947168,0.9796735283127992
-2.782381889939084,0.9681894464547928
-2.7820237964805075,0.9659159328394553
-2.7801368408652385,0.948933848939755
-2.775150132527432,0.9264352853074262
-2.772611289940496,0.9026636554125589
-2.7692056029017404,0.871648225176886
-2.7567368586132206,0.7574507367612597
-2.7462879296160354,0.6461367033530143
-2.7365377050695003,0.4975977431204106
-2.7291301220973585,0.40383844239411704
-2.7219859901399177,0.30217409077473406
-2.721294191487896,0.26584969841877626
-2.719474727611664,0.23986134001761616
-2.7118837808420286,0.1255731791537867
-2.7106173960968456,0.1044991237886471
-2.695421768043495,-0.17330592036796455
-2.6630331741336586,-0.7540157037189996
-2.6373927280539506,-1.2378799251011245
-2.6210941151290306,-1.5231639105571753
-2.61572387806258,-1.6074097533130691
-2.6116353864944295,-1.6793477316456118
-2.5987575919178316,-1.8688767395104096
-2.587664547779843,-2.0406855100555408
-2.586418773625992,-2.0554639073814847
-2.583471471472717,-2.0725573523824954
-2.5832872472128057,-2.091484766831581
-2.582566264450569,-2.1145214449508987
-2.564025488680083,-2.330495108690598
-2.559490362838234,-2.374748573486824
-2.5541052717430954,-2.446453275539781
-2.5513250259480134,-2.460815959969151
-2.5510086997040506,-2.460506935687163
-2.5458772090726125,-2.49716687411459
-2.545139411860106,-2.5246910406514957
-2.53815416123978,-2.5720511795358094
-2.532325893649136,-2.618354780839363
-2.525555338170376,-2.6798308325104
-2.5150745804843995,-2.7484818418590544
-2.5128086877987865,-2.745501777935226
-2.511629319001783,-2.745012626694849
-2.505927053353795,-2.7783350332184464
-2.5042563897576793,-2.7723902227627
-2.5034005221361038,-2.7940998747243526
-2.499302900295253,-2.8140496803110673
-2.4941916111415052,-2.8261563526166618
-2.493899217698982,-2.834098847028881
-2.4925137373129402,-2.850511586732485
-2.4903244190084726,-2.8471287012397193
-2.478642073549616,-2.8558448339754334
-2.476103007678502,-2.8690002149192506
-2.473689899554552,-2.8789310345957815
-2.4663006303269035,-2.8818592247728634
-2.4500555894764173,-2.8866812975653087
-2.4498019662752597,-2.8986650211883376
-2.443585533074242,-2.890788343100647
-2.436504579684766,-2.878544930141268
-2.427598476965078,-2.8813700374487237
-2.427564776780777,-2.869294886990047
-2.4222540303986824,-2.860217796310869
-2.420535511057904,-2.8546536187085363
-2.4147883835200794,-2.832474465199196
-2.410077518574322,-2.802207390758654
