n_harmonics,base_freq,magnitudes,instruments
7,1.5232166283284956,"[-0.28416089 -1.67669854  1.40739361 -0.31546002 -1.07671302 -1.35160006
  1.01563573]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.977119390974951,2.609071380974312
-2.9753833080650907,2.589063508112794
-2.973246743262493,2.5771223598229493
-2.9729587023852,2.5924039477590997
-2.9710912859128396,2.5467923401125163
-2.9707444664591796,2.53376328630858
-2.9650601511154018,2.486435124806245
-2.9620074134535592,2.4350357391671875
-2.9560419151663373,2.3687838408577297
-2.9549020882416244,2.374678485741023
-2.9499458842755053,2.3044735326464503
-2.933667254240121,2.0630521595529814
-2.9321298103613795,2.026391634636976
-2.9289736512612476,1.9582323233471282
-2.91874340152399,1.7880300519653427
-2.9178095740484222,1.7911572483578317
-2.912089390630725,1.6282470592152323
-2.9067869307914167,1.5643858162507376
-2.9067558437013696,1.5629494984829593
-2.904833953863189,1.511876307293908
-2.901123378123124,1.4039219784056904
-2.8996635557984094,1.379477305009637
-2.8943690598290166,1.2905300673165339
-2.886723085876614,1.093940021713576
-2.885992912312526,1.11532604207191
-2.8848292316633817,1.077775218004
-2.884220322930282,1.0462758082926857
-2.879255102699682,0.9576230773674081
-2.8756325418281543,0.870462132010372
-2.869063918704373,0.6967548817977035
-2.865818153656113,0.612428288621505
-2.863199908574109,0.5600710798983894
-2.855014853965122,0.3436723988721766
-2.8538766400940636,0.3280345717831563
-2.8525469476016827,0.2982211855430175
-2.844052086899929,0.06966918477573388
-2.8306693304687913,-0.2633721277069784
-2.8281933652515217,-0.30363634677028223
-2.8250344564428573,-0.38857338891479837
-2.824654939468667,-0.4136647170185053
-2.8210106173001686,-0.510362435739656
-2.820371807020946,-0.5168747868172965
-2.8199950903401465,-0.5290231088459344
-2.8176058013412097,-0.584830527614554
-2.8133579496002055,-0.6811990158271461
-2.7871968331901495,-1.319924320999747
-2.7865518943562178,-1.3114206787946476
-2.7813987296167424,-1.4447805224512333
-2.778214004233287,-1.5217534076219204
-2.7726255242474025,-1.6549287995801278
-2.7679770765421536,-1.7417576067459144
-2.7587881279720214,-1.9259035327245817
-2.7577128629024488,-1.9590101693599746
-2.7544456178426477,-2.028777617694467
-2.744185680901026,-2.183633151594711
-2.7436934615106736,-2.220857980837731
-2.72138284600116,-2.538418264379079
-2.7091506016068188,-2.7150917918385216
-2.7075574321718925,-2.733421198776943
-2.6997442464207664,-2.8210097909656153
-2.684894836384446,-2.9279804354873717
-2.6795036390082103,-2.9572979439238756
-2.6738550960007315,-2.9867982179874386
-2.6724891920796603,-2.987148546649912
-2.6569518751662917,-3.039650276908779
-2.649024599287369,-3.0514800724256883
-2.643534235415615,-3.025509435367335
-2.643312090085834,-3.049206197323177
-2.6391585748305397,-3.028920047890786
-2.6299118303906552,-2.98939228649573
-2.6157241515648977,-2.914816886641673
-2.6051084953608457,-2.8119598597563416
-2.598088208336774,-2.7907401703805523
-2.5875732564249594,-2.631589219021222
-2.5825150280766254,-2.5716084226771163
-2.5785656696425403,-2.5314234049603135
-2.5752328404719798,-2.4973803999997
-2.5732877747913956,-2.4647846951421224
-2.569729198961887,-2.408286167837064
-2.5598383559805256,-2.2472650347294847
-2.547238248187583,-2.0549730705916254
-2.5446169248494357,-2.0133419168310933
-2.5436900964090325,-2.0089681425286217
-2.543517275109669,-2.0047302245674707
-2.543444610580653,-1.984770350697744
-2.5368280639556593,-1.8855992365603578
-2.526740684212923,-1.690312619890108
-2.5259282959724816,-1.6797527805305636
-2.5140227601657026,-1.4541488097393174
-2.4963584363473776,-1.1101673800302871
-2.4933388481367924,-1.0473119929627772
-2.4912059383347778,-0.99175702625174
-2.4900546087169606,-1.0072817153397648
-2.4894261218146,-0.9458163380077013
-2.486677160136499,-0.912020234463935
-2.484633987615881,-0.8737585869855732
-2.4785013889257645,-0.7518621684905132
-2.4635997460263095,-0.4438964313355366
-2.461935057805948,-0.4023733607014552
-2.4600683297776995,-0.3486553075485789
-2.450608243114746,-0.20018799824521405
-2.446570946814175,-0.11694807460386504
-2.4453982445925657,-0.0920347505673463
-2.44492883644312,-0.05403158341511126
-2.4376702638078367,0.06354699857511971
-2.433119406865182,0.1445305555895516
-2.4259175687742554,0.2750323150372319
-2.419948089575722,0.3765167587286982
-2.4119149058294838,0.4996280851188532
-2.410061478194407,0.5423537340233214
-2.396552672416477,0.7540604484906924
-2.3958257759894934,0.775945711087874
-2.395704483906175,0.7818176483760628
-2.39441153111403,0.7943587849420408
-2.3925943890575456,0.8299759035766183
-2.388810154649499,0.8930611585243037
-2.3848421490593923,0.9375016008585956
-2.382544224050787,0.9651693497324872
-2.359245312078878,1.270071431252087
-2.358281758535502,1.2646877372738996
-2.3485478824980297,1.3312973217831952
-2.3482313510251545,1.3737132650034087
-2.3261033808068987,1.5204604438774287
-2.3135763741854882,1.6037843639240053
-2.3135714005879153,1.6235763852074896
-2.3097996848871025,1.6398588549456776
-2.2865067715098575,1.6858560955464765
-2.2844801092825415,1.672921650189679
-2.282875685358029,1.690594700091658
-2.2715798236289615,1.6869121068350041
-2.268322080932444,1.6731838970661004
-2.2666773235721323,1.6757366047170703
-2.2596015830483913,1.6790509827536109
-2.2593034843583393,1.6697821107045427
-2.2505546109025243,1.6445260360788339
-2.247308350456131,1.6281793403513343
-2.246324978616024,1.6252404780386518
-2.2446735659788963,1.620099269983303
-2.2306846931774373,1.5615289576126594
-2.2259190243188036,1.5444544175463226
-2.208700968780419,1.4122716723821231
