n_harmonics,base_freq,magnitudes,instruments
7,2.4104200141003274,"[-0.73009711 -1.22345076 -0.27692979 -1.5339399   1.01952831 -0.66901714
 -0.9337737 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9927528077766277,-2.1390121774286444
-2.9915439587840904,-2.142533674683995
-2.980915843478436,-2.139039448771899
-2.9676682014980913,-2.075465542009047
-2.963046314104866,-2.039631568504333
-2.9514912723315527,-1.9185495779772526
-2.943008140388189,-1.7919947766197468
-2.942123321436787,-1.7890154134509622
-2.9384469803548416,-1.7206061998021447
-2.9379031965479303,-1.7124637543065844
-2.914244939288716,-1.2450077637888466
-2.9075843976114752,-1.0951825970437679
-2.899927908750116,-0.922694733895887
-2.894414988083077,-0.7901168053440789
-2.8908346448666418,-0.7079561401258875
-2.890574547577938,-0.7090679207966564
-2.885931861452616,-0.5935901781199528
-2.8792235314593917,-0.44203330403027774
-2.872859235039006,-0.298707551903658
-2.870868392142735,-0.24279334338626943
-2.8686288757137866,-0.190980121447929
-2.857624507941308,0.03396695426414623
-2.8398385849241015,0.3253116561257973
-2.8393167528633243,0.32559850387543016
-2.8324200607948313,0.4170893611583107
-2.827161378350689,0.46995187038010533
-2.8256213460852475,0.49171650535300304
-2.8071406807731254,0.5651307337179049
-2.801299731738669,0.587434807642772
-2.797805070717975,0.5726994393007636
-2.783437833459179,0.4709364956563129
-2.78208733342284,0.46750615642713206
-2.7801536788378804,0.4404404146398459
-2.779326253907357,0.4287644496483722
-2.7774888704980043,0.41300215982049965
-2.7720468980514887,0.33823696856882446
-2.7706687972113695,0.3085547278000316
-2.7648177260689613,0.21539728491847565
-2.7631861923531407,0.18230309655180266
-2.76129934907137,0.1432021415405252
-2.7583864550226362,0.08855215743054282
-2.758308612206295,0.09504018902403459
-2.757105028680499,0.058834801261497885
-2.7545249298016934,-0.007770536750731298
-2.753388925820298,-0.01825948854287649
-2.7521123906834006,-0.05858950946247349
-2.7519445667425217,-0.06027216460716319
-2.7380518193351735,-0.42219085270890905
-2.7303800478284947,-0.6472033062630071
-2.726604481099896,-0.7592731644259467
-2.726499050471146,-0.7657990789746368
-2.7228839693147213,-0.8810046141003888
-2.7204046026349564,-0.963526698720817
-2.7193683345070747,-0.9984011679667422
-2.716459995865756,-1.0895445705306381
-2.7160613914674503,-1.1092248626742287
-2.716050620337911,-1.1086066247748545
-2.7112600337828168,-1.2743840286678452
-2.7014340530790024,-1.619267847363815
-2.6987733532298215,-1.7104579911913926
-2.696365730542518,-1.7937445658554578
-2.6887744959900997,-2.0689612305603573
-2.68758280673212,-2.102390379473681
-2.67463490494296,-2.552944183744633
-2.6728926485965703,-2.6049685237153435
-2.67042200840617,-2.685713362455764
-2.6681758269388416,-2.773865072962611
-2.6656792895605075,-2.853129778942512
-2.664576253439178,-2.8853498391378603
-2.6603010827611806,-3.0143313881170957
-2.6587548795905342,-3.060500265059426
-2.6483901118510738,-3.3622391202595554
-2.6480962130760197,-3.369518512505683
-2.6460257983189592,-3.4298910082674507
-2.6372865441768187,-3.6357870916441097
-2.616705495119698,-4.004764098719715
-2.6114398477377856,-4.062515119592983
-2.6096728271242133,-4.094897655040803
-2.602908872326326,-4.136739398271036
-2.599999406038355,-4.160001239833087
-2.5992741474953807,-4.151390793193466
-2.575461772961983,-4.079344428352642
-2.560396333862014,-3.8587628878262596
-2.559593401995731,-3.841969833898946
-2.5563230467999,-3.775327894301616
-2.548144552926576,-3.585043306529142
-2.5428738135074407,-3.457606357418981
-2.5391878509028043,-3.353148511410619
-2.537857374293698,-3.315050509978075
-2.5329040923503987,-3.161375543812293
-2.530998985104804,-3.112117532278241
-2.4817124550288954,-1.2306377599832397
-2.478374825312195,-1.0956089209221886
-2.4754996123781305,-0.974952575431
-2.470570751564644,-0.7871603285847006
-2.4601443691971694,-0.3585589235428755
-2.4344370726986684,0.5581366973646074
-2.4297571501054716,0.6941229996047259
-2.428592894117182,0.7362110341566508
-2.3905154666995747,1.5275905212781922
-2.3888692384245584,1.5466134434818097
-2.3809563343784896,1.618588712468733
-2.379825372729034,1.625439668449189
-2.378155625361714,1.6345753087071633
-2.3689767955227667,1.656387543649431
-2.3647707626740733,1.6699981784484612
-2.3606192752988235,1.6572870641163546
-2.330521205818201,1.3802213396926948
-2.326904889598152,1.3292119249905927
-2.3176828746886855,1.166495521655122
-2.314973207559424,1.1181181687046489
-2.310155842814484,1.017339722618407
-2.307040648274935,0.958105776757391
-2.300578059712402,0.8170609677936982
-2.295566553917549,0.7160635036485908
-2.2822349382956135,0.4214142496382216
-2.279287340108141,0.3584724279148143
-2.274976887120947,0.2624309151063747
-2.2702094704624143,0.1586866514081809
-2.263293442815776,0.01669622094780093
-2.2481072022858033,-0.2588094823303261
-2.247017352120478,-0.29386148551775715
-2.2361969862757123,-0.4534698805390777
-2.235266189240762,-0.46671981067892315
-2.2351044942128553,-0.45379128153253573
-2.225740488288171,-0.5649542992676949
