n_harmonics,base_freq,magnitudes,instruments
10,4.03968785302747,"[ 0.74935344 -0.10147837 -0.10219306 -1.50360646  0.21934145 -0.29485822
 -0.44564146  0.63985921  0.37084787 -0.03808145]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.992482367322285,0.9246839908183835
-2.9767379363085933,1.499138633937023
-2.956080140130542,1.3366451446933454
-2.954208570528617,1.2629926456381126
-2.93859104611267,0.3940986231811004
-2.931658645910554,-0.1665747332345346
-2.914253583338853,-1.4740749534390967
-2.9121937529642974,-1.7024374392760002
-2.9024641752870703,-2.176348868876216
-2.874965101001984,-2.3709589700795317
-2.8581611389387165,-1.2383418569971216
-2.857418467519186,-1.167883018547901
-2.855404972678205,-0.9630111532364907
-2.854934957078485,-0.8916692042144104
-2.8427885974463134,0.3345031727420562
-2.841925117717019,0.4572960350505236
-2.8385300884112645,0.8737674769370849
-2.826820895004411,2.18486835640628
-2.8262705892786206,2.2681446422911855
-2.8219876390566934,2.674523704040681
-2.818217697653422,3.0013929512949766
-2.8156392950145213,3.2313844833100953
-2.814968611445673,3.281252234412607
-2.8093565497266653,3.6767525350475476
-2.799057704907064,4.154391856157482
-2.7832674208331376,4.058410958455269
-2.7830410637261247,4.051963380706177
-2.778562862922663,3.800073945134682
-2.7710045804861396,3.3709993823751807
-2.7703847757032003,3.2907104260789595
-2.770155409609454,3.277889902877981
-2.7699339796600917,3.301495960707718
-2.7498056470488432,1.2273465735156914
-2.7485384209424493,1.0784988319730446
-2.7480690541269337,1.043873220177256
-2.746697417263058,0.8961586703206693
-2.7369242634330724,-0.19037736834270028
-2.736728620400436,-0.24581721168782839
-2.7353944452070404,-0.3140364110872324
-2.73098369477446,-0.8462732703604923
-2.7148527777933564,-2.2388577994771244
-2.7119471180154413,-2.462654879950592
-2.704506260932663,-2.9072131975139897
-2.7011376257829363,-3.002378685618005
-2.696638519582773,-3.1152913537917257
-2.6916777355979074,-3.2508034622990465
-2.6896364261264427,-3.319062276369486
-2.6873635568553578,-3.24811954058544
-2.678743251270472,-3.1975652940745856
-2.677475363035616,-3.2096059217585196
-2.673109112138536,-3.0867872342766196
-2.6729714199342767,-3.100274054390589
-2.6619555698098214,-2.817257593907852
-2.6615118655643717,-2.770741311595948
-2.660607781840576,-2.845205412676911
-2.6505207259258947,-2.4565829466442777
-2.6462737331379413,-2.3610857485996415
-2.639889744025396,-2.2745794943705495
-2.6232028446079827,-1.947968986166777
-2.6129403400415985,-1.8339274995435648
-2.6066978454253675,-1.8097961132647906
-2.6018057145481404,-1.7404586117544913
-2.6010418592423497,-1.6876770926907378
-2.5981434133308805,-1.694375834818041
-2.596453512375806,-1.6157751597865555
-2.583850617143192,-1.5115747842967857
-2.5792723599130136,-1.3570359883794747
-2.5788246019469727,-1.3738197632198104
-2.565541533052944,-0.9023419222784077
-2.5511108038291614,-0.24195867950098812
-2.541131276032859,0.3166371116640211
-2.5359775213454423,0.6278588453026294
-2.5223990940800016,1.327848208025983
-2.50612521926877,1.817021135745402
-2.4996500212991846,1.8615962176509495
