n_harmonics,base_freq,magnitudes,instruments
8,4.240830056567635,"[-0.54200736  1.97074268 -0.00344059  2.10340755  0.60683174 -1.79548662
 -0.05697811 -1.7305067 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9996748072761727,0.17293588551666603
-2.997680396513476,0.126215727534711
-2.9928128454714376,0.02937342918226762
-2.991334438538269,-0.033597953533913046
-2.9866427954371595,-0.09049325635650007
-2.984247794413861,-0.15119296300473872
-2.9700850589496817,-0.11194566045798192
-2.9635111433748333,-0.054113959201567606
-2.9622461575221255,0.0037508024465687734
-2.959612821007201,0.05237252016742385
-2.9552460683599544,0.18881165686783097
-2.9495851525909487,0.3540461642073425
-2.9402552739013696,0.6569762878992931
-2.9361327837880746,0.8688949792219912
-2.9356487080008025,0.8862751739968032
-2.9198014321521097,1.673111261145686
-2.9176706268729165,1.7664789948736515
-2.9071399324506615,2.1989588741068604
-2.8972639089609507,2.6267729452105426
-2.8965066898845375,2.6479936306905745
-2.8892186203058587,2.8546364460085187
-2.8886739969659643,2.848305715685369
-2.8816971215576874,3.06865463058282
-2.877249550555879,3.12558934206223
-2.870686845602065,3.215355444003406
-2.870418118038031,3.2548414532403434
-2.870345111247662,3.226245887663334
-2.8491451819768985,3.207848205767803
-2.84589126987695,3.1466734155795035
-2.8407904589353725,3.052557753862764
-2.8376235999278845,2.975109974166023
-2.8350760879175105,2.9469847440864156
-2.83298686423894,2.8958510574569423
-2.8319936164128343,2.830955828020977
-2.8305983364135763,2.8291374559391107
-2.8301423752395936,2.817282710009811
-2.827538888895606,2.7404592962707417
-2.8230188722392917,2.6541506866907536
-2.8164169293404444,2.3620567074831156
-2.814731576917705,2.2646840989312125
-2.805477197779886,1.8891220560931516
-2.8047503249392998,1.8528653067015541
-2.7926865129926526,1.2643128295425659
-2.788044395715623,1.0280293909015557
-2.7824880327371515,0.6925753986861927
-2.781525582803635,0.6406737233795224
-2.780200297202159,0.5308980150948265
-2.772897156229544,0.16882560488296577
-2.7689138110282245,-0.09120698551612375
-2.732279736807601,-2.233459929513496
-2.7316209385979624,-2.2634174939698894
-2.7213093642650286,-2.8245474154979116
-2.7145153162333573,-3.1228379978673755
-2.7137731388714625,-3.121739754539909
-2.707275457163891,-3.3972597988018767
-2.7041604565907065,-3.4576151859515085
-2.7004381069638828,-3.5836399459322097
-2.6898948466867303,-3.7856331104603207
-2.6871076807746492,-3.8030979503142586
-2.6797563144487895,-3.7899507156162704
-2.670874337387379,-3.656281317963195
-2.6649962248874353,-3.5387293736526844
-2.658105569747412,-3.3228369214849187
-2.651888536262897,-3.008525882965094
-2.6483203256077683,-2.9111289725233123
-2.6482810857007206,-2.8558092536943462
-2.622470501270387,-1.2093715755458938
-2.6070835319887906,-0.2809040603192749
-2.60461512581797,-0.08532328485474601
-2.5951682224225348,0.4355304197486957
-2.5944034316080025,0.4238410076183078
-2.590391830241505,0.6804379044796496
-2.590319619601627,0.6166424865364366
-2.5800844804522596,1.0280765650481274
-2.5746287046377994,1.1096033391879274
-2.5708757415057,1.1752906028422185
-2.5540176016409593,1.0170650337231495
-2.5454150508621076,0.8227721263219632
-2.5435745210746283,0.7781293013383171
-2.532694751196054,0.28530358526668903
-2.527340470257342,-0.054490072338671355
-2.5199535510996594,-0.42223806645604656
-2.514791958155963,-0.800021635005375
-2.5146016444652526,-0.7373409020459958
-2.51165521839381,-0.9672724027920401
-2.492780504241015,-1.8842582336160412
-2.4823834708149572,-2.1360566372126337
-2.4805057590528405,-2.203492039951604
-2.47828933185954,-2.2520588655106977
-2.4757910456604573,-2.3042600443806904
-2.471871899625124,-2.2364092487876706
-2.464897941231393,-2.2186021958523896
-2.4614802490447083,-2.2196196628710565
-2.4551671272101263,-1.9674665230580717
-2.4543013194596743,-1.9930627156931977
-2.4460198591771034,-1.6003885525530568
-2.4435735585358658,-1.4514870620522486
-2.4431049675639755,-1.4376607435463884
-2.4418706295601504,-1.3846406835896055
-2.439712246835516,-1.1739306748451745
-2.4368297942250705,-1.0428611485560033
-2.4328854030553613,-0.7766391177455351
-2.4313988739234733,-0.659619315031148
