n_harmonics,base_freq,magnitudes,instruments
10,1.704020963486855,"[ 0.43230881  1.19502669  0.03513884 -0.40208992 -0.18585782  0.07166948
  0.10509091 -0.02613864  0.99768049 -0.62695104]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9974975577791767,0.9655546516094736
-2.9791401012562986,0.49306361209015637
-2.975012819543905,0.3893059886883512
-2.969658284087119,0.22796642191443608
-2.953033974537486,-0.2842862773947209
-2.9524816981937896,-0.273942260298032
-2.951517821273538,-0.3493889725669927
-2.9461772714825365,-0.4640462712344443
-2.9395714784176583,-0.659260107150996
-2.919068710420425,-1.2047937046957977
-2.9130399974789385,-1.33451751874102
-2.8979712988023296,-1.5922211177499663
-2.885319014802837,-1.8501533641748371
-2.8817028125678705,-1.8739935150637022
-2.8782189744614906,-1.8950355400620806
-2.8748121975729717,-1.9467537855886363
-2.8679157503578647,-2.010126669218061
-2.8655118041423058,-2.0462090831455293
-2.859925140465747,-2.03969744059302
-2.849955139579995,-2.1094341774427776
-2.8488299113313795,-2.085933556882561
-2.848751421278041,-2.079500121644211
-2.847996642517465,-2.0870013895293464
-2.8379060375329948,-2.04461501673113
-2.8320268852526227,-1.9895746903783122
-2.8281474222125667,-1.9385445760275943
-2.8218783022612626,-1.8606490172028614
-2.8124861282675133,-1.7674562507832754
-2.809505560513293,-1.7243027311705201
-2.8055725782149246,-1.6495032319191758
-2.8036070370361337,-1.619681090566482
-2.797406126278526,-1.5047637858250216
-2.779791253380358,-1.124815137406754
-2.7709594202368115,-0.9141127942009998
-2.7656482507663016,-0.7348751332626328
-2.7654090921218817,-0.7571917956300079
-2.759163196830311,-0.5803705868240902
-2.7440885034124456,-0.19912948426477284
-2.731249035964465,0.10959990396936325
-2.7289359837358917,0.1679305615408857
-2.7275223081940645,0.18244167720101956
-2.7096527215941264,0.5953812677987674
-2.7050484913382338,0.6935056048605716
-2.7047453314863765,0.6653537945940412
-2.6993176806372134,0.7906913994113393
-2.6972129232323194,0.8084705961079562
-2.694954413697814,0.8427468346189971
-2.694401734955343,0.8308888884396786
-2.6918788347749656,0.8906777148318513
-2.6908534678560474,0.9058508855380358
-2.6880914680293575,0.9413745707721306
-2.6611890738649917,1.0504565295722883
-2.660812997641057,1.0852445079000268
-2.6584004479681473,1.053528265185381
-2.6569609340414724,1.0750249528853868
-2.6363446076551726,0.8865547452022503
-2.635829394645486,0.8865816838730567
-2.621126113548334,0.6717976854919749
-2.6203017934023993,0.6738758368310838
-2.619203994396668,0.6116864514563636
-2.6041695599990513,0.2925562117696724
-2.5905721800164923,-0.08990779604847787
-2.5881661164087486,-0.16388087356324166
-2.5793249457843506,-0.4104606115710412
-2.5787353236321175,-0.43403591284294957
-2.5764033749377075,-0.5258930684277643
-2.5622193896227046,-0.9594492127793194
-2.5597389333775666,-1.0967608224314147
-2.558023139429697,-1.150614388988352
-2.5518595630346024,-1.2882541045296991
-2.5507556427246785,-1.3340401133341644
-2.547035925971349,-1.4866029605263076
-2.54409294592935,-1.5877437498662232
-2.5346911458916157,-1.8217038019157055
-2.521969267115798,-2.2000699944724933
-2.521842367117655,-2.220274525360752
-2.493582772556652,-2.732943284698817
-2.4769655113061697,-2.8844665650083705
-2.465974945399049,-2.867830200711734
-2.4639506669064017,-2.8667798828172324
-2.4620707022679955,-2.8315653707641824
-2.4572303090493293,-2.781671437299065
-2.4539346254046572,-2.7407009426761197
-2.445779557271682,-2.6349505461836116
-2.4354350637723075,-2.4347992271908234
-2.4352848602097685,-2.4291507008568214
-2.4342792013948396,-2.3894577351224084
-2.429027167613664,-2.2301854251018813
-2.422353945799447,-2.075311268907923
-2.419862954710239,-1.9504499440000893
-2.410182994190811,-1.5874004025747128
-2.409680866679379,-1.6080406213842082
-2.402202166950312,-1.2644196281663238
-2.3968198333932964,-1.0584917062531376
-2.3878597270320943,-0.6294201474098927
-2.374486145672603,0.05054694458851787
-2.373989821847646,0.10311798000358936
-2.3721052962435714,0.19074154524221063
