n_harmonics,base_freq,magnitudes,instruments
8,4.349843862943901,"[ 0.80973552  0.36368542 -0.19040662  0.18981053  0.01859259 -0.66805047
  0.65360214  0.90100741]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9948375089210986,-4.350354833894852
-2.993029594706433,-4.387394213026774
-2.990733003675654,-4.441848578194215
-2.9781809844998706,-4.389738430514644
-2.9753721422880535,-4.350415594329097
-2.971910810987622,-4.271852677719501
-2.9648875107326442,-4.078485754944664
-2.9640657739649887,-4.053938221455448
-2.9612944655400253,-3.9183627626886666
-2.958772039819933,-3.7964423500665863
-2.9543569200896487,-3.5785257222645424
-2.953873108126702,-3.5167651715039314
-2.9520818557711985,-3.4235695260989876
-2.9519281593933737,-3.459810878570646
-2.951631581817905,-3.4202148298844817
-2.9424418283622558,-2.7937914576931187
-2.9406418851278886,-2.656115551642374
-2.9406046252322025,-2.6334172535794265
-2.9343331146859133,-2.1496040388309914
-2.9246983270687545,-1.3169730914677027
-2.921759458996249,-1.0840098989744256
-2.910759098262763,-0.01457497209773892
-2.907795652814479,0.24646456682776577
-2.8988375147005216,0.9980514666245864
-2.897925583213632,1.057757782174408
-2.8879294016982158,1.837465913345447
-2.883749399239996,2.1351039101197262
-2.8812169515931076,2.2556271436952415
-2.8749918210037517,2.6007003588102644
-2.872687699590333,2.7115589316501345
-2.8672938477266086,2.954266781409735
-2.862534438820871,3.107960881641672
-2.8572514660929604,3.223026818406833
-2.8569487465413177,3.259701791010455
-2.8556625504277133,3.2604529278401233
-2.853925310910892,3.2784718201367173
-2.849154450775316,3.3674977044831613
-2.8419066422822192,3.349329789494286
-2.8384780361295325,3.300300265370339
-2.825556474064758,3.0453217874052294
-2.8178149419679817,2.744534427245394
-2.797555927748231,1.893363911412731
-2.797250299021417,1.8591368453420665
-2.7963916709493724,1.8685613419960438
-2.792137106577403,1.6275097427716347
-2.790969954870574,1.6083801142511918
-2.782388009999618,1.1456007766715472
-2.781480241758587,1.1344130148324858
-2.7814641765195227,1.1214320714073958
-2.778189750969789,0.9469859302162951
-2.7745316862691354,0.8369355723598032
-2.7726480146068395,0.7456379176089354
-2.762323204319041,0.31351966117838403
-2.7602935574090663,0.1803751598984088
-2.7517151458284506,-0.09795130301670034
-2.750868328614577,-0.12439918430965376
