n_harmonics,base_freq,magnitudes,instruments
7,1.0893972254614406,"[-0.73856606 -0.2803173  -0.51540708  0.35509668 -1.61490384 -0.60123596
 -1.00437706]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.999023297704709,-0.7627222883979362
-2.998090097016167,-0.7499226804342138
-2.9875624715128986,-0.7435478824042435
-2.974235008281844,-0.7287645272639255
-2.9542941648250904,-0.670317050596865
-2.954093397019033,-0.6768358340109492
-2.948292112415943,-0.6237796101838528
-2.946004873034364,-0.6170863596087999
-2.9402055969998733,-0.5935502523181714
-2.9389991008762504,-0.5773387668388968
-2.9187560087588404,-0.47892955921316555
-2.911644121229279,-0.43494419085497477
-2.9104093427545146,-0.4243113900239139
-2.9020698951430504,-0.3309050725031732
-2.878157878863621,-0.1557046061310127
-2.855691881252498,0.08000666793784093
-2.8491898276897594,0.1234889959770013
-2.845743918323325,0.17936708778928173
-2.843840808511337,0.21397309208450443
-2.8358748574588217,0.30073128785338255
-2.8319084914455153,0.35651633684660394
-2.8260154931621067,0.4149457796221773
-2.8212400481326982,0.4682288426239046
-2.8072415539699946,0.6531285697908161
-2.803635040756565,0.70130007525597
-2.7983340344598764,0.7508166250664763
-2.7923352594544557,0.8381001077106808
-2.788801710138597,0.8916564631764434
-2.787787667931938,0.8904852175712863
-2.780416845173046,0.9892333123487529
-2.7757327921262664,1.0450159975091606
-2.772119004415407,1.0935168838290399
-2.738032766420809,1.5342516437546416
-2.7172090546705894,1.840404032634921
-2.7109605974633233,1.8914591700784034
-2.6996003849667467,2.0214407944604966
-2.6960820247521164,2.0647459160420665
-2.683985256583658,2.234843605595901
-2.6776295952374802,2.2921788248490964
-2.675540143046539,2.3106118987738173
-2.6711557770549454,2.3728868231261337
-2.659612251063212,2.4866998256826993
-2.6560839442905086,2.5309232315648247
-2.646247213576782,2.6136611217237244
-2.6314952755743,2.7430112579262613
-2.630984911734502,2.7420873875691862
-2.6296010005132953,2.7414977972434804
-2.6228849333564868,2.817671623724361
