n_harmonics,base_freq,magnitudes,instruments
10,3.811223759693453,"[ 0.24781703  0.87707922 -0.79017197  0.94141883 -1.43868946  1.7120078
 -1.53150955 -0.69767902  1.35102776 -0.55321102]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.996127815980886,-2.583645193162814
-2.9882086663623517,-2.3156981581938916
-2.9846849406932323,-2.149227141329034
-2.983417421152729,-2.137460705183451
-2.9832146077331734,-2.1285015416973057
-2.976294689296787,-1.8324828779478082
-2.9750197202379685,-1.7488650729953197
-2.971687547962527,-1.6398119792512622
-2.965856385861226,-1.4087303526880721
-2.9583918394947792,-1.150259554595568
-2.9508184130183386,-0.9525766050385749
-2.9499277412060154,-0.884547176364055
-2.948577958123555,-0.8705028796991273
-2.9370501387620154,-0.6984371669237919
-2.9357865657705053,-0.6775730762732014
-2.934863952261719,-0.6768110353477579
-2.933376676852326,-0.6360333800604846
-2.9190539208109265,-0.6592061200656962
-2.9085179043611817,-0.8223469586468624
-2.8954849436736225,-1.0471881954237097
-2.8799444761550888,-1.3415851924516038
-2.8796314547659394,-1.4042710460335355
-2.8788170107850033,-1.388218020024518
-2.874395150528953,-1.4829418628775037
-2.8686771115028966,-1.5649453322434292
-2.8611062922728254,-1.6259267397742752
-2.85952516554366,-1.652564584225205
-2.8582811364629164,-1.6644914129333508
-2.8540749008883193,-1.6866998762339862
-2.853204687134407,-1.667594093937604
-2.844852942368976,-1.6691986995568378
-2.8407097575267515,-1.675431308021594
-2.8384574883914784,-1.6160470523176311
-2.82610478391516,-1.5307776874942185
-2.820902783965421,-1.4483925570308593
-2.8186968510256913,-1.3877173742713163
-2.8004915566609885,-1.1107407025843725
-2.799914356058722,-1.1123863965335554
-2.7974816144829484,-1.0113794013560622
-2.7891261761997477,-0.9396320287867775
-2.787224841543276,-0.9239061276406294
-2.7827082272968098,-0.827190174606365
-2.777155297407523,-0.7384404821292856
-2.7758061404483962,-0.7374552450917026
-2.7666688364222383,-0.6436539591679288
-2.7635974718843803,-0.5999130701067729
-2.747453364528069,-0.4731395124384595
-2.744945526695579,-0.422057598889699
-2.74173197855589,-0.39782935784658685
-2.7386142657142134,-0.36810760907501977
-2.732003954373158,-0.2962200293799614
-2.7201076250986462,-0.16044825364099097
-2.710043490055673,-0.051327714034140715
-2.7028874367347244,0.029127888672531056
-2.6949717078910287,0.17793605168514615
-2.6891843122614096,0.32248436781503764
-2.678730021776169,0.5136191439408949
-2.670551915563986,0.6703715002753156
-2.66674738055044,0.7476723698022124
-2.665156493825516,0.70845760173357
-2.661324319700155,0.8194820341514121
-2.65841481392203,0.8492429854001101
-2.657933437366988,0.8564488644872659
-2.649265360524129,1.0148734860004482
-2.6485208723431564,1.0124132050401733
-2.619484276173522,1.2781047328999127
-2.6186732908445087,1.331790589100992
-2.6155135829815928,1.3010475222679416
-2.6154793994382084,1.3457547362519895
-2.614764256482033,1.3466651602509239
-2.61368260385368,1.3472414847719028
-2.6076690272046594,1.4242282238378974
-2.6065453121363067,1.4267559212196812
-2.603449912887723,1.4691204942170522
-2.601384490162423,1.4209482255487245
-2.5893523599895074,1.548359241451991
-2.573452286255471,1.721016070690429
-2.57258228653973,1.7432453189082695
-2.569611626540695,1.8132258313969218
-2.566039993980113,1.8392691517889046
-2.5650508934312573,1.8600333033084753
-2.559118130682197,1.894878710743412
-2.55730747644233,1.9358476024391416
-2.5547359489653476,1.9639307847166059
-2.544675952087123,1.982036996233099
-2.5429267769701895,1.9978427162199912
-2.542124072263471,2.0023982204765
-2.5415329635201855,2.0187239403535604
-2.4782351645492393,-0.607949577576623
-2.4758840891210836,-0.8200411080593468
-2.4624072303339917,-1.9044339790460885
-2.458934463990274,-2.239394878395629
-2.457082700882485,-2.3360995225274537
-2.4492782073352006,-2.9378728732638857
-2.4488718891281964,-2.966361650483719
-2.4440252265963514,-3.310373699809644
-2.4406675587233684,-3.49624745797932
-2.4308641453046524,-3.945222385105722
-2.4263318205422655,-4.130847225589386
-2.4240656028980694,-4.1664770686854204
-2.4236293025977655,-4.1736627450388815
-2.4195941112108277,-4.199221236729336
-2.400056173085376,-3.883590969262793
-2.3940989644528523,-3.570453619972793
-2.3935342203074645,-3.493887255979245
-2.384417914379206,-2.8738226039415724
-2.37145504252611,-1.752639369280689
-2.3698880017733,-1.6110554845869338
-2.36908111886528,-1.5414208153161935
-2.357452116430035,-0.5067094818259827
-2.3571210803963423,-0.4800087986001395
-2.3562751645209903,-0.4113783114947011
-2.351466810243789,-0.010321057980451747
-2.3464244613024334,0.34448173109926744
-2.3442469990971198,0.5104134218138606
-2.3425617333815687,0.624081168481514
-2.3276656765073267,1.2944280683705802
-2.325371076130215,1.3702418536807899
-2.3130235165483226,1.3656115149859958
-2.291476249204627,0.453303415390907
-2.2833669806208166,-0.10259382494590816
-2.272839359160619,-0.8204634870428361
-2.270831254644458,-0.9600983397625102
-2.2695346609424574,-1.0731967145144055
-2.2694735327587305,-1.0601496729307176
-2.268983240960952,-1.1042932599001034
-2.2668526562494296,-1.2314514487645436
-2.253723515092002,-1.994337267913901
-2.22852737130998,-2.170379525433964
-2.2236225612513536,-1.978965110276927
-2.223021366894462,-1.9998595346386152
-2.22283722766163,-1.9446971064513452
