n_harmonics,base_freq,magnitudes,instruments
7,1.9035182521353105,"[-0.91384518 -2.30767243 -0.09155452  0.13206442 -0.71616575 -0.87755485
  0.72035111]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.998686414233697,-2.402483200759679
-2.995942667361483,-2.472114729457426
-2.9910934150662594,-2.509522300447334
-2.9824284998816566,-2.5607875399705864
-2.9745613353754927,-2.608441923631927
-2.967462410760236,-2.550436582321355
-2.9661718135599284,-2.669578033282285
-2.960360639748168,-2.663025086883775
-2.9531683008812557,-2.6304108349470257
-2.9527722590742433,-2.618369603867988
-2.937258015832076,-2.6016634339594624
-2.9074290970529892,-2.2157154109124777
-2.899330831121541,-2.0264803544763375
-2.8978577315250784,-2.0341405135592434
-2.8941541221479796,-1.968358400136652
-2.8914231086627473,-1.9307244019864775
-2.887727025044633,-1.9185240698151003
-2.8869831301564393,-1.8609639812145695
-2.880147787153705,-1.6431187000181722
-2.8749783989750846,-1.6753723568603316
-2.8746052443733223,-1.5445129659618362
-2.869024975049987,-1.4626040478532987
-2.867745927664532,-1.4098276217880041
-2.8666192527823613,-1.3897842882583131
-2.8639131933920687,-1.267174207117699
-2.8568436733386537,-1.1606898012611069
-2.8496027980238106,-0.9241593213606369
-2.847290029086512,-0.8578632970454667
-2.8386788880395772,-0.6513998777351849
-2.8381265758743286,-0.6104948024397527
-2.832943699774817,-0.48007517978088043
-2.826610570451898,-0.29595854509526504
-2.8209989263476922,-0.1046172246557057
-2.8209803502947755,-0.16255709929916684
-2.8132331477026273,0.16705157400964646
-2.8114134788104295,0.18685247643171776
-2.808983983942266,0.24386429518619293
-2.805803444821023,0.3318081333133952
-2.790088546071249,0.7953524175362657
-2.7768941384954635,1.1934835510009791
-2.766805363853946,1.4446353237988752
-2.766474388234891,1.4470441392301383
-2.7611958750025987,1.5676116398375817
-2.7494627368891553,1.8191562324365058
-2.727413930849308,2.3840640455314746
