n_harmonics,base_freq,magnitudes,instruments
7,2.2856089273760496,"[-1.20549375 -1.17242441  1.23575969 -1.2995124   0.22126349 -0.84608417
 -1.57165266]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9829866671173804,-2.370153491801822
-2.960799576068164,-2.3027320033475385
-2.9590607616382054,-2.323001960225745
-2.9531287669939417,-2.3416259271476876
-2.9506025852207562,-2.3591702821502873
-2.9472725275396954,-2.345291740001298
-2.937388170663729,-2.3211628654375946
-2.933236361637028,-2.3389711581374737
-2.93245327145405,-2.3331320525107637
-2.9321827485922065,-2.346732158630038
-2.9283150827486013,-2.3221715491548474
-2.9266431514055045,-2.372479701619268
-2.9149061128377274,-2.3578990081455276
-2.9098990343413167,-2.3843976443245065
-2.9042713923679697,-2.44593449431772
-2.894175300698028,-2.440497321772613
-2.888952901809237,-2.425601510679999
-2.8863717788164345,-2.4811512531138455
-2.885239737087419,-2.4853411857406895
-2.8843987631989263,-2.4661789296106624
-2.88070890747672,-2.4258852125336476
-2.8792927629724545,-2.485352922350069
-2.8778950019153893,-2.4910978813621956
-2.874606060853364,-2.5564818553425948
-2.872057458626856,-2.546236332111053
-2.8687459328530203,-2.5871024527308184
-2.8661024000776045,-2.5568503907565967
-2.860555775644987,-2.635102811548078
-2.860053485418276,-2.617031983972783
-2.852440979651045,-2.61575169008347
-2.8423879848222273,-2.759146296674119
-2.8410488668728577,-2.7417180539581003
-2.8285342381642367,-2.8424211176489034
-2.822428320033471,-2.895343623335477
-2.8160278695454206,-2.9832941695628694
-2.807649467971912,-3.0121564012481445
-2.8057704655936,-3.017278380262525
-2.8030317962766973,-3.0165914050903484
-2.801294175192393,-3.109810691223906
-2.799971093943829,-3.0099954137202696
-2.7992560530703567,-3.0615511625668628
-2.7979542315544883,-3.088302603075015
-2.7860305545914086,-3.147539843354022
-2.7770028485505103,-3.143433843193529
-2.7744706703118993,-3.1540869267658183
-2.757244822996661,-3.191301452794512
-2.7517573965586446,-3.151676074136566
-2.746005534215411,-3.187032288157652
-2.7375125961817273,-3.0980307912800717
-2.734822696185992,-3.0604363430964545
-2.7241292219315456,-2.9938468226557697
-2.716385887210767,-2.883940805797546
-2.711060220174746,-2.856572728531907
-2.7088693938528974,-2.8213220980277547
-2.7077113782744817,-2.7249058171448284
-2.7045357877376768,-2.711818634472918
-2.697744917639053,-2.611659793053613
-2.697570637163186,-2.6721379098998717
-2.6885162577396757,-2.47796220427803
-2.687044876015562,-2.40641262792352
-2.6869708616835464,-2.4167301520981788
-2.6709613813647106,-1.9605134540027025
-2.666658069958079,-1.8320086305275642
-2.6513863725382496,-1.4261458075909026
-2.6510164046927387,-1.379173406581736
-2.647580555783855,-1.2606960621130754
-2.6446042901714573,-1.2206354604397822
-2.6424906506874795,-1.0921076953947617
-2.6058358154779286,0.18813779984177398
-2.6016131553872297,0.3141466876746772
-2.6015617186409745,0.36864626563625397
-2.598091876212492,0.4766684980810744
-2.5812479728518243,1.1087310725791921
-2.5804303333255127,1.1674586121641366
-2.5792309088866046,1.184148087243428
-2.5762346727601946,1.331800054070556
-2.575291241824645,1.2730632010238596
-2.567273336142918,1.582282811835205
-2.566662679152529,1.605598557382445
-2.560991783081101,1.775376457049719
-2.5577824056163605,1.9166394093288626
-2.5560071590383906,1.935028033183866
-2.5558450844672596,1.9722734389151975
-2.5498139306315273,2.177057226900481
-2.5422812662755305,2.358926710639083
-2.5377299921470318,2.4886545490541114
-2.5358975211364587,2.471566884470329
-2.53200937743409,2.667550951651865
-2.530166708585003,2.6808001822676673
-2.5128788331267087,2.9437715076508386
-2.5124091215575683,3.0059703181780026
-2.5092490230577247,3.0559992106346456
-2.5079320728804864,3.027254694861903
-2.5066249323888,3.0642143255044316
-2.494216570393659,3.184414570086358
-2.48641860510084,3.2773924964534555
-2.4858036649648385,3.2751793250276124
-2.485575690964052,3.3098708540042083
-2.4834838873772402,3.3234921663469787
-2.477916869864562,3.2952633233355475
-2.476888504054844,3.3108747667954788
-2.4405043353151306,2.917274030022996
-2.4354804322383266,2.873847348147714
-2.4242482196740025,2.597209671360745
-2.4235720205756426,2.598199022625861
-2.422382183176632,2.585855437699776
-2.4118846962859264,2.305814835016366
-2.4109055777002686,2.269447742199521
-2.397305702797742,1.9270797057972724
-2.3850511920432957,1.635600597011399
-2.3789544343731555,1.349104542264064
-2.3785174221614795,1.3424429956403383
-2.375657689990887,1.2510944979700485
-2.3683454090102067,0.9996532528736992
-2.3681112416077204,1.0316854526048065
-2.367711391548582,0.9589585073584085
-2.3626519765807847,0.7993634057830934
-2.3472917337431944,0.3729406352601019
-2.345327932250478,0.2828353664713375
-2.3428257991151176,0.21670730521221074
-2.3233296597479693,-0.31685978007704874
-2.316447184287394,-0.5314033230168136
-2.313469636257175,-0.5821261922572989
-2.3105701685613154,-0.6159517203052595
-2.2970479794145753,-0.996087586686204
-2.2909786845090556,-1.0175680469423531
-2.289907899167535,-1.077553220458103
-2.2725179684634966,-1.2876954515487928
-2.2621801134942103,-1.318884176526049
-2.260943148108135,-1.3612542216414307
-2.2560407759493195,-1.4005086576791252
-2.2550246281385653,-1.351205203010163
-2.252217841200682,-1.3963362917084876
-2.244961408600058,-1.447989872938299
-2.242812980355019,-1.4393859984450499
-2.239667619513378,-1.3753133527284962
-2.2214471085088414,-1.3163153615288374
-2.2171006623317053,-1.2777741336020727
-2.216897107207139,-1.2916889314533817
-2.20965390626037,-1.2021076242589555
-2.1988269037563644,-1.1250327115323233
-2.19814847130385,-1.0669908448414538
-2.1959427252029795,-0.9949643865062241
-2.1920073343962687,-0.9481142869747519
-2.1880765315412516,-0.9727294699539862
-2.18667770097462,-0.9333445917951496
-2.180506702261667,-0.8245814161652857
-2.174238317410339,-0.7374087241295787
-2.1714193955126904,-0.6282002788349872
-2.167911025439351,-0.6533771725073143
-2.147506276511587,-0.24307393126330484
-2.138977704912804,-0.03749077858986907
-2.138118490143693,-0.08876079568547253
-2.125295248095413,0.20038450109139555
-2.1212151869299696,0.28037873055033424
-2.1193071604724794,0.3280988885284901
-2.1099921360065697,0.41207382105157075
-2.108499274196407,0.4086588339371381
-2.1010404827274454,0.5534687167701842
-2.0998818115348934,0.6094239443183636
-2.097550883852924,0.5847790404161406
-2.092140856014007,0.6204976900113686
-2.091007753311299,0.6832375561579733
-2.0884107387046766,0.7007850253277228
-2.0832919512551005,0.6468119023560746
-2.0802544121772732,0.7073007722675477
-2.0754895486380094,0.8817093837191683
-2.075075097226083,0.7815333035878725
-2.0720587212309916,0.8541277151392667
-2.069622541761273,0.835318610356759
-2.0569573579197034,0.8669648498426016
-2.0558138802746333,0.8852953543560645
-2.0457127932564427,0.8784959194052646
-2.03614367519768,0.9357905383501086
-2.029904338622825,0.9078612274162489
-2.028986099717536,0.9616124073484361
-2.0178773541122723,0.8888902928022802
-2.01753295157702,0.9031593535670378
-2.017080548179611,0.857283422480132
-2.012040994871712,0.8399466341298699
-1.996730856479991,0.7766169923904985
-1.9929906944642124,0.7886650064820537
-1.9917720773179899,0.7312911581873134
-1.9834168104134113,0.6435423817363155
-1.9824245705596544,0.6118266777654776
-1.9800365656515744,0.6628087707758133
-1.9798476501459248,0.6503724025028658
-1.9719636602018846,0.5790256564956868
-1.9587147180646605,0.5217290711056287
-1.9513821618763407,0.5142256063440169
