n_harmonics,base_freq,magnitudes,instruments
8,1.4107153234190282,"[-0.03220926 -0.5451446   0.82199572  0.60754608  0.25151405  0.84283435
 -1.02124416 -0.28549434]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.997652028875347,-1.061492077214307
-2.9956561865073636,-1.0392601299442572
-2.982737417153662,-1.087148409611746
-2.982438970988512,-1.0328392227524026
-2.9737758626710846,-1.094994649298432
-2.97181984904592,-1.1113553596526042
-2.9631215843265233,-1.0820208179509685
-2.9630298530423973,-1.0797451720007525
-2.9605812572844137,-1.1140469600676932
-2.9497653176025738,-1.0832766279711823
-2.9481894868287863,-1.1483298276344904
-2.9468807148479303,-1.093292004530058
-2.942541547326421,-1.1540010509999528
-2.94196966640928,-1.1349824704792264
-2.9407924668912315,-1.1289767132406192
-2.9405482340823745,-1.0812499978320973
-2.925295647719409,-1.0611530712914437
-2.9232112920117714,-1.0473204019291122
-2.9231950050737447,-1.0928123863869255
-2.909564783213972,-1.0159051301417665
-2.907606770839287,-1.0185274285494441
-2.9066006038355385,-1.0332419870088123
-2.8902050632965626,-0.9484128445324815
-2.88750252873763,-0.9322447372098085
-2.8814535088896696,-0.9330105993167426
-2.8564148133001774,-0.6622788504433563
-2.853841366186585,-0.685254473060225
-2.8480343497883798,-0.6929599803831882
-2.8451630421612344,-0.6099105286035936
-2.8406526303960327,-0.577325642081516
-2.8352822990406636,-0.5031614773908583
-2.835272871646958,-0.5323126492246812
-2.8251972724177676,-0.410178188223825
-2.8151542930676694,-0.2747806498815174
-2.8007902432769898,-0.1949978788388207
-2.8007726571510387,-0.14431540271657217
-2.800559006461347,-0.16313387030758883
-2.8002978224700543,-0.14984272830370002
-2.7991425435189092,-0.17241254324277092
-2.77560490182988,0.056195337228850964
-2.7706043726603538,0.11487538924268552
-2.7695370634834844,0.1646125962003585
-2.7620220465652743,0.22504774649514983
-2.760329235258761,0.20871675983010596
-2.757391458699834,0.2574680736584621
-2.7435675253883964,0.3847889223951971
-2.738708333202485,0.39710301386433
-2.7270071379241783,0.5139269811265542
-2.707123285770787,0.5500385881457128
-2.703579527470144,0.5456158609030033
-2.701966932035134,0.5657009032056871
-2.6893285461313217,0.609526518276555
-2.688132072241589,0.5732147672698213
-2.685232170028504,0.5397411067641489
-2.6843900113946493,0.5469458203733797
-2.6677518826167086,0.5259519640769474
-2.649975146897613,0.3759526436091364
-2.6428681731740618,0.30991003726394634
-2.633699300627325,0.18443754779133495
-2.631721399448079,0.18590240750439857
-2.6109789557766234,-0.14553966287836298
-2.585182214213521,-0.6213731353140529
-2.5822897528453863,-0.7636800499122844
-2.575542051302129,-0.8758165154640936
-2.5722302650020428,-0.945377459289258
-2.5664489866781732,-1.0807888385371751
