n_harmonics,base_freq,magnitudes,instruments
10,4.101195625314156,"[-0.15630284  0.61233754  1.1839843   2.01715062 -0.78876485 -0.34502926
  1.12583304 -2.20212885  0.65597078  0.2736996 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9974748386525847,1.0343659325002696
-2.9926056878275604,0.8941950769183231
-2.9851819999554676,0.6315744459728878
-2.9834014520756487,0.5612019626941995
-2.9670587220266103,-0.1480525523642299
-2.952382692383411,-0.772733638241862
-2.949937705697605,-0.873529693285834
-2.949615391841851,-0.8770588678196811
-2.949499239607931,-0.8946029593374649
-2.9454491089622534,-1.0316827098989325
-2.94450201053322,-1.0661822642514363
-2.9420959430438693,-1.142834150424787
-2.9362524905484566,-1.3140029895436633
-2.9252581178066945,-1.5752005425868323
-2.911380574097353,-1.8003323905868125
-2.9061936916571485,-1.8658305929410073
-2.8987439269206834,-1.9598110385321277
-2.896259241626635,-1.9969767197580246
-2.892097218346256,-2.0543374567630734
-2.8878673291299393,-2.120452364274712
-2.88199184328108,-2.2318233440942907
-2.8798935450023446,-2.2627006127728184
-2.874303042045342,-2.3837479532964703
-2.874070684255155,-2.3821631381206303
-2.8655708381357408,-2.597081574421781
-2.8629436677170625,-2.6727748421338857
-2.8573775191872284,-2.8288827731155384
-2.8562848188592778,-2.867004638764455
-2.8562542823311183,-2.870369606243822
-2.8557996984526604,-2.8762433807589556
-2.8499504632455652,-3.0557326372995766
-2.8493002474090066,-3.0793174764618296
-2.841872516694359,-3.2983484265332
-2.8411273028923425,-3.318685894040432
-2.83092065569494,-3.5802095567920067
-2.8174367284540023,-3.805971378216372
-2.815410404169925,-3.8164185002170954
-2.812965271420265,-3.830670315076375
-2.810754347683034,-3.8338964616545566
-2.7909709962723115,-3.6010091774214934
-2.7823950077287756,-3.3655656821967854
-2.7766152585507253,-3.1729611411564043
-2.77241156752367,-3.0198533272236614
-2.771251622366672,-2.980421015556058
-2.7592668165565106,-2.5418708263249608
-2.7579158358123372,-2.496192517767738
-2.7546753196090323,-2.3872821945540426
-2.7530472625884355,-2.332783726518406
-2.745665956624417,-2.1144083530159956
-2.743981501504587,-2.072764400048349
-2.74207858572432,-2.0269361474470067
-2.74139798416283,-2.0144579242622767
-2.7409743492241705,-2.0088930028355017
-2.7380046270053535,-1.9508879060976565
-2.7343681350181424,-1.8927342242452943
-2.7281633422642897,-1.831556240922063
-2.7232829179998337,-1.8146154337075853
-2.7119045661945615,-1.8546635014887223
-2.7027661935255844,-1.9365686044066925
-2.696451575125039,-1.9966412349320724
-2.6876978836162184,-2.0429143009198465
-2.681998044250806,-2.027450777417342
-2.6664950554298397,-1.714635166603812
-2.6589918308574045,-1.3694942249434412
-2.6583415101417014,-1.3346801799740344
-2.6554096518852317,-1.1626503798772678
-2.6511903363290976,-0.8795838272748495
-2.6499323828502472,-0.7815203054916929
-2.6472048604841967,-0.5662288147427015
-2.6373019633242705,0.3366313336463051
-2.6335373107864273,0.7259720910321571
-2.624180473317919,1.735831400310352
-2.6218127927889032,2.003196393138233
-2.6186691635119272,2.3480990915201274
-2.6116763945987334,3.1120567462180193
-2.6077511740815167,3.5107608124682814
-2.6064631417157873,3.632383979032186
-2.6020313037407394,4.03892092056859
-2.599696618336516,4.2343453074370725
-2.589830189731584,4.884847770444128
-2.5755252869479968,5.192208778092748
-2.569186201979244,5.057979396077926
-2.561944901134341,4.709107209086011
-2.5516847061776775,3.8834098221481956
-2.548394538697542,3.5444193155611794
-2.543892904364681,3.0472277598905286
-2.5337067800899185,1.7832559778476882
-2.5292514531281354,1.2134457545939226
-2.524866230904788,0.6598691215932811
-2.5185622049716474,-0.1036469606083496
-2.5161529788013874,-0.37218109769977564
-2.5149704798258927,-0.5057234180228615
-2.513058697688952,-0.7053893081052122
-2.51247384372801,-0.7701871576266065
-2.507993212686494,-1.1902964424819282
-2.5014813335457506,-1.694554190023004
-2.478806471299838,-2.094852372359024
-2.4757543922043097,-1.9845768739541192
-2.4706963729188427,-1.7235804754285082
-2.465524258100488,-1.3650610351856731
-2.4497811447958413,0.09641800350359428
-2.4492748043787795,0.1520258182249732
-2.4479057814208036,0.29623812392737586
-2.4475134630037347,0.331073586243583
-2.4464819766181964,0.4403233448216212
-2.442626776016504,0.8333813749559524
-2.4383451623916863,1.2586697047042905
-2.4369930230566403,1.3895824044952791
-2.435313930551744,1.5505769288345685
-2.425643405704285,2.3311644494601773
-2.417909995648042,2.7553392059402624
-2.393389561456389,2.464725610181219
-2.390500588917827,2.264490346343766
-2.385870834765636,1.8780238071780304
-2.3838532469243643,1.6890979899586234
-2.3737827605119017,0.5742388435476726
-2.3675255312200267,-0.20628430278236515
-2.3575026826466496,-1.492132482934123
-2.3458596306797093,-2.8353821837563977
-2.335501186829715,-3.702259697966588
-2.3329223408913453,-3.8598344416305017
-2.3226772709796393,-4.176184950017667
-2.317588194565276,-4.157339920205217
-2.31702809533038,-4.145450705306849
-2.3168774190172527,-4.14054970395054
-2.3156815625370037,-4.115791472806017
-2.310667531788467,-3.9274968575064877
-2.3059203856912176,-3.650234517718683
-2.3037614643337454,-3.486977473182517
-2.291120347121096,-2.224539357851671
-2.280710708882107,-0.8948437113092301
-2.2741693970931705,-0.0004656936791296476
-2.2724198403532396,0.2340757303541376
-2.2668234141640573,0.9847118926465641
-2.266723989668797,1.0004386451055156
-2.2657938835401685,1.1235418166036952
-2.2548512442245947,2.4148939993702974
-2.253454835686018,2.5622093948280105
-2.2530190584346483,2.604647440937678
