n_harmonics,base_freq,magnitudes,instruments
10,2.518809611096771,"[ 0.32759939 -0.80096931  0.96835645  0.55038535  0.32692805  0.89971604
 -0.73006817  2.24942256  0.669763    0.63271633]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9975938769334025,-2.542704639196454
-2.9941676973350444,-2.5407965596554343
-2.989294762517571,-2.56432152181134
-2.985522978740735,-2.5635703995486736
-2.971866845861806,-2.5008183730163496
-2.9706045049315666,-2.492456356044453
-2.966697336212286,-2.4623626492645436
-2.9614920719850777,-2.396698098228975
-2.9548415058958506,-2.328377797899387
-2.9530870166541856,-2.3188572862079133
-2.9500226761616988,-2.2804512844081755
-2.946922558959993,-2.219409418604298
-2.945813679141235,-2.207783981891831
-2.941424080925551,-2.145092335085458
-2.939978148418336,-2.1134269960965266
-2.939485823949763,-2.1186855458952176
-2.93767222963558,-2.0754773122866457
-2.9226117960839875,-1.8225671428119965
-2.9126886566298973,-1.65083328548792
-2.9087546297008005,-1.5817268722115512
-2.9023104210288007,-1.4604475345491086
-2.902185069976934,-1.4500235788053886
-2.9005897798338713,-1.4183374725942315
-2.898751400921022,-1.399246616109211
-2.8941936028519155,-1.2955922085877818
-2.8932819388398627,-1.2916674620596547
-2.8920202343797694,-1.2694395045480278
-2.89068595866632,-1.2606069256026773
-2.866153098135953,-0.7791660606018831
-2.8605637611031414,-0.6838171385617652
-2.8583866645100273,-0.6384570302594716
-2.84379165949814,-0.31827174729556557
-2.841525341188545,-0.27119410698560475
-2.8408364585377317,-0.2547642541746237
-2.830375982550147,-0.007174837210658026
-2.8292826751456612,0.0385032595468561
-2.8263574748553024,0.10904500544751981
-2.8190931616880586,0.31025532069361267
-2.8114203784627607,0.5396186860342155
-2.8082566113208562,0.635168368818748
-2.8073340777155265,0.6528088751561753
-2.806585108077489,0.6825365572627292
-2.8019615576514214,0.8339311513710088
-2.798063132243211,0.9666256618581781
-2.797175969744093,1.0090490778929564
-2.7855919739969845,1.4053408070508435
-2.7854298844435434,1.427682988780651
-2.767538744401185,2.0942104203082748
-2.7664528803470088,2.141340198750189
-2.7655180525053096,2.181779435755335
-2.7650413873646285,2.1949327387783275
-2.7477358497980933,2.8405328109599326
-2.7448574961294376,2.9446314545935612
-2.7429757489402027,3.0039720672701007
-2.7393272075260287,3.1432691991342097
-2.6974387503705657,4.059962437398644
-2.6811826600270994,4.031528819002497
-2.6784470271269027,4.013174666506845
-2.6712069640237024,3.904918794584684
-2.6696001178429336,3.876419096278503
-2.6647301544034727,3.7623976925416756
-2.6621466218134247,3.713640491905689
-2.6588183050121637,3.6220543359811646
-2.6561390846362265,3.5338717081182676
-2.6549561999465805,3.491572975591222
-2.642347142904084,3.042870044172697
-2.638764045038365,2.8742453582586047
-2.638432407368793,2.874159449585444
-2.6294664911696515,2.4461490878698915
-2.6152364741627965,1.7209913708499276
-2.6114896841561546,1.5093533539024035
-2.6112593513197053,1.5105820189677703
-2.610036834424696,1.4352234470875804
-2.5974140116741293,0.7631789563870185
-2.5960477675454836,0.698624152620952
-2.5953899524757302,0.674090878124903
-2.591169976025144,0.4256946620009107
-2.573657648467328,-0.3960699388522024
-2.5688714867573266,-0.5865746512960753
-2.565685075146833,-0.7173835698709313
-2.563514045446709,-0.8003185671937285
-2.5629590749092364,-0.7830171487149824
-2.5568020495676613,-0.9896372253794168
-2.5561561650113807,-1.0122181135740203
-2.5512947356300657,-1.129882637062378
-2.5406731469413195,-1.329345561369826
-2.5357533822050335,-1.380095223532512
-2.5233094908389093,-1.39548718263633
-2.5086217043610546,-1.2181280846032643
-2.5042834734629933,-1.127008547259843
-2.497958204076374,-0.9754864145819941
-2.496834186935378,-0.9299710538975441
-2.495115744017386,-0.9000211730998147
-2.4942127197696493,-0.8518534927545653
-2.4892398720808835,-0.7010606494024979
-2.484433033318874,-0.5188611083623158
-2.476574730995076,-0.23803876910201785
-2.4749736138189857,-0.18401666315209972
-2.474011079087741,-0.12755054802114044
-2.4697075610585304,0.03550874217979362
-2.469113212423397,0.05819461945184723
-2.462625347779169,0.3256863963420559
-2.451287151564054,0.7907093476949548
-2.447557120004549,0.9431248893203853
-2.444926509918038,1.0612936921503962
-2.4416508359517883,1.190576336911234
-2.4347017039471877,1.4639546609988994
-2.433628071657698,1.479990066428211
-2.432558854520945,1.519350927275028
-2.42612342613911,1.7279849844261668
-2.426111918917633,1.7408759554404059
-2.4225837321430435,1.8653895376306202
-2.42117956260564,1.9018097995621004
-2.4114051677358166,2.127197767690567
-2.411055263291634,2.1649517977480848
-2.4049423759481208,2.274200460895263
-2.4008496538613353,2.3597550039895885
-2.4002496964102544,2.364217126185985
-2.3946693002354857,2.4246382700907994
-2.387783590277343,2.491729771197398
-2.3873431660420126,2.480235691294838
-2.386175284402479,2.5051872893752143
-2.3816321128480027,2.5045923543817326
-2.380475140343293,2.511281870470898
-2.3747271176888627,2.528619795151623
-2.3680711584161243,2.487910025511663
-2.3634396893301135,2.4525930915762184
-2.3462160957304405,2.247964282738501
