n_harmonics,base_freq,magnitudes,instruments
10,1.3165434739648738,"[-0.19378562 -0.42471993 -0.50842303  0.52927553  0.09601184 -0.18193742
  0.10270505 -0.6738143  -1.63693677  0.43615879]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.995607483820769,0.713164487000495
-2.9945290153012163,0.6995458038898346
-2.990632136530576,0.6351469985648901
-2.987599313417164,0.5737655158017666
-2.9859259624890395,0.5437443558102989
-2.983183246997242,0.5107394855785642
-2.972874076831201,0.3158632843342644
-2.9648884778142115,0.17571173254735256
-2.957223906170788,0.03949638883368573
-2.956249041160953,0.020231704870615794
-2.953273596755635,-0.02281877991727803
-2.9528791795843015,-0.028714298380891144
-2.9505686189083287,-0.06583412544371599
-2.9353937482030767,-0.3248201201003194
-2.934864722859319,-0.32988841105849637
-2.9274672542886906,-0.43421556245700854
-2.926186068818656,-0.45312571500310844
-2.9035057380009124,-0.7656087471398952
-2.9006770855328625,-0.8002072134117857
-2.8963309827857415,-0.8472404097305494
-2.8854090029208503,-0.9519615435517941
-2.8807728160384105,-0.9786650918669684
-2.8792232734889773,-0.9816757287900596
-2.875962313483084,-1.014608183802069
-2.86511409514352,-1.0529266287469723
-2.8569391595362204,-1.0889533895729178
-2.8528045287216104,-1.0878453665138268
-2.840474524569889,-1.0767094513148001
-2.833300408127549,-1.0506823163398316
-2.827546892971792,-1.023343931389377
-2.817083204155341,-0.9556597885240071
-2.81654380614973,-0.957760532944211
-2.8108296130983232,-0.9090365118626607
-2.8100585744648425,-0.9013574223790154
-2.8089589686568814,-0.8868828453059572
-2.7944657803013175,-0.7122874605126109
-2.790153253337748,-0.6341892495343153
-2.78453640480886,-0.5541338323025917
-2.7691444722412273,-0.273469823717985
-2.751502474169623,0.0909671142175359
-2.7481766725391026,0.1640441162084173
-2.723973971134233,0.7694509998843293
-2.717424489018162,0.9417617701177566
-2.7153501978431347,1.0012271145831553
-2.714557007220716,1.007660914259018
-2.712913083638982,1.0604770054274273
-2.6999847354323787,1.3997660524274103
-2.6993232065557153,1.4252669900693384
-2.6859947169520275,1.7843224771881723
-2.6800677083990845,1.94519101173607
-2.6800560136474205,1.9543719950455565
-2.6756834602708928,2.055000674215382
-2.6629176364031517,2.376574316852863
-2.654430647273892,2.5808878621111053
-2.65069201339106,2.674589446250891
-2.631214259625895,3.0775534698612295
-2.626862959068349,3.1656317143971973
-2.626660891477612,3.164000370583319
-2.622039193384946,3.2482687227204643
-2.620583877909783,3.273281790426987
-2.604543825900072,3.5041325302238886
-2.591942221180733,3.658208511523735
-2.5865866585618935,3.691274941899102
-2.580682879878758,3.7299587573982307
-2.57849445884028,3.7424370744463817
-2.5742014286175112,3.7626565914032764
-2.5740541285099865,3.757631996725158
-2.573338152117536,3.760828590405259
-2.5676664247330887,3.7898823248151974
-2.5674770633925403,3.7864145578380772
-2.565516893317583,3.773293745978307
-2.5610622877307203,3.774288671424875
-2.5458867024557716,3.732936078640597
-2.5406706178809753,3.6984515357330365
-2.5327533820251116,3.632866733585242
-2.5236810760293036,3.5324485180879015
-2.496206212713827,3.100635484960346
-2.495574981188783,3.1018281885725405
-2.489095456387264,2.9785022479938
-2.4844210633589245,2.885852461034442
