n_harmonics,base_freq,magnitudes,instruments
7,4.7044502234031205,"[-0.54193941  0.46570604 -0.27302985 -0.7196569  -0.14484646  0.08521703
  0.50922519]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.996566110136441,0.046522407685805345
-2.9842224439329508,0.22221406580071282
-2.9815707200980284,0.3288545022040926
-2.9738963137162027,0.45852110746403346
-2.948726214254015,1.1059423692704702
-2.942642816369781,1.1863806748335353
-2.940259366477959,1.2406859014769729
-2.934279235615749,1.3506477217746227
-2.931315499580583,1.3952806982408243
-2.9306761176153464,1.3291915295713284
-2.9304618809822296,1.4147403442298578
-2.9243750027893256,1.3871618034729996
-2.922658355752452,1.4209385892695774
-2.919245414560413,1.4117957572055315
-2.91049387405847,1.29717179870737
-2.909165920126388,1.2697009948912832
-2.9081599034511605,1.2701324001107197
-2.9041641815380608,1.144224200937055
-2.899463488922752,0.9976184035276315
-2.8990005084741517,1.051244733484771
-2.8947924303098675,0.8487266638422054
-2.8889662326110646,0.6638547104475752
-2.8759706922865034,-0.00583692969223393
-2.8695314843417785,-0.39432462769519866
-2.8651225473708326,-0.6483306123861782
-2.8638704148418306,-0.7394343196758028
-2.8635681564975544,-0.7766682814923856
-2.86090256955105,-0.8799116131061989
-2.855611516262691,-1.2449558764195225
-2.8496183964438906,-1.6629569150488246
-2.84620578054167,-1.8505706300495888
-2.821245841827169,-3.0764887359731032
-2.820981254104913,-3.0751577835076285
-2.8199805863730445,-3.202448434097524
-2.818354151576998,-3.184649557464152
-2.8111628666866526,-3.413255424477213
-2.8093462325756393,-3.3893126528818582
-2.8042238135356663,-3.544124013469374
-2.803542820083674,-3.555350304282871
-2.7920288305296705,-3.5525398199158134
-2.7862602133963623,-3.499668728829375
-2.7796214035436266,-3.319557190466568
-2.7739055463966915,-3.1839548419490717
-2.7637112935722534,-2.8671656197988558
-2.7604033542261224,-2.7142448269824815
-2.7444959348846245,-1.9815432675157993
-2.7422031369017215,-1.8750681900161548
-2.737140698797875,-1.6557364283511413
-2.7318136837322013,-1.3801435013675196
-2.7294098683238333,-1.3058733407741072
-2.7286011657929174,-1.2821153903495839
-2.7136042917041996,-0.6719383302528622
-2.713587332326723,-0.6618150114446943
-2.6911240442122133,-0.16272136410815066
-2.6791965575595773,-0.044268572357440625
