n_harmonics,base_freq,magnitudes,instruments
10,3.5602347996583257,"[ 2.30598444e+00 -4.09789999e-01  2.74281161e-01 -3.10787878e-01
  1.19522417e+00  1.33954200e-04  1.59275325e-02  5.77220353e-03
 -1.42154565e+00  9.13789323e-01]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.999141215453813,-2.1332825257535357
-2.988003797359217,-2.8059397977167317
-2.973703403306404,-3.4875754139811037
-2.9662131928197475,-3.7148348858795517
-2.965875732991828,-3.725364032947525
-2.951648489654551,-3.819388307073466
-2.9481179641279125,-3.767659935035792
-2.9321171317262795,-3.1931233925378097
-2.916805468427756,-2.1593744678320803
-2.9013934106502957,-0.8350889402936688
-2.89976500811892,-0.6901944516195703
-2.891382473440571,0.05077172997965827
-2.888605872132625,0.29282321869785494
-2.8872596188629993,0.4028036551015091
-2.8737825634040437,1.4004269310803148
-2.848022976262067,2.2498134459321633
-2.8392916380770368,2.143795613503142
-2.8366087977232377,2.0804047904775307
-2.835830657007926,2.05199139801264
-2.8261951587742296,1.6418077723911502
-2.8195331146635185,1.2496241302496167
-2.8154162466955164,0.9741116953441338
-2.8134184905748145,0.8348423948924923
-2.813080320306022,0.8163453963020322
-2.806823155882199,0.34758626979723367
-2.8015018234935454,-0.06125260036387874
-2.8006693201444066,-0.13261950258584246
-2.7984498864479272,-0.30390261883295244
-2.7969313093994073,-0.412308250045045
-2.7950093423993847,-0.5633677310793448
-2.7933091401946193,-0.6955008587939465
-2.787386607959715,-1.1143332395017715
-2.787168070623652,-1.1318609974961558
-2.77871458993524,-1.6551470045183936
-2.776066199163912,-1.7909823371473885
-2.774797362784351,-1.8450209615137645
-2.7684654399757638,-2.1000274097371268
-2.746626472948824,-2.1925080427534795
-2.7391764071404068,-1.929245112691106
-2.72976453863075,-1.4266255722035222
-2.725015440121834,-1.1200859287397382
-2.719598358784218,-0.7158411759219983
-2.703579659407016,0.5737581053299441
-2.703575521306816,0.581766459059857
-2.699373119612946,0.9110110864937501
-2.695557489824908,1.1979175010604681
-2.6693763310341585,2.4543056276445685
-2.6603556023534716,2.481386653533321
-2.657747640898639,2.4350354209564915
-2.6567066957204606,2.417545919414115
-2.6542016618586306,2.3532688366942276
-2.649400965718044,2.1781384867929323
-2.6429543091542937,1.8532718049274461
-2.640065704347494,1.6656823584776541
-2.6390390106093267,1.594859157086054
-2.6311055962300354,0.9845114680311965
-2.6243937883886415,0.37887745631691727
-2.617154079351112,-0.32156283484607817
-2.605911019262741,-1.4348482341231612
-2.578288040042668,-3.5260241718459704
-2.5712863408003255,-3.766061602529628
-2.5686850475047103,-3.8147264066570714
-2.5677093764025267,-3.828083856552517
-2.563295729461612,-3.8597427951572043
-2.5590999044527276,-3.830855503624557
-2.5490285737285765,-3.5465464820409482
-2.5398938312543864,-3.0498916398298577
-2.5366523478455374,-2.8310975492923385
-2.5346824785140054,-2.683114133774373
-2.5295698340228494,-2.2778442387827504
-2.527706909401614,-2.125775520407914
-2.527636598694278,-2.1199998154714814
-2.5256896093576433,-1.9530945790011087
-2.523170040607928,-1.737493534184193
-2.5231064204120566,-1.7269106892708717
-2.5049708538026048,-0.11773219178172925
-2.501160410537379,0.19230577386461545
-2.498070580342097,0.43346210562753856
-2.496349394914697,0.5609020332507939
-2.48434818565345,1.2557597320245655
-2.480098360831702,1.421872636193783
-2.4553167326837144,1.3311101078793122
-2.451019007849102,1.1314267051326208
-2.448849901046101,1.024943138877815
-2.4482782292769194,0.9919250420958542
-2.44777392857187,0.9479362110413032
-2.4467578370672705,0.8993054213524226
-2.4466315493843185,0.8901996514295427
-2.444355133864264,0.7436307197394986
-2.4403874850332326,0.4609060510256277
-2.429045093654155,-0.4904811424043453
-2.4210437716073026,-1.2345207923623827
-2.4190349022378705,-1.4283289909138916
-2.4159879494959586,-1.7275172313924454
-2.3978624540197315,-3.3574967799842588
-2.387088784454881,-4.103724024900695
-2.3854142105275233,-4.195032099068665
-2.376168758936833,-4.598487374381699
-2.3698288464249053,-4.744470259619702
-2.3684554735727343,-4.762395585908754
-2.364681731414962,-4.78364479984589
-2.3532746942827423,-4.637593724541176
-2.3517165603180388,-4.594515342062592
-2.3399259834950836,-4.082758935360114
-2.3341628562048338,-3.739663578612868
-2.33355683281468,-3.707502087304895
-2.332151798243514,-3.6165141188698415
-2.330380943047788,-3.4923852422819204
-2.3237897405072125,-3.011204788096375
-2.3218674855768526,-2.8670444393984145
-2.320601833492374,-2.77073222120505
-2.3158006040448917,-2.3864920036014468
-2.306032380302936,-1.5907640168713209
-2.300364730785239,-1.129379691374301
-2.2995538285557853,-1.0696517586054166
-2.287160384396003,-0.12587332935434709
-2.2870640929040866,-0.12765531599331323
-2.2805321528620515,0.32484507662290046
-2.280016461809552,0.3618963173394444
-2.2784781347815155,0.4592418242035195
-2.2781179831661844,0.48625447057792903
-2.277736721856744,0.5077062495145379
-2.2759285787552086,0.6195097489335197
-2.2644037036606237,1.263558907669543
-2.2461124943883424,2.0428343863706226
-2.2426391832033783,2.166978917877512
-2.231672250011771,2.512044754088752
-2.2193311455028484,2.8708662161567364
-2.218025362226311,2.9106662290423237
-2.214425429132935,3.006086212093716
-2.210697253618047,3.1049961805126043
-2.194637640328135,3.562252570325768
-2.1939129817364114,3.578209191941901
-2.1907116647189158,3.6710057233459024
-2.186769649389529,3.7699064199698835
-2.1781713562851786,3.994758756780151
-2.164039258308309,4.303265504257891
-2.15823207822511,4.387387313267922
-2.157004763066626,4.404648516489509
-2.147013445895264,4.466090382330011
-2.1380188470044805,4.434503624496079
-2.1198865314125617,4.0558723064077755
-2.119317516938847,4.038149566098729
-2.1169594208684703,3.952587129281243
-2.1140809570340986,3.853005010662625
-2.1069154866177904,3.551350859376846
-2.1054791490393816,3.4899272562150525
-2.0864271726673653,2.5207000850001218
-2.0861916382852197,2.50899089970877
-2.0837388430523456,2.3718784630235565
-2.0799786716593527,2.177370483205276
-2.0773081635194517,2.0445563122358417
-2.074755510800184,1.9093921496664972
-2.056733998741043,1.1411985173238186
-2.0490230447309203,0.9276097340999947
-2.0468251709868066,0.8744835958890371
-2.0386591258763462,0.7683096743224703
-2.037480343958123,0.7744045337154792
-2.0360812328619513,0.761790476647859
-2.0327983086257664,0.7625888525606033
-2.0295435294332775,0.7725120636451559
-2.026173734094722,0.8153466643362949
-2.0240558392453627,0.842481026693864
-2.0161048096151766,1.009544381207376
-2.011254810010498,1.1410570719706568
-2.0101748844015326,1.1791686267332555
-2.0092454235040047,1.208605657981449
-2.0017157658281644,1.4718515103969574
-1.9929772149369687,1.8155343055915798
-1.9866836500268923,2.0566914893797894
-1.980517066890819,2.283173470277767
-1.978503526645423,2.356090657892319
-1.9709146040833994,2.5781357197241856
-1.9691048186372269,2.625515857624532
-1.947144699645539,2.7519724233186267
-1.9361974119532444,2.490511956366708
-1.93551156529451,2.472528594809149
-1.9307058665869234,2.277416804014089
-1.9245012810178017,1.9809915122404678
-1.9116666858584646,1.165108203682226
-1.9076141139025138,0.8777867116193245
-1.8915197747964778,-0.3647493309399646
-1.8912141673583653,-0.39038888175820613
-1.8758210254844514,-1.502364174646997
-1.8641643005155546,-2.177184958315421
-1.862862135395008,-2.2325212836689543
-1.8345229570157422,-2.7317234694058716
-1.827391051084412,-2.5800331684241447
-1.8253741426758736,-2.5315964557636983
-1.818513805799326,-2.273264395155615
-1.809290257485209,-1.8156576466815204
-1.8036494303894954,-1.4792503559488368
-1.8009935527151895,-1.3140507884815582
-1.7990593580697964,-1.185832415620542
-1.795739652630228,-0.9649938896737422
-1.775294997893398,0.45258244036501133
-1.77196586797203,0.6734460437303214
-1.7701188168987554,0.7920371194981038
-1.7686480303120793,0.8842004284516259
-1.7615256103650931,1.3111900462043091
-1.7514854014237284,1.8223630472732446
-1.7471180451589872,1.9985511400405265
-1.7444396327826435,2.100740463453785
-1.717506735861466,2.5591156621010196
-1.7170012633243679,2.561668366636195
-1.7122784708274859,2.53141654067064
-1.706542640168849,2.4729833882550647
-1.6938001448147995,2.2276867391208137
-1.6826454284835728,1.927367553904681
-1.6799815866292673,1.8378264988780029
-1.6797876917293082,1.8352319581682974
-1.6771435928064344,1.7420142138542212
-1.66148847442215,1.1794559721739264
-1.6592731283327937,1.0936139879965545
-1.6461745464211992,0.5764259754976089
-1.626512728222111,-0.211151064461373
-1.6203551529779021,-0.45979782876923686
-1.5944986589993457,-1.4802978786522045
-1.591311985242278,-1.597394179376883
-1.5892384900895524,-1.6699632630807557
-1.5870701281062705,-1.7516220962378657
-1.5845393171294282,-1.835110465308037
-1.5823058609643994,-1.9146578576633042
-1.5748148791116192,-2.1603572884334095
-1.5716814665708294,-2.2520700125639928
-1.5699536855209963,-2.303209515687104
-1.5615392648091806,-2.5089084385642435
-1.5607204655583293,-2.525346722534301
-1.5505081645949645,-2.703264215272549
-1.5490230044791355,-2.7216818970914756
-1.5483710036284215,-2.7301153612054785
-1.5438086423317534,-2.7686740314293288
-1.5409597773577233,-2.784887727915318
-1.5330942373505108,-2.7841090571467237
-1.5314048017711166,-2.7715507326908084
-1.5291892912302611,-2.7509988578663833
-1.5291201770336094,-2.749419725526875
-1.5150482674688768,-2.52332210454501
-1.5080514124003395,-2.3381108468438416
-1.507739823856523,-2.329522402717738
-1.4955394717734043,-1.9159165312307322
-1.489458458714477,-1.6722801585343174
-1.4888502768978442,-1.6427811210139418
-1.4875891862393011,-1.589050519494193
-1.4848510869178504,-1.4722938162212693
-1.4769648545151028,-1.1190078564162562
-1.4475222418217621,0.1364945190975639
-1.4413998439966975,0.3429423397428896
-1.4400692051411803,0.3930468367308333
-1.4266879486336985,0.744365057020308
-1.4258475159331636,0.761616757143189
-1.4247317476891173,0.778974050749083
-1.4217873959291703,0.8412343969729689
-1.4168060786734011,0.9197269611917974
-1.4112727907076132,0.9906622147481959
-1.4042532958800218,1.0522008967970762
-1.3963290631934293,1.084834551369591
-1.3903656039182213,1.1020935663138989
-1.3616427076609443,1.0991699853403645
-1.3580145909483332,1.098667182838431
-1.3569605018992377,1.0988241450243863
-1.3556017605960415,1.0981817876689737
-1.3491172395970379,1.1111743289258786
-1.3436255326857935,1.1200275913486182
-1.3162920639154194,1.1112017939489705
-1.3124245951806968,1.0946526194467
-1.3121349792642099,1.0940130223765396
-1.308619707458279,1.0690500366585547
-1.2855160566760384,0.6233086917587183
-1.2760669609378485,0.2771752750997618
-1.2743583185739615,0.2101575069835977
-1.268905377863137,-0.04167133643399577
-1.2644454361445967,-0.2676588354373096
-1.2471196979804773,-1.3054210475645978
-1.2434691941960745,-1.539733338332921
-1.243344478748398,-1.546066319905091
-1.241795402208938,-1.642812044515574
-1.237684192391907,-1.9119448510151063
-1.2363997189927243,-2.0032951781601698
-1.2319919348927268,-2.2786872007726227
-1.2274782357798686,-2.5547888938848504
