n_harmonics,base_freq,magnitudes,instruments
10,2.0644777604556235,"[ 0.9647723   0.85027747  0.2620211  -1.11012918 -1.23016024  0.74585196
 -0.26579311  0.17605011 -1.221357   -0.20079555]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.99359732433385,-1.2464434063422178
-2.990215914348179,-1.2186499151409198
-2.989716457328735,-1.2006987879343778
-2.9878768919281646,-1.2312387076993023
-2.967568203075925,-1.2936860159278305
-2.9629845740326264,-1.3013849156423005
-2.9612061413537774,-1.3111228175936709
-2.941701656337353,-1.264750134176084
-2.932464057906767,-1.2285258163028536
-2.9244220213644088,-1.2274285823224262
-2.9231602708923754,-1.1808190757010186
-2.9200439297224645,-1.2062917401650812
-2.9194219540103465,-1.1556734055192934
-2.915367013467618,-1.1462075812367902
-2.9034365452159294,-1.0452032198768817
-2.9024055198879406,-1.0551539422026974
-2.8995569594235677,-1.0228899596831273
-2.8898261151085465,-0.9856413213761644
-2.882852105998886,-0.891552725004488
-2.877943826134028,-0.8515300993024404
-2.8741535063976107,-0.8422986393405731
-2.8709124180091337,-0.7577420747108288
-2.860603408149177,-0.7028468821967342
-2.8488250819145575,-0.5673551569137818
-2.847012124659456,-0.5590606661438728
-2.841582174579074,-0.5191220634034663
-2.826711174686018,-0.420619598456479
-2.818625079133393,-0.3761701264249606
-2.8070253353030745,-0.3999663446040637
-2.800794140753074,-0.4112022440030648
-2.800684259143722,-0.37616224387163294
-2.795266077606554,-0.40325383698143924
-2.791741124231461,-0.37731990012615646
-2.7908085692732767,-0.34755214671438667
-2.790751248450934,-0.3858804462103976
-2.7777460477797247,-0.37973693624033256
-2.7744383869444373,-0.38166424220104433
-2.774368880292884,-0.3879397028959426
-2.7733711507180137,-0.3999624235578861
-2.771107042804574,-0.3881303762632243
-2.767016780272993,-0.46344902578564057
-2.7521556777370053,-0.5000210484544058
-2.7493510916467327,-0.5151049510676391
-2.7429069493491958,-0.48072398828956514
-2.731645940943052,-0.6180775553545366
-2.7265512528698723,-0.6276074178653785
-2.726383928133566,-0.6085444481689832
-2.723905115212075,-0.6672192783000557
-2.7238881873132854,-0.6031615225599024
-2.721409910268679,-0.6251637338399274
-2.713639123710351,-0.705099948584184
-2.7101004242623867,-0.7045606484946779
-2.6969650717716167,-0.7256283575960094
-2.6904530092244006,-0.7037235506207346
-2.6890605501310927,-0.736568966147278
-2.6874277711669805,-0.7558099487305158
-2.68131443024342,-0.7525141299458689
-2.6773765886413385,-0.7718284638279523
-2.666623859149469,-0.7456108582774643
-2.661988377091768,-0.7546461754302428
-2.661888171922595,-0.7860980608786597
-2.658807820950428,-0.7523673727082995
-2.6436565670205217,-0.728546465920817
-2.638709526182113,-0.6962039622643237
-2.6199242747955918,-0.60650568433263
-2.6072942584730714,-0.5183099576258783
-2.606077277900895,-0.5441915376846361
-2.5916739394567516,-0.4828408819701908
