n_harmonics,base_freq,magnitudes,instruments
8,1.7361511554937015,"[ 0.12803137 -0.29415322  0.91718983 -2.05448654 -0.08879291 -0.01301254
  1.56400735 -1.1405464 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9829172034694795,3.3943385030549433
-2.9749359903882686,3.2961542179648977
-2.954059677945656,2.941095273379137
-2.954007747099853,2.950730778791163
-2.9401084349728697,2.67231507156832
-2.9395842466923776,2.6662843424836082
-2.938223467979544,2.6256096876975668
-2.9381140972762188,2.6436533233815878
-2.9371150750108805,2.596088966387313
-2.936488943337466,2.5808189075520236
-2.910583841128979,2.0145229322466824
-2.8975205976637843,1.7043108292049671
-2.872120421069308,1.2236794807695384
-2.8692832356275693,1.144666452382052
-2.863109106470306,1.0354591048089081
-2.8608996302639222,0.9793056425966906
-2.850561425178875,0.831902437993173
-2.821074219412637,0.44392073040804075
-2.818584892323779,0.4307832572122515
-2.807183005392352,0.3422535975221295
-2.805174029595541,0.34316557461822017
-2.7971445535684896,0.31258536236910317
-2.7831301056104865,0.28518161121324187
-2.782934065068147,0.28750486657100965
-2.777802788749428,0.29554705573091733
-2.7758099162238534,0.2694414630425256
-2.7758032490117115,0.31779115686322157
-2.7664054446396356,0.33943989561447474
-2.758631671088219,0.3575425047516312
-2.753271260642955,0.38346362191729044
-2.73472466426448,0.5588318533907128
-2.730565267072967,0.5843768567644617
-2.7187550241818164,0.7361963489336432
-2.7156394347390376,0.7885542311701615
-2.7123109599625224,0.8322279344508535
-2.7054020404678987,0.8765578610691179
-2.6951352249840914,1.0077843552057435
-2.6922608322335915,1.0694129074531336
-2.6913063717880403,1.0817267559487127
-2.6868132231675377,1.136185166485107
-2.6763852744026355,1.2869620119246714
-2.6752067912464828,1.2888340623817145
-2.673452972937819,1.3253924098586558
-2.672735962585575,1.324339006059746
-2.671785630873889,1.3413761052889381
-2.67162033759779,1.3398788257964396
-2.668071484691981,1.391005331021313
-2.6629162136829025,1.4542111559966637
-2.662818925428832,1.4342007033221702
-2.661341382033122,1.4736263023199505
-2.6543537149635323,1.5660479950134625
-2.6361793690490973,1.7724783240897024
-2.635428048684859,1.783346569845746
-2.6347500458123925,1.7908325514958041
-2.6178946572413953,1.8957908985237832
-2.607207639546736,1.9422167656381066
-2.603269829810923,1.9568425764256596
-2.5979317834810844,1.9753448701744176
-2.580030153793004,1.973616061870793
-2.5708780698939266,1.9325888580978083
-2.5668213879068906,1.9045914813650289
-2.5609458838462102,1.9077137986827815
-2.5549602090029486,1.8466159482879108
-2.551732870505049,1.790440343064117
-2.5143278057052587,1.319447379524088
-2.511710701879685,1.2425247825314383
-2.506744077721838,1.2094412567651358
-2.506058392553144,1.1749582027176304
-2.5023301543164465,1.0834399370308534
-2.498798417095969,1.03597301314803
-2.49243732505479,0.8999881979723953
-2.4881852822139283,0.8069681018440324
-2.4856107496505877,0.7546276995703085
-2.48312338017742,0.7019057334496001
-2.4760940711422217,0.53110930634662
-2.4656265926624945,0.296303265536431
-2.4600525670135203,0.14059783895774092
-2.444328153476106,-0.2158006823665187
-2.444223243864697,-0.21276569094515507
-2.442166391020022,-0.29547660581587165
-2.4378188576283346,-0.4175396395787665
-2.433138278496741,-0.506315357388232
-2.429878396415262,-0.5798647559242072
-2.426871803879629,-0.6488072648083565
-2.405605896877537,-1.1616953944705495
-2.4046725997175247,-1.182268311728672
-2.3859712244285616,-1.5737238533207518
-2.3859246308581468,-1.6122607515696994
-2.3752257186569334,-1.813981656416694
-2.3743660490879304,-1.8448567225046486
-2.368042182229841,-1.9544791484045594
-2.3643979060393425,-2.02239373830253
-2.3563791713763127,-2.1689124440335252
-2.3535087745448626,-2.24981831069891
-2.3448291166442328,-2.401198151080593
-2.324935715871052,-2.6405746461187336
-2.3139848061262485,-2.7545494395776466
-2.2971117750631525,-2.8836212132725314
-2.2962997113712373,-2.882454689067205
-2.2921452541086484,-2.917762693487251
-2.286351232355975,-2.940291561585171
-2.274114818780706,-2.9585699570970827
-2.2734793594477694,-2.9610085008699314
-2.268341404876738,-2.9674001076155316
-2.2659946862583586,-2.977601294131382
-2.251578321773442,-2.9870712798889176
-2.2445337380489745,-2.953321987088772
-2.234549707584293,-2.9162059626930636
