n_harmonics,base_freq,magnitudes,instruments
10,1.9903412926732829,"[-0.15478439 -0.13883086 -0.77310476  2.46578066 -1.23214531 -0.15398242
 -0.91246078  0.08539735  0.31311274 -1.54319529]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.995650913250865,5.00467734090093
-2.970991466264702,4.088173750518987
-2.9706973439898428,4.096114559518245
-2.969191156455075,4.019377508731747
-2.967725296231941,3.981409876614374
-2.9640129445544092,3.824087898055933
-2.9591465821522496,3.478265862010295
-2.956450083560987,3.399316847765253
-2.946991881446344,2.8206265754378506
-2.9464272163460006,2.817697709178693
-2.9408170967962066,2.371192017903518
-2.9262072085238806,1.474208302798707
-2.923331939076366,1.3071430525574128
-2.9185989638161525,0.9192739874959112
-2.9137708640348743,0.6282108429020677
-2.9047569635223596,0.05498609457742365
-2.869416609290826,-2.0257601604266187
-2.862781444260706,-2.2565086718434966
-2.851865828883369,-2.7051628736871045
-2.8481225936465844,-2.896696470084818
-2.8476665970984234,-2.887013208186705
-2.8379531454009506,-3.055725618625773
-2.8245465016698406,-3.388337810237746
-2.8132887303876233,-3.433483395021127
-2.7983376270604543,-3.3792259637789877
-2.7814487452057133,-3.227510761107557
-2.7732133658637674,-3.0348237115515664
-2.7616916057665546,-2.761174871190361
-2.7563298055918333,-2.6598615891527477
-2.7562911070242757,-2.6460184768964012
-2.7306509553821403,-2.0676221001664583
-2.729327602301697,-2.0423901601102212
-2.7165664122414777,-1.8163754481647278
-2.7009298886101156,-1.5698855969668952
-2.698870854680416,-1.5372322397928342
-2.6935468557996147,-1.5090876258155241
-2.687990411572371,-1.4714947662485731
-2.68646191684798,-1.4868216507868983
-2.667538087955082,-1.4436290047995843
-2.662471862867405,-1.5170101956907929
-2.6536641249765203,-1.593361213436255
-2.6458113209322542,-1.74396421255616
-2.6373102796429455,-1.7967182870683958
-2.6368932092370834,-1.8520910819040661
-2.629222607138967,-2.0061006986084773
-2.629199622795232,-2.0041625867506454
-2.628240532273222,-2.0670325372270564
-2.6186384141640304,-2.211110381445592
-2.6151810770766075,-2.258004881509134
-2.5977075832178516,-2.622781548170148
-2.595832327676587,-2.6674046330857037
-2.587566583172383,-2.8454005599854253
-2.5825628773281153,-2.936047953098648
-2.581930655995613,-2.9683697377654044
-2.579683931608942,-2.945485596611452
-2.577622867067925,-2.9749312810773767
-2.5741067364342403,-3.070953041405739
