n_harmonics,base_freq,magnitudes,instruments
9,2.1312117061077425,"[-1.12187716  1.43595964 -0.08605283 -0.85570747 -1.28940195 -1.38931894
  0.54433031  0.47444968 -0.95437111]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9948576850188298,-2.512249919792606
-2.9773968018588373,-2.3732572344457674
-2.9697208979839047,-2.260763853270365
-2.9614763631723546,-2.1638197006012483
-2.936508231233013,-1.6302339903855023
-2.932074176448427,-1.5511928303641822
-2.9269321495122167,-1.4332541984183744
-2.926129483113401,-1.4024783952698028
-2.912959367016874,-1.0519644720799879
-2.910030006810107,-0.9875463610158861
-2.9070075623140834,-0.8969091819144881
-2.898559227836352,-0.6343066874973835
-2.8942153553539836,-0.5528134347100359
-2.868644693906514,0.24497051781539142
-2.86621920234104,0.24101126998272324
-2.864293202880882,0.3419125967990237
-2.85520331745232,0.5881510714350495
-2.8495976107650054,0.7121307473103197
-2.8396500275528873,1.0320019224505284
-2.8248285741725097,1.3791414406335358
-2.8208026048383337,1.4352580495741312
-2.8165396112738383,1.6051094611780352
-2.8106209636938964,1.6810885571254115
-2.8099384013880586,1.7149021305909864
-2.7948254212123924,2.0713186934965986
-2.78559373400074,2.25377017309057
-2.7829531795786338,2.3212300837691116
-2.7747176711808774,2.435038595993423
-2.7734279508642246,2.446839786081814
-2.7726381014240467,2.470163692001023
-2.7716703468845934,2.480532343570055
-2.7688433669268893,2.5346712627506807
-2.762687011913033,2.648552806925704
-2.7533135671009124,2.711468931517075
-2.748609290139238,2.745813383727196
-2.7458479700957716,2.786785846959907
-2.7410217408788062,2.8381586457351995
-2.7400983771070733,2.882912958050318
-2.7389345388659203,2.896628824096501
-2.738075397490368,2.892056177672139
-2.7321988275620406,2.933767748315779
-2.731637546970174,2.9203161852029473
-2.7265303116904436,2.9474787461498066
-2.7257091058936953,2.975849430851651
-2.708742192217538,2.9992164777216814
-2.708314414232489,3.01631869677315
-2.7032249234312333,3.0112055879100725
-2.6940284901045453,2.9752118559937277
-2.6885467134731442,2.97476573984701
-2.687092735694983,2.968859635230604
-2.6831155979747923,2.908364343778723
-2.6819817348711226,2.8993641060944633
-2.6807764164566814,2.9359924066067995
-2.675395223432533,2.908700228531927
-2.6621961655082584,2.7881520769976187
-2.6585636279418816,2.738909993987585
-2.648603298857892,2.6299097206599806
-2.632335358765694,2.3941121891422914
-2.6164856900173605,2.145595165601557
-2.6061081066321616,2.032702951073738
-2.602243877691551,1.9233787614034856
-2.594416152775225,1.8826455305833756
-2.593990901357388,1.8200561332588296
-2.59239431550838,1.874461613180918
-2.57729722739323,1.672815966249056
-2.568897413096062,1.565532527109632
-2.5601128143884386,1.4983322870105904
-2.553014546814589,1.4206423489037203
-2.5354759980164276,1.390122740180349
-2.5190049563574854,1.40362939348729
-2.50523654100965,1.5095911383802763
-2.4981535454458923,1.5740562992551057
-2.4897104739654887,1.7096895397174696
-2.4724734320170265,1.9027440110648959
-2.4660422801231467,2.000605856215896
-2.46142785701657,2.0891583407730057
-2.4575224897628987,2.1274122490874547
-2.4554431285224902,2.1902659297022975
-2.4540073771813775,2.1671542865216034
-2.4498065738163755,2.2708415611976953
-2.42466105302094,2.6834412321452574
-2.4204767033095793,2.7182411765961287
-2.4204354352230704,2.7467086128943627
-2.414619515089293,2.8154034170995454
-2.406726042211326,2.899818397707772
-2.403527304951758,2.9188661507883076
-2.39523366002253,2.9797400367238396
-2.3951805521718454,3.001475728282104
-2.393941286254597,3.0051696584782417
-2.388977862882874,3.0030825572201003
-2.38445962206906,3.030028936065815
-2.3765203079993427,3.024975710871495
-2.376365992906279,3.03383952869643
-2.3732149455105587,2.984630766854729
-2.373141192283558,2.996126809285922
-2.3664994657172818,2.920636347555815
-2.3663135118483742,2.9068943012220574
-2.361975772844803,2.87605891537256
-2.347453933733898,2.598343834777755
-2.3404930680064053,2.486300038403139
-2.3348091090963043,2.3162969047429716
-2.3268270386154244,2.0366050275050664
-2.3230480753864797,1.8779790131536849
-2.315470977511101,1.5911933313364472
-2.3130917421666854,1.499170858848532
-2.3092323173948506,1.3548269316559967
-2.3043827335377545,1.0748881764125398
-2.297855945239048,0.7763519692565586
-2.267518793857067,-0.9404392196421356
-2.260542330670204,-1.3678484167965914
-2.24927946275751,-2.0488541516935976
-2.2490172693937662,-2.132681291882287
-2.2486641120039446,-2.1364284884241918
