n_harmonics,base_freq,magnitudes,instruments
9,2.994382944447579,"[-2.56487737 -0.01974445  0.21139412  1.35201564  2.82412374  1.10406529
 -0.47652101 -1.06732375 -0.45867108]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.997398503816985,2.3794955203729713
-2.9951944821821987,2.340064463505196
-2.9908336685321926,2.2576312466487853
-2.9860504055238994,2.148792752178257
-2.9752802625403834,1.9310087686239978
-2.9750203933369948,1.9318239520508222
-2.9736961182122945,1.9084151082508993
-2.950804773395074,1.3523405305489062
-2.9491004920900044,1.3067982569236851
-2.9429576329712703,1.1631764359216976
-2.938118858719033,1.018789412330905
-2.9371696939797793,1.005680057649543
-2.9359775312247907,0.9543391288629899
-2.9348266971402737,0.9096508292549064
-2.9314744562473516,0.8447094527036942
-2.9139774167290673,0.3077557143849341
-2.8987755236467967,-0.14232243692740218
-2.894164121970576,-0.2924013970829518
-2.8899780433531688,-0.41577536365301515
-2.885929685782086,-0.5476672205905911
-2.8828858511002338,-0.6343680318466589
-2.8812910777263783,-0.6809983572614188
-2.8799045559559358,-0.7129107186414575
-2.873708931648287,-0.9026987788615304
-2.868944389874736,-1.02756771484367
-2.8550065220971437,-1.376648299330193
-2.8468327414379884,-1.5534344847125559
-2.8382716653026607,-1.6622184024586213
-2.8338822986620844,-1.7321277125537609
-2.832264037790602,-1.7378109333354712
-2.8184542338023766,-1.8236398116642616
-2.8164898670463945,-1.8248388881143303
-2.8120192864578826,-1.8241076939475354
-2.7992693331082714,-1.7919520827158064
-2.783856078341709,-1.6501913607299494
-2.783283944592329,-1.6481949054549858
-2.7798155215947826,-1.6171812909661596
-2.776484382735144,-1.5599191966825412
-2.7671116220464356,-1.4652411457964123
-2.7645220356885343,-1.4313747607862803
-2.7574071013291164,-1.3456998893311625
-2.7507285642961246,-1.2730393869842502
-2.743654612535437,-1.218291125645104
-2.692133626123026,-1.7285344944701235
-2.689338832865409,-1.8032223750050551
-2.683725516788897,-1.9556026386051875
-2.682880651149403,-1.962816324723909
-2.67844385334739,-2.1317861085027254
-2.6726379193818417,-2.3317488661187022
-2.6712706809942257,-2.389936700051994
-2.669165177581414,-2.465569044547828
-2.6537308167276787,-3.00714365184304
-2.6531019874236588,-3.0499011435241754
-2.6519953857102814,-3.1285233496389586
-2.646774633965628,-3.3120293437054475
-2.645912618941665,-3.34305506633672
-2.6339416232019017,-3.764680729861715
-2.6302395175410487,-3.856995246859451
-2.6191082256133447,-4.160382168294265
-2.613398884409283,-4.220644431022758
-2.5885503579682805,-4.187878153183386
-2.564810085500488,-3.3854591637162024
-2.549750598732671,-2.5016656213452295
-2.544452066567974,-2.15635493162197
-2.5314567018162313,-1.1745322174888697
-2.5167423666008357,-0.03893165015745384
-2.508502860405896,0.6151269206608261
-2.5045670285908486,0.9006280334974242
-2.5031947156401904,1.00698986434964
-2.4879350894248606,2.0181498199545462
-2.4876904686861367,2.0210864910306725
-2.487519105856272,2.0625974581254485
-2.4870345478886433,2.081566091922423
-2.4733504431345477,2.7520950043328325
-2.464040991012806,3.0759885692696263
-2.458027748113644,3.188198854258861
-2.452598156119367,3.2527537306640775
-2.4454467796092794,3.2532060981812565
-2.443870009615766,3.2481952423740625
-2.43888952415929,3.192624864833724
-2.43544492912642,3.1168609936698703
-2.4181257843098853,2.56486844309269
-2.414420458132158,2.4074808522282773
-2.410512477414594,2.201908958224908
-2.4075867640676076,2.062257369847237
-2.400451492212497,1.6573563468785408
-2.4003784853283405,1.6403668563430638
-2.3964502656116435,1.4310774249790696
-2.3879682514642955,0.8752776106713217
-2.3869808658697607,0.8079316573251718
-2.373342960255333,-0.009083341062956418
-2.3728986728988364,-0.05439557206946968
-2.370498775586513,-0.1733944111181143
-2.359964664681212,-0.7635499862592429
-2.3589604743189234,-0.7976585079802613
-2.328081858599745,-1.8618747201081762
-2.327079978500262,-1.842884672715629
-2.3187517409876968,-1.9139554356891095
-2.316223164413564,-1.9150901946374435
-2.3052881758081867,-1.8241423957536824
-2.3051348011783386,-1.8290682567641505
-2.294780534856592,-1.6496691399886336
-2.2880484853398455,-1.4632241879398147
-2.285592585134749,-1.3956835195887882
-2.2833618936305333,-1.3185450869612756
-2.2759361497381763,-1.0628838048748563
-2.2709044964221543,-0.8594398129583682
-2.2705248513196334,-0.8529425917321044
-2.2672444279040223,-0.7553516360664805
-2.2566441607717334,-0.35130336346341023
-2.2554250473514044,-0.2945617757986806
-2.253391020153283,-0.24094749537008947
-2.252032552274735,-0.20005251203938026
-2.2463788945721324,0.002018616306976166
-2.242951744957267,0.08050933415181533
-2.2395108050223147,0.20060748171765494
-2.2392381849179976,0.19460308095372725
-2.2305516718486498,0.37059555288167534
-2.228781763449576,0.4170706797036768
-2.217124275735818,0.5425920891000002
-2.211782961788866,0.5136907460055857
-2.1963439067518493,0.33775301730959634
-2.1953038265058815,0.30171722097160997
-2.180307666402987,-0.14048645204047744
-2.1797572157813976,-0.1532283388163552
-2.169831487040226,-0.5574326874106775
