n_harmonics,base_freq,magnitudes,instruments
10,1.2650231477687015,"[ 0.21155857  0.63382954 -0.89335664  1.36713908 -0.49225809 -0.16346094
  1.42701943 -1.82373663  1.42835697  0.34087451]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9939797594542483,0.05459234598963536
-2.993878201750074,0.06597615193420302
-2.977999527430706,-0.13243583882355475
-2.975896892299565,-0.1417290396416549
-2.9729347078078034,-0.19009943314419148
-2.963303737007677,-0.30111546812495693
-2.958670263922139,-0.34876547154018456
-2.9581494622692417,-0.37669957378432956
-2.951458371145902,-0.45663900510518823
-2.9489674998823476,-0.5172350722655203
-2.93806677100581,-0.6299470162731287
-2.9364596159770686,-0.6595549148411145
-2.930108703217575,-0.7347722494243945
-2.9277656623484027,-0.7612415038542325
-2.9178263571433813,-0.9080705506554336
-2.8868063593935576,-1.3148512567130306
-2.8740958598051343,-1.5105180165422532
-2.8729770245461053,-1.519108808392639
-2.871972874671256,-1.53107226905267
-2.860803609704785,-1.683115347083249
-2.860746358524358,-1.6873143131746673
-2.85823874617166,-1.7181778961499918
-2.8484605244793366,-1.8661191907205534
-2.847094851413714,-1.8958930384577108
-2.8448126788460097,-1.925968295353994
-2.8300142399276544,-2.115334236904529
-2.821949994932734,-2.2449638079795378
-2.819160861003311,-2.296220365860165
-2.816027230829687,-2.331015335704654
-2.8096293465259996,-2.45094729517525
-2.808336326608817,-2.428501821676121
-2.80116070636532,-2.5577236238777012
-2.7999075719033772,-2.5743621305674482
-2.797742641334429,-2.5894710560762975
-2.7894987341981157,-2.7145196401447107
-2.7888694009393618,-2.742200777218824
-2.7865379826048446,-2.767721669683265
-2.7861019097118556,-2.774051663415079
-2.7837006512069835,-2.8008980471614593
-2.7686510830305586,-3.0170491612948735
-2.7454887741026033,-3.342931337249292
-2.734681974355794,-3.4922652598209383
-2.730646850246912,-3.5202890876974857
-2.7272507399054318,-3.587383519308802
-2.7108913225836773,-3.806512743532753
-2.68895829888437,-4.0749024902263296
-2.6874854632559684,-4.083826630213237
-2.6833774914871387,-4.151333006130205
-2.67238408837399,-4.248341641419091
-2.661793044935421,-4.339949900167901
-2.661322579223614,-4.355911134107093
-2.655025281551011,-4.433851746767242
-2.654857443360108,-4.419990873062685
-2.645857276318793,-4.494127368038484
-2.6431688430446485,-4.50247564953963
-2.64245977554089,-4.539521399568948
-2.62334822722523,-4.659439961136093
-2.614387574552975,-4.701904847182992
-2.6134929102747746,-4.705141479722672
-2.608676444491582,-4.748896549973164
-2.602363938960358,-4.78168841766759
-2.598081516568365,-4.775128134406646
-2.596372889105357,-4.781182035314605
-2.5923054370156926,-4.782603215726696
-2.589748868693249,-4.796282627584596
-2.586305763117155,-4.8073345027887715
-2.585791806437964,-4.803940366186218
-2.579099501299921,-4.8192537900767025
-2.57616222045193,-4.828742447188429
-2.5611706322939107,-4.820007705513895
-2.559544238879577,-4.828460230807982
-2.5554086588656073,-4.822562195352077
-2.552959093525817,-4.78724360895946
-2.546418119211334,-4.7918459617364695
-2.5430742150871053,-4.794846576008834
-2.540086455962723,-4.77467367823148
-2.5397202912418635,-4.77648947059533
-2.5346096853887126,-4.747975851763169
-2.530012876300092,-4.729406414671204
-2.517365291953328,-4.679076173762683
-2.5118604494995824,-4.6346715942497525
-2.50352535317743,-4.585775790873171
-2.4872029792396377,-4.4533993771044065
-2.486786519228044,-4.468850888849169
-2.4834211455687196,-4.428215531226948
-2.478783069225533,-4.398808157833743
-2.472238574472292,-4.336046407856382
-2.470816613925801,-4.306741044864195
-2.470762652299349,-4.299942795667916
-2.4614104322362675,-4.206224975829523
-2.461163153609527,-4.21237072692133
-2.459992946628502,-4.197550654013389
-2.442983624448514,-4.005854788962094
-2.4365524920791817,-3.9395009820112135
-2.423644537229925,-3.791533738411169
-2.4176917591904807,-3.729116078541839
-2.417250232798354,-3.7067527887909835
-2.4170926966691066,-3.717009997947349
-2.4145515797401362,-3.6912926294070605
-2.413405353575951,-3.6632634001597997
-2.4049527484895448,-3.564789657438834
-2.4041981509850556,-3.553249931265834
-2.395584547613266,-3.4278345118500506
-2.3868855996957556,-3.340023152498522
-2.3857315294174746,-3.3281199029420967
