n_harmonics,base_freq,magnitudes,instruments
8,2.808331337788204,"[ 0.04026581  0.71801752  0.40905561  0.3011591  -1.08264745  0.16841364
  0.15242081  0.40451176]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9983849250060466,-2.026017325735147
-2.9898016980801714,-2.104780489147931
-2.982466571109394,-2.2332651653919644
-2.9822506326737894,-2.22661786277752
-2.981581186498979,-2.2393438684250184
-2.9780177575134927,-2.29081258249782
-2.9652108807194004,-2.4492557392151784
-2.957454952661692,-2.625458628632993
-2.9547769726087187,-2.646572371290311
-2.9456700781416547,-2.758164682409832
-2.9440065062968213,-2.830030063405236
-2.9388709655856573,-2.9046786154332542
-2.936670465108789,-2.9834077013868234
-2.9349981075376226,-3.022008326695741
-2.9348557771748727,-2.956597936221673
-2.9333760747088853,-3.013967839583618
-2.929678138093045,-3.088706400524804
-2.909631929780545,-3.387933432359127
-2.8961235956550007,-3.6211438273411702
-2.896069984069417,-3.5390590273296616
-2.89426717047294,-3.5985868573869064
-2.885321914017278,-3.6367099586333507
-2.8792144338966743,-3.7926939035125975
-2.8697804909036466,-3.8291451327336032
-2.8653638404262285,-3.9125759270882123
-2.8644534339791936,-3.8287300040889227
-2.8620964858088858,-3.933117784736742
-2.8587461452489755,-3.8622675029710365
-2.850358078775715,-3.8239700983385716
-2.848082724704213,-3.7410244895130003
-2.8478154062726904,-3.8295280049399296
-2.837543798616294,-3.7060009690509266
-2.837135346476802,-3.6815645603689675
-2.835425777108684,-3.623788906084182
-2.8301587846184884,-3.518462082811928
-2.824555545137251,-3.4647057433987993
-2.8092651785216187,-3.0647370895057393
-2.8080333952943173,-2.9726731255695
-2.7960459660903574,-2.538845262127972
-2.7950701986736215,-2.494331913543527
-2.791907772391901,-2.406571289943499
-2.7839487034676074,-1.9583377347317683
-2.78383259601108,-2.0502323954825585
-2.7813668029561502,-1.8817532860651103
-2.7686479416877052,-1.3297081188779887
-2.768268895264556,-1.2496806011064736
-2.767356870027566,-1.2156981432798268
-2.761704719324406,-0.8588660809965566
-2.760703682280613,-0.817309082295787
-2.755234149955063,-0.566460249778834
-2.75265842145013,-0.4240737787231239
-2.7494697944304933,-0.21282292277944528
-2.732509364440897,0.6731859465116989
-2.7265472097185066,1.0667149897318373
-2.7192872037660267,1.4551209972261703
-2.711548887357952,1.808705094234662
-2.7112610821140986,1.8523671892777294
-2.7053296826087867,2.1170129086376748
-2.7019702003719956,2.217884090329085
-2.6974684837918934,2.484824404462167
-2.6941898606707753,2.6736932972973353
-2.670098609721813,3.391136139461901
-2.6608628927082396,3.570558860123811
-2.652208802244796,3.6858438923189865
-2.6389417460069464,3.801061932739388
-2.6352003481755726,3.822730849520511
-2.6336492579016477,3.837141954156645
-2.626950149304067,3.753589899028302
-2.6231425410684572,3.739495161437914
-2.621703537966101,3.779595389168011
-2.6007641855025563,3.384401731257177
-2.5854014536214023,3.089383147625735
-2.5625209026009017,2.435940629079314
-2.554380799351268,2.2273976896693934
-2.5531354514911127,2.1781050705737184
-2.548677309997755,2.0327695345347685
-2.5458111313742617,1.9835985942055714
-2.545360687903826,1.9768930162808567
-2.535795459046631,1.6838812065777806
-2.5348593371661554,1.6688523797930706
-2.5338174768736463,1.6508183545916406
-2.533316714485383,1.6565155210713969
-2.5232429514053596,1.4417069308691006
-2.519697440797621,1.3447141999013874
-2.506334052688431,1.123694205938178
-2.5015254617777125,1.0507240970934064
-2.501178387637075,1.061238026673141
-2.5001193639940893,1.0980219554756165
-2.492305904926357,0.9616400165945784
-2.4663408728602203,0.8723842121567859
-2.4612427910765344,0.8207253726366536
-2.457645257536525,0.8488021104562434
-2.4536645398175754,0.8512668248499102
-2.448317101779965,0.8427281377765695
-2.4454482015972774,0.8257266987636083
-2.425762586952057,0.8978187922715811
-2.423488847124462,0.9631116813286277
-2.420177835097564,0.9735188792390296
-2.4120053208777525,1.0063047890875974
-2.406131013096396,1.1262356465473748
-2.3947717535237714,1.1317085395374558
-2.3945685388645632,1.236836694808791
-2.389405255342939,1.2001526865721581
-2.381220110725203,1.2692815743643284
-2.3805503557143384,1.3463539110785447
-2.3790217498371247,1.3520600499728876
-2.3776535750457484,1.3604463506674533
-2.3772744538465047,1.3472249161866119
-2.360276284161988,1.4815508928609165
-2.3279015337296394,1.795964265535498
-2.327451898364844,1.7725030563700543
-2.326467893515405,1.8530712964326228
-2.322522986021913,1.914010017631813
