n_harmonics,base_freq,magnitudes,instruments
8,4.209062122729181,"[-1.21657326  0.21601237  0.34514735 -2.18179873 -1.88127052 -2.12063542
 -0.08335789 -0.31161522]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9865930572611186,-0.5161435075967729
-2.98426129167571,-0.5129357446718981
-2.9822136551203724,-0.5040987058247463
-2.9785086665654186,-0.5354867753353747
-2.966512547252287,-0.49892425433015225
-2.966036961671201,-0.5118822395496723
-2.9623768851593266,-0.47597216892530375
-2.958317483242091,-0.38840385002543654
-2.94832996298586,-0.23192429622265154
-2.9472069146655486,-0.18472400848618073
-2.9388926863906883,-0.02168501779964853
-2.9385541111564937,0.0011024214040452618
-2.9308634765009045,0.21646411038789184
-2.9168616472731714,0.6182630123410824
-2.91313242765652,0.6429518770345939
-2.911055218215438,0.7234238107837494
-2.9097095960480868,0.7764908323139155
-2.8985873160974114,0.9224396481787436
-2.8948872862502646,0.9915695441124235
-2.8920402250685298,0.9999624218755129
-2.887718178770189,1.0550348954686872
-2.8829148413030787,1.0147012133379656
-2.8793763814588105,1.035313054924762
-2.859825493848618,0.8254239274201804
-2.8558078001763887,0.7312351991425032
-2.8533048914317014,0.7050482040739253
-2.8483688554427147,0.5737599041172399
-2.8368966038892394,0.3360605648385129
-2.835977877221052,0.33275803283387007
-2.826666597056694,0.15518163484053052
-2.8242808400373876,0.10112910437476252
-2.817920664538456,0.01737560258281487
-2.815034506230893,0.011833982368163243
-2.8083079699368687,-0.05117895871011696
-2.7991210297884432,-0.06326054996524696
-2.788586836150253,0.09343851357291899
-2.78759419501833,0.09511187378820668
-2.7817557042673133,0.2391625060031335
-2.773527600483884,0.47644746489471224
-2.7682166426349037,0.6853129511023852
-2.7620127295701744,0.9337734744931008
-2.7286902645638103,2.434872797076688
-2.7262897348669917,2.5120191650582915
-2.721682575167909,2.6704528206986997
-2.7117127662941254,2.93295764969207
-2.7007755051195903,3.15692081572943
-2.6950117353267498,3.172827217556028
-2.692704569177738,3.1875492915813637
-2.687523693033169,3.160878738201034
-2.675225692152524,3.0127812929003857
-2.6741559407681628,2.979269204070177
-2.6740476275154075,2.9791320819269433
-2.6554039922941732,2.4700900083246067
-2.6512351342229,2.2920324336899873
-2.6496843863473725,2.283455844488402
-2.646922481659666,2.1830930490784786
-2.644371324023223,2.0875481586458764
-2.6393352029923323,1.93773937966512
-2.632688811024174,1.7226805353992505
-2.621421393927157,1.4541702183527303
-2.6195412934078743,1.437764280018811
-2.60770456283054,1.2712377812339624
-2.5997632564189894,1.2497642273465583
-2.5983395160498293,1.2650007734712414
-2.5935962740806406,1.3014218545366925
-2.590609565772783,1.30417348642541
-2.585124625800475,1.3728583672299928
-2.58489753146974,1.3633142288067928
-2.5741714487313114,1.5678760617031655
-2.5724890603547568,1.5830081169311765
-2.567730642229977,1.6469996952835213
-2.5634924745740637,1.7435413002113727
-2.562191941294697,1.7568654841766347
-2.5394378471032564,2.050242171656302
-2.5302263547761408,2.022435356984819
-2.529376119138031,2.016636278053703
-2.5145575704282024,1.6775101487894144
-2.5145015866346845,1.70446199697441
-2.5141170764265857,1.6866796574045075
-2.4973979300602567,0.8779439945992574
-2.4942328916149394,0.7174518723386227
-2.489626390631567,0.4156857309964987
-2.486666695056349,0.21811243036951408
-2.483628045955598,0.02338215366135768
-2.468174951398649,-1.1136850753998557
-2.4586274552891236,-1.7777377598607387
-2.451241094711782,-2.2499156589161644
-2.4483956659449952,-2.3830766308642843
-2.4467845030555386,-2.47894037328819
-2.4464041915247217,-2.5439488326894244
-2.4422731167879097,-2.7030238020505895
-2.440317039536993,-2.790048691097967
-2.4387249427242583,-2.8564931072276747
-2.4334262149344568,-2.963331823831523
-2.4279875326877507,-3.1378185674128747
-2.425602442890926,-3.1615879205122424
-2.421289418208244,-3.1752177912525466
-2.4099305320726216,-2.9631421403065565
-2.408907875175391,-2.969133361975552
-2.396135469051938,-2.427916097533116
-2.394179719568034,-2.3160799598664354
-2.389102032875006,-1.9763175872014942
-2.388674546210164,-1.943151129986827
-2.382868072852406,-1.4950408814079363
-2.3805430214668357,-1.3077343493765186
-2.3799187799559585,-1.2442233123967277
-2.379364191195367,-1.230944735630434
-2.367133937720032,-0.21146560612517432
-2.364941928059661,-0.030864188825899013
-2.3631779190692965,0.08379553128949635
-2.359666522342893,0.43141477574053877
-2.3555987480739713,0.72361348666984
-2.353818868977333,0.8825483699828591
-2.353202605813183,0.9178335985064813
-2.3473811941319584,1.296177442935368
-2.34145059015837,1.6676755956849603
-2.335187342414656,1.918367491466937
-2.319527309396039,2.2778703689770783
-2.312512537137979,2.1646903857939055
-2.3122558538606865,2.1640726442602216
-2.3122292124736363,2.157936847292744
-2.3120526874169878,2.1470860148071003
-2.3058871464693746,1.9258478503661776
-2.294568206984123,1.2788118708249392
-2.291725785812149,1.0780203766036505
-2.2604925853101268,-2.1955457625979666
-2.257869375966984,-2.4955679303724967
-2.2554344018562436,-2.787549586741391
-2.2521192928474205,-3.1300712569700964
-2.2477566018561745,-3.5905298421818093
-2.246422356878169,-3.772418212239574
-2.2433410409239447,-4.034765964106809
-2.2361401873850286,-4.717829144424415
-2.232824873948257,-4.9873370713766825
-2.232280576364764,-4.988992977298056
-2.232101899450978,-5.048877111132537
-2.2217318083201034,-5.633835950735068
-2.2198680816536394,-5.756064337161498
-2.2197847047102934,-5.775102868219255
-2.2058197181497814,-6.043827347216498
-2.202008933170224,-6.02105928401931
-2.194708359228864,-5.813632398041862
-2.1927009357851857,-5.761427398882748
-2.190165526737208,-5.608817898231407
-2.187014578685276,-5.445308618334412
-2.183757559433584,-5.25086481665375
-2.182780977071278,-5.167920302732119
-2.1772534344051815,-4.751571342237802
-2.175296580602314,-4.574630317824546
-2.1725828951521136,-4.347188113058071
-2.1643736563818656,-3.5765505337215835
-2.152549126131513,-2.2312136871061536
-2.1460791566492317,-1.5063010107544965
-2.137787319345457,-0.5527239125653282
-2.1323108242901636,0.06991671464363067
-2.126015256942466,0.6753507741281373
-2.105464031400033,2.3444258343387236
-2.095107315960748,2.824513084571463
-2.094782520890873,2.831413661821876
-2.092577377759037,2.9013506099284254
-2.085492069232813,3.0627095236732194
-2.0780225399875425,3.142712746976259
-2.0765864707301933,3.1295871153460433
-2.0717392091058127,3.09464690004167
-2.0701606441046225,3.100331808393247
-2.0544077216985466,2.7711616897009215
-2.031286966313581,1.952654726775925
-2.0279967361238906,1.818357006088831
-1.9990146219646887,0.9142145187844162
-1.994278891885027,0.7711820640630614
-1.986042085576754,0.6631906219985352
-1.9830046509754335,0.5904935233175126
-1.9691144451813647,0.42433490664100576
-1.9662621213364215,0.362211186319726
-1.9579663591957999,0.30084364455854146
-1.9533143015630792,0.2690647581129772
-1.9501698357094064,0.25494696736656886
-1.9500672768366734,0.24251411364482234
-1.9424732390817818,0.14490752665729006
-1.9409915610196908,0.13056817116724745
-1.936917197987123,0.09937163532593056
