n_harmonics,base_freq,magnitudes,instruments
9,1.5320708688689133,"[ 0.33087649  0.42982089 -1.218641    0.38712561 -1.51907959 -0.41066737
 -1.75025306 -0.79017056 -0.65381822]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.997397539894279,1.0766443469181826
-2.9887907836466283,1.2569120508411558
-2.9887302859777742,1.2859220207332107
-2.9870266483232664,1.3727867775283227
-2.9764304251940774,1.5787990629035515
-2.9737419000178678,1.6491720997919261
-2.9499761437061096,2.29016493159373
-2.9489106323858643,2.2681447726194204
-2.9432330617850164,2.371408056775983
-2.941616396257329,2.4031788057744716
-2.939871339305696,2.4496085795232436
-2.9391143705312235,2.4168694782285933
-2.9327780790205304,2.5802981519595973
-2.9237072937804296,2.7002655272996976
-2.917224454452905,2.8579249198180703
-2.9043234898354253,3.0136382022190262
-2.9036867482963293,3.0370536027768096
-2.9021191403934496,3.042080128864973
-2.893393434394901,3.143701326763437
-2.887834691420844,3.1854735175560114
-2.8855354057363396,3.184789070475322
-2.8843685598097926,3.231425723050386
-2.8834023662185193,3.1738966493146754
-2.8809013563229664,3.235562981773059
-2.8764319771714346,3.236196468576494
-2.869235689295905,3.2562698224100664
-2.8459391337863007,3.1769954848018105
-2.8339315096435556,3.049243483775608
-2.82958800069379,3.0054390354612206
-2.81537893792294,2.817838142196068
-2.809201653567925,2.685589232525272
-2.7873202728274222,2.1999065660449646
-2.7685417944090114,1.6791274774375127
-2.763640745496386,1.554170543442223
-2.7621093629050533,1.4735241831555714
-2.761993144253745,1.51799554842297
-2.7593331393776372,1.3821878714096247
-2.7555884963950663,1.2972710183075475
-2.74684119020666,1.019425948265779
-2.746709882021987,1.0140976266625552
-2.742055633947248,0.8437272521611834
-2.7366396249336544,0.6877557141124456
-2.7342423213963793,0.556707349061427
-2.722890485068058,0.15970745007741377
-2.70807552477892,-0.33277242068044394
-2.701525282292229,-0.614392265685557
-2.6907678796557706,-0.9838584047890496
-2.677821444904388,-1.4274936056183238
-2.673298653712967,-1.6020741079738174
-2.6685550734817896,-1.7638801472603638
-2.6678645388289146,-1.792465050788489
-2.6638647301713263,-1.904202165106728
-2.6619494628809783,-1.9866760384446682
-2.649442279756665,-2.3394899184105924
-2.6398217049730746,-2.613055888465449
-2.6395839025868915,-2.6004051760473628
-2.633417624615351,-2.7712024883632504
-2.6254782228920583,-2.9643002067926365
-2.624366440318329,-3.0084964554501115
-2.622083780638661,-3.036858140238101
-2.617526552903386,-3.1497202240507143
-2.5918314259787483,-3.5584157443119278
-2.587848660531849,-3.581476280723737
-2.5839170037373096,-3.587939355812036
-2.583783786343461,-3.631597634717815
-2.5772636463090137,-3.655723777349679
-2.5703614277070246,-3.6500703150725484
-2.567862747522972,-3.708023992906084
-2.564926024985817,-3.722722827235739
-2.562101268589016,-3.667556913240993
-2.5590928326703195,-3.724759725546939
-2.5436310898408605,-3.660787753461281
-2.5323332628975272,-3.6050216423019714
-2.531465004402712,-3.590558705610557
-2.5243466205981866,-3.4738760311368595
-2.518798295665698,-3.4321650632934158
-2.5160575623438897,-3.3784967592699715
-2.5100141980987782,-3.3167055206144256
-2.504393527074992,-3.2225659141188956
-2.496020690152544,-3.0572593130831685
-2.4958759128841197,-3.093112349356083
-2.48588523977401,-2.8341253680390652
-2.477593774921254,-2.667317813527495
-2.4743046007846066,-2.6258050152589427
