n_harmonics,base_freq,magnitudes,instruments
7,1.7291329103638913,"[ 0.75037498 -1.10990952 -0.29067548  0.44566777  1.22360644  1.05093973
  1.74456653]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.996403845596864,-0.2300591445876355
-2.9936124223801803,-0.14365346921071312
-2.991893926161847,-0.04898339121450149
-2.980146875464642,0.417970847339986
-2.9750016191632795,0.6031662101616805
-2.971442051688404,0.7204216741655965
-2.969167859096734,0.7746556707383094
-2.9675010183403474,0.8794182107537605
-2.965977179616334,0.9124468855447205
-2.960512021720031,1.0845038164846856
-2.959988782891428,1.1384318468830303
-2.950302188401203,1.4148815926815768
-2.9491522276520428,1.462965370884827
-2.946183427986991,1.51411319101691
-2.940641823023632,1.7421260665739495
-2.9377147196913693,1.806406393862061
-2.9368836891149614,1.7977829134403338
-2.9331420038276788,1.9243390007542525
-2.922746536143556,2.1976523580864873
-2.9215182507819164,2.1946079240616907
-2.920984120072272,2.236799109617674
-2.9174811779952474,2.303796248549725
-2.916295581984688,2.339629895662285
-2.9084896409469545,2.4506337268941825
-2.908176868761786,2.482342078039948
-2.9051518868416197,2.55139008096961
-2.888364772550503,2.7763338726736597
-2.8870067572938405,2.8137709564817084
-2.884752017033078,2.7979761649622246
-2.8833948417827386,2.838889523383523
-2.8783089838429907,2.8828191426685197
-2.872448352512662,2.9197937380485603
-2.870778135421239,2.887962166447232
-2.836635882219764,2.900351672226743
-2.8067928982322674,2.5676301741457443
-2.8041192182936747,2.5438028383038884
-2.796901090646563,2.4126304613495204
-2.7947913538230225,2.374075865991079
-2.7934132293408673,2.3826163526504027
-2.7888276479182164,2.252991678659603
-2.7707224415633283,1.854671747247613
-2.763640162586456,1.697602812807449
-2.761502611453577,1.646137576895554
-2.7459023082974943,1.2694057661946438
-2.743859134878842,1.2227380378897992
-2.7402085299415386,1.1391093331630893
-2.7358115567699937,0.993541171587144
-2.7300645218377335,0.8468787987072055
-2.716139972857753,0.4824020318124752
-2.7152860875907816,0.4466806135850955
-2.7109132081009877,0.33227184377490543
-2.7104904677799686,0.2999001408933864
-2.69902976826428,0.028607573361424086
-2.6990196017116483,0.013669945771034319
-2.6937967939119587,-0.14325783333266484
-2.6840981893957494,-0.3586497244409538
-2.683335496507786,-0.41076456625693025
-2.680631100815401,-0.4437333150163912
-2.677043424348155,-0.5461324887709319
-2.6769514119542794,-0.5324047606052171
-2.671579856925371,-0.6424165640025589
-2.6660810132528976,-0.8095924865608464
-2.65399471238626,-1.0229892025045753
-2.650109837868877,-1.1378390088891723
-2.647953172108963,-1.1677011364283723
-2.6472945270687402,-1.1658839589497139
-2.6431995399231987,-1.2387246900424465
-2.6391087983219794,-1.3206722110022329
-2.6390914403257497,-1.3181902072864835
-2.633668970965698,-1.4381165236067768
-2.6210926369038003,-1.6040340143080067
-2.615450065651679,-1.6625251536685304
-2.6128864244845333,-1.7068596909649694
-2.6093291788785824,-1.7229215235356952
-2.603684133349599,-1.7777828231144153
-2.601253199107754,-1.8326750143700397
-2.600697953930392,-1.8024919810119056
-2.5945361921783805,-1.9066908679707988
-2.5907930617925556,-1.8998864180940886
-2.5814518325113838,-1.9289202088833166
-2.577359988756383,-2.0004657911390216
-2.577260454933185,-1.9541302937701068
-2.57508006574482,-1.9878577599480893
-2.5634305482475996,-1.9827375856299685
-2.558317627151262,-1.9949076600767441
-2.55721598014505,-1.9745884915168808
-2.543544629760662,-1.9439833885518727
-2.542061190660356,-1.9233297360035562
-2.5341876872825244,-1.8871968375713521
-2.532621531336387,-1.8745594967619061
-2.5266592057017325,-1.8248247571634086
-2.524448585869176,-1.8220505208768536
-2.523153095667211,-1.7782973812910092
-2.516254754916008,-1.741258441339784
-2.5148358483342346,-1.7620771468281153
-2.5138483656198827,-1.6993220549752452
