n_harmonics,base_freq,magnitudes,instruments
7,3.1927267976724854,"[-1.01200144 -1.01425867  0.30526298  0.5760903  -0.83750552  1.13909852
  1.83987988]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.992286920299339,-3.166190167767555
-2.9915903046517234,-3.1884460891888238
-2.98886338773371,-3.255739800287429
-2.9869740568795002,-3.3213729684013287
-2.983944728715941,-3.4084599231366224
-2.983268418524969,-3.4047541239664536
-2.980930929894759,-3.4865558429930736
-2.964507656188414,-3.9337732625218793
-2.9513358638711074,-4.1834354633024535
-2.9247588267886258,-4.408683897152172
-2.91238789405611,-4.307512892383735
-2.9083244147795266,-4.265876807467979
-2.9070892250887646,-4.220713173769889
-2.9070554242687576,-4.2177485987740155
-2.906546388421343,-4.21783528516638
-2.9043533549104845,-4.176433672723433
-2.8891785597600332,-3.718522507460256
-2.8771703500905765,-3.2922849291220544
-2.867340415434789,-2.8204624876819837
-2.8658522232772823,-2.7519215978643357
-2.864251548253379,-2.638899070331285
-2.8518328471494834,-1.895147914448726
-2.8385588219020916,-1.0358045443647192
-2.8269192682600135,-0.24957071503629794
-2.8138247803924195,0.6637203981398052
-2.812291849897178,0.7339363931368968
-2.805707581706539,1.2570488124025332
-2.80567629283997,1.2173406187693017
-2.8024530607692766,1.4178141189937803
-2.7902228511051925,2.212214379338374
-2.775250621107756,3.027061669917107
-2.7722540245542073,3.1559444366748814
-2.771588679569103,3.1702187855208113
-2.756319621974818,3.8276217230569487
-2.7546695883667893,3.837500310480031
-2.7464998443168867,4.0611260883267
-2.726218083070956,4.317948760103032
-2.724514470241405,4.323299776349606
-2.716501628596083,4.300250633272626
-2.711215878198236,4.245023886291167
-2.710752120558467,4.267002273495064
-2.7016498213172233,4.075007965101205
-2.695457424275691,3.9693997745693395
-2.690600112064536,3.8528707646508717
-2.6886015162397627,3.784673361460645
-2.682043526359042,3.560000284103985
-2.681770021869393,3.5889320132026032
-2.6620150451382485,2.8291109206449763
-2.6528599414455094,2.476359985742159
-2.644529145410754,2.0891686978474024
-2.6401132278163635,1.8980462266330238
-2.6281213398015844,1.4252978822607936
-2.6204310415291903,1.1169034393299164
-2.619207068172977,1.056520763282434
-2.6012871639290625,0.47164069984488766
-2.597219865697085,0.29884007925036216
-2.5903932237093126,0.13432863084603716
-2.588077577747155,0.08954228300696439
-2.579725695636909,-0.11891537092847926
-2.566566277190267,-0.34976931323317634
-2.5657759636938335,-0.3824516681383537
-2.5629268266229186,-0.4139715143658454
-2.5388286573721395,-0.6085659088715564
-2.5371382786691328,-0.5820848666367723
-2.5247903904563356,-0.5859656707517081
-2.5185491445270767,-0.5115520433774361
-2.5030610525182584,-0.41258329054048304
-2.4936894228015754,-0.33710805808044375
-2.488013015388121,-0.25795007260251784
-2.4752742445445195,-0.13822227881341845
-2.472330582908534,-0.11163567978560207
-2.472295621234667,-0.111547515904513
-2.467158022243302,-0.05496756858582876
-2.4649672165941863,-0.0483558684215395
-2.457965306853345,0.04253668111928744
-2.455943570972179,0.024095611785393104
