n_harmonics,base_freq,magnitudes,instruments
9,4.549567527139002,"[-1.03797602 -0.25952419 -1.0399174   0.34752603  0.7922025   0.22610188
 -0.72220452 -0.20277142 -0.34023451]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.984555220530717,-2.517010209170225
-2.983459797297979,-2.6113627774114008
-2.9565951524124148,-3.5568322639126064
-2.95652209198726,-3.571433424573512
-2.950916175532873,-3.5391992656034876
-2.9313307527613457,-2.955175826581108
-2.930503087065906,-2.933964919641084
-2.922258742291522,-2.4688698153557747
-2.9039013853997586,-1.2794315484339844
-2.897952195793364,-0.8858710555116589
-2.8967685226580984,-0.8036117075107398
-2.893809950707433,-0.6460331898233438
-2.8906278055663304,-0.4383498257766644
-2.8842730179683294,-0.07098987151614905
-2.8778806813476643,0.18882920276883042
-2.8705812921380587,0.4902759970167834
-2.862016821460027,0.7094101262107604
-2.856638456211786,0.8149186193833772
-2.846480340019548,0.9279414667656561
-2.845495616185625,0.9296835396065142
-2.8408284485991833,0.9215702528485213
-2.836627654916134,0.9074663416843528
-2.824834248310279,0.8604245530859903
-2.823152958143219,0.8547658570805637
-2.8214032260204123,0.846868813927795
-2.819258725468144,0.8356888803805744
-2.816460912746988,0.7850309926780751
-2.8035772853427643,0.7312375586035267
-2.793129745839524,0.6546635800707672
-2.79075244012298,0.6657958947684011
-2.7878313917168125,0.6692550046298197
-2.7771522665485517,0.6044779633815279
-2.769682768080875,0.5812236554428366
-2.7694114265887375,0.563744747261204
-2.7501240439597807,0.4336496008809247
-2.749677872560386,0.40204094632308385
-2.7485651752123,0.4278359560278619
-2.7484206742410047,0.41215977298061557
-2.7475856867373314,0.40726119490700236
-2.740391214950976,0.3170957068145582
-2.7340045537907365,0.2168666789160711
-2.722475208127214,0.017451971747090338
-2.7194618562005846,-0.026309312066870566
-2.7186745066227065,-0.05566250051470588
-2.716838028019569,-0.06702928763381796
-2.706353634293696,-0.2344613671504611
-2.685769488199174,-0.3144068615527093
-2.678344629398219,-0.25109403282254567
-2.677996112691469,-0.24253847415743218
-2.6587434145569397,0.2177993796755068
-2.655719467556281,0.3130639371011187
-2.6534667066882394,0.34905868870400575
-2.6527431954620893,0.4088601660814025
-2.652321533248422,0.39925688596613945
-2.6490317435933104,0.5409158534741247
-2.648306591190345,0.5808512073369058
-2.6427434138895967,0.7381620947057405
-2.634663726693444,1.031471197013826
-2.6263588061099084,1.2847708928697534
-2.6155779068418767,1.5517038317204772
-2.6016933569406833,1.5323412999908868
-2.5954443338158395,1.4621081170789414
-2.595106168344792,1.4362779915901214
-2.579435809599291,0.9409632652376448
-2.573888099645767,0.6763882572480053
-2.572809006961076,0.6344375517147074
-2.569619399022523,0.46863168484779427
-2.565882131765721,0.28644168559896943
-2.5647314906866123,0.2152181046546893
-2.5567572221309804,-0.1968391380205482
-2.5526035901495474,-0.37181758102362766
-2.5487479595358584,-0.5305929092321993
-2.5454517078727017,-0.6775449569024277
-2.542581734655754,-0.7708971057976479
-2.5357881680102765,-0.9456970693464557
-2.4996814608387523,-0.08510346704295403
-2.4710219613816875,2.1190094125696826
