n_harmonics,base_freq,magnitudes,instruments
9,2.1834220118155754,"[-0.79253161 -0.41751256  1.36495391  0.51579116 -0.58693382 -1.50312131
  1.1872381   1.05296751 -2.22771462]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.994224863077507,2.6420246217905237
-2.9909382988618374,2.5563086141780493
-2.9795075955591237,2.1991246105661912
-2.9786091050305883,2.167860169622418
-2.976123690337359,2.111890707841451
-2.9755998142518667,2.0774524636167455
-2.972840957090024,1.969222129077634
-2.9635619743247483,1.6098158832897334
-2.943047553043465,0.7385171410499343
-2.9296365102376214,0.08165647819500967
-2.927712289753113,-0.025653231986150014
-2.917160046236922,-0.5176224696795362
-2.9070705368068643,-0.965319448322064
-2.900982067102098,-1.2712601214961312
-2.8961442232136774,-1.4540542429399312
-2.894772613001625,-1.5349667705170469
-2.8788728384013678,-2.1402569003383136
-2.8751984300367943,-2.284605941239507
-2.8730631945003853,-2.3285023641550935
-2.872836255853315,-2.3480888849975523
-2.8690529754303498,-2.4581890125059838
-2.8665889900495753,-2.5642353108258877
-2.855996236737421,-2.819251218761123
-2.850550945337314,-2.9427052476679387
-2.836693344652744,-3.17152081180562
-2.824599433019938,-3.2720086590318287
-2.8198482251182666,-3.314495609321537
-2.8170847658894638,-3.2858524338328894
-2.8166720345846747,-3.3166638254800693
-2.813888051436881,-3.289313782558804
-2.8108311795692766,-3.2941354904640168
-2.8098612289836735,-3.300207470103939
-2.804947012542047,-3.275663259417899
-2.800791461323189,-3.2649508222024313
-2.7991679878659435,-3.251659480422183
-2.7977122852683527,-3.2344406835497193
-2.797447824219131,-3.237615878899163
-2.793016007069687,-3.212968185257023
-2.7823432098753553,-3.104430290800658
-2.7788057497143113,-3.0376306917636513
-2.778296553598307,-3.0275087255001054
-2.771336596834173,-2.9257665181628694
-2.770508758025385,-2.91077526819908
-2.7627365966970316,-2.7702442423322298
-2.7345051926119264,-2.246027968007386
-2.7319874562510127,-2.199191840244871
-2.721844598243955,-2.014274417675436
-2.7170456007286337,-1.9241337128146325
-2.7164904781794688,-1.9213328949896156
-2.709059637042803,-1.7991099925215115
-2.703428798607609,-1.742394944202453
-2.69447794297131,-1.6150227024626136
-2.68967318533916,-1.5517029613124689
-2.6740955491338836,-1.4130405907587504
-2.6706253981819037,-1.4041042775971107
-2.6472174815080947,-1.3332080971847955
-2.632192106998031,-1.326824132090929
-2.610155795066846,-1.3891966991353528
-2.604757701821661,-1.394868408458393
-2.601846314229811,-1.4494234887417983
-2.6008506474291027,-1.4370719971242394
-2.60084407066197,-1.4282879256519838
-2.598676900116863,-1.4536416159781127
-2.5978614789312298,-1.43548341598899
-2.5860681882803673,-1.4853835050112787
-2.582361926683082,-1.486854745405783
-2.580356675386664,-1.4786734550546696
-2.573126121234816,-1.484312946545412
-2.571500593778981,-1.5028957213122418
-2.570505701612296,-1.4938079413144372
-2.567346082202903,-1.4954676661374886
-2.5667476471960864,-1.4956108395246142
-2.5608660271287356,-1.490805484027636
-2.533322983162125,-1.432768068428585
-2.5210742722936588,-1.3220079086767804
-2.5198113608530264,-1.316046035170244
-2.519513086982294,-1.2937418634447382
-2.5188956918218866,-1.3199482165147807
-2.5155412512340787,-1.2832965227489639
-2.5148879564864526,-1.270838864138497
-2.514369592211846,-1.2738121959630753
-2.512373245488633,-1.2233952748606332
-2.4877627518341128,-0.9797916083713769
-2.472422882835544,-0.7908030832498094
-2.468538403824914,-0.7473657172103259
-2.4623339590066187,-0.6619785790681485
-2.459395151602336,-0.623966087044375
-2.448341122264531,-0.5126217286668322
-2.437868608358539,-0.39932578324701273
-2.4350174722619666,-0.37241001959008363
-2.4313568824900096,-0.35378032929156306
-2.4263404554810024,-0.34372263209178355
-2.4207533761425832,-0.317681043425971
-2.420348025556415,-0.3091536125925774
-2.4112748709720346,-0.27481821101857
-2.410044628650023,-0.27085955389886757
-2.393768828622137,-0.30012490538560804
-2.3859991623920287,-0.3397952226344848
-2.376376946949329,-0.43786003905131005
-2.371322976013393,-0.4648427740839528
-2.366090285406921,-0.5055957953675204
-2.3589604136335147,-0.6557980337772651
-2.3571670593075065,-0.656201710139775
-2.340237073057752,-0.9235600113813004
-2.333223026223811,-1.0576392023632584
-2.323177049442565,-1.2694916910006313
-2.319262785525919,-1.3298789381312557
-2.315171003000907,-1.4013005492163018
-2.2950554128849676,-1.8074581322067094
-2.2934733851338844,-1.8036569176343984
-2.288179048274598,-1.9070338828279065
-2.2852371904112356,-1.9435821214451952
-2.2807638479187817,-2.0480102299079888
-2.273617777172153,-2.1149620918047294
-2.2594315392050506,-2.2658290884015573
-2.254760484291647,-2.292749604609412
-2.2509111616810644,-2.3002073315223828
-2.2485340424814053,-2.316377670702215
-2.2277174981435284,-2.2507353812521216
-2.2224470741114186,-2.223372053629817
-2.221351122933558,-2.2017216819140732
-2.220964485773063,-2.201807282917606
-2.21960685071684,-2.2027160988321635
-2.2182010224434348,-2.1747453164583357
-2.216389626469056,-2.163416621384746
-2.1996530139038364,-1.8834589657420355
-2.1940384430003554,-1.7663750378132326
-2.1893033974875467,-1.6427605948653146
-2.1683439874305543,-1.0365754163158842
-2.1511060174495875,-0.4646651161135165
-2.1499419468665195,-0.39932881428163874
-2.135685021429355,0.11874267159442593
-2.1309609148185613,0.28479824769610756
-2.1309180057745793,0.29477076370159416
-2.1301684923513258,0.3073165881622035
-2.1272705969005505,0.4232134482187445
-2.1221062185280406,0.6343146181519708
-2.1210712556037654,0.6345649391259001
-2.1170299088501174,0.800046408807055
-2.1162755601320766,0.8186274934435369
-2.083512241487738,1.8937176614617302
-2.067378538444612,2.3178627355584744
-2.065185601875082,2.3833828835829203
-2.0623085366986142,2.4564862216603096
-2.058068378465062,2.513128501998668
-2.052912536374013,2.6234780344748336
-2.050149556597412,2.6794711517493166
-2.049266764567708,2.7099354225090515
-2.047138775105619,2.7239712101289
-2.039005551803413,2.8215925462750406
-2.036785132567002,2.8619628959904477
-2.0268585547871782,2.9414126492789734
-2.0213668784073056,2.951015750239213
-2.0196181643536093,2.9558246346798227
-2.0125132103757335,2.9744008186214392
-2.0085214138710157,2.984561458396061
-2.006442503918043,2.9732962181250553
-1.987592357354775,2.886697678904544
-1.9875011896399921,2.901610036462452
-1.9851907471946553,2.8710185648923745
-1.9846910649105856,2.874710419454635
-1.984072608816739,2.8612280780537307
-1.9734318700612918,2.7438100249604997
-1.9723506395256567,2.7588264555199253
-1.959346923834672,2.606369183886399
-1.9492061541194845,2.4453410360398955
-1.948328659169985,2.434179919636286
-1.9344020279456702,2.2327609793407843
-1.9342720452422368,2.241046326051885
-1.9322527293541407,2.2068904343562132
-1.9244456352532096,2.0957967341905768
-1.9076157695038771,1.8651952812845964
-1.9032541907932283,1.8133407623184143
-1.9012594245509558,1.7995654790473672
-1.9008423039881537,1.7950123033227825
-1.8976014263269534,1.722816703303106
-1.8800389839126008,1.5735854407552634
-1.8745605196588404,1.5349992160068309
-1.8613149972525194,1.4420830971805285
-1.8496339830719952,1.4131557160299846
-1.8283697360698752,1.3850329143529039
-1.8224348823179906,1.385719088846468
-1.815789517729371,1.4210631558917024
-1.8010339611925144,1.4777438605339905
-1.7935936317375123,1.494561342817902
-1.7912108687357027,1.4947995121841524
-1.7823809496302112,1.5653793990513074
-1.7731272436918104,1.6275004681809517
-1.7649356903528546,1.6831837368024283
-1.7502498327063072,1.8118217499479097
-1.7444368529000887,1.8438957043590514
-1.741943406944734,1.8754489279489974
-1.7417568098482996,1.8372837230924113
-1.741419803285786,1.8745632787810078
-1.7413782571131617,1.8640966816811655
-1.7354155839548626,1.9181920235933778
-1.7255718633351085,2.0048668104356366
-1.723627796173018,2.0164393000322938
-1.7221211094949882,2.032501038856775
-1.7157322773972505,2.110357219588497
-1.7122973054933395,2.117825380031007
-1.7112238975775915,2.113175297452515
-1.7100638363528673,2.1348970521668993
-1.6953800906091225,2.282316327199702
-1.6949038605618707,2.268708210542094
-1.684258456134865,2.3462146529739147
-1.6812512158424338,2.3739989496727016
-1.675490472837212,2.429579239320389
-1.6695698228837335,2.4567034918762385
-1.6516615220574224,2.59486575004619
-1.6498845389061216,2.6125488828634724
-1.629018408324743,2.767316081143091
-1.6253106517412719,2.757697988311326
-1.620200477087457,2.825701917644284
-1.610680416602193,2.838791476925764
-1.6036263996950146,2.8663582406376604
-1.6000161326978126,2.8616841254289818
-1.5997097192570389,2.878914361179842
-1.5862496717685388,2.878707277969223
-1.5861055218757898,2.8739053824898613
-1.5742028914944477,2.875384906717826
-1.5697145767717133,2.853375041087904
-1.5642215546753455,2.8455554152481004
-1.5574307920700268,2.7703663627460426
-1.5512122056843836,2.703469556250582
-1.5449878177047758,2.664394693154872
-1.537100234236325,2.5412626624703165
-1.527647723530238,2.363040502366008
-1.5229820756846808,2.283698563236841
-1.5165476932083215,2.1532768919145524
-1.5139688314432689,2.0937416432931575
-1.502998546905906,1.8487038916048604
-1.4960508937660673,1.6442449104217558
-1.4906338545835722,1.4829790636014983
-1.473877495450948,0.9268550250656798
-1.4727577489719421,0.8657918242744193
-1.465688879013213,0.6253335034957063
-1.463895986939947,0.5511022171984131
-1.4597338552553942,0.3869518261935787
-1.456291761389192,0.2542189733449181
-1.424496610942824,-1.024725664392472
-1.4244932747608874,-1.0158144753928535
-1.4227932016437446,-1.1210376105568998
-1.4204534747955544,-1.1851458427452213
-1.4147073847491622,-1.404226390043264
-1.4045301739366132,-1.799922756587825
-1.399729547671053,-1.9392126551590252
-1.3960306826721818,-2.0889998210950913
-1.3924788261913474,-2.197857996950622
-1.3913944361543278,-2.2159759138737036
-1.390222930845408,-2.2816157804025394
-1.3898441065249838,-2.2566666662932158
-1.3886886999938748,-2.2863395259148414
-1.3777407752399067,-2.6057099662803997
-1.37630503286875,-2.646553210874621
-1.361959612040551,-2.9199054806886715
-1.3562530809627764,-3.0186283644843757
-1.3560720327853637,-3.00100315375779
-1.3508405861240533,-3.0568390097241176
-1.3485312779833634,-3.0846845295669563
-1.3484528220870817,-3.078643921703483
-1.3476038577392395,-3.077757647802202
-1.3457963756637685,-3.099366793162406
-1.3400844356589763,-3.129384068287475
-1.3342990424517855,-3.1242252722525476
-1.3299290812389957,-3.0914191123049903
-1.3230746929603936,-3.0510234427289245
-1.3227933199270987,-3.0623521140137586
-1.318627054774901,-2.989900687560449
-1.3185077405135495,-2.9945645082269663
-1.3163471503114095,-2.966934532223099
-1.3066224235698976,-2.797397395740183
-1.2978893359289814,-2.5821486550893353
-1.296800364627474,-2.566797036541209
-1.289753717198619,-2.3404046485539993
-1.2881244411075825,-2.286832680164205
-1.2871509263225072,-2.2849098563272836
-1.28640619713177,-2.2557687128566797
-1.2852674017055379,-2.209702269255883
-1.2764509502998338,-1.9002770035184826
-1.2644476333847106,-1.4567622688959663
-1.259022498979143,-1.2371854302617453
-1.2554329053706565,-1.078698081554446
-1.2506908735107098,-0.868823972450809
-1.2407023716954153,-0.46358980017615664
-1.2384160103736663,-0.38646659154644863
-1.2259676739181429,0.15907347719908263
-1.224071630950471,0.22252178462546338
-1.2093143883507183,0.7948742979288144
-1.2034376449841973,0.9730398039796415
-1.2027936781937363,1.0052478371491143
-1.1940118334341523,1.2790778216068568
-1.1871356575131107,1.4307911037009677
-1.1813118680996761,1.5790891984336144
-1.1778741510865212,1.6396126181832376
-1.1646612601114392,1.7921426777874336
-1.1624650953084428,1.7991359584238835
-1.1563755030254803,1.8303911458612179
-1.149198027690946,1.8024893349086195
-1.1486279111460211,1.7836080122532976
-1.1422126391982361,1.7715713344715922
-1.1214715955315238,1.3966068361693942
-1.1160472038379687,1.250043417739452
-1.10144645265819,0.7562759843818231
-1.1005382731290847,0.7355204003632585
-1.09250917845878,0.4291770367842422
-1.0924199475644598,0.4073979658467056
-1.0871787135190836,0.1902630932947467
-1.0836138613488766,0.07715097757801181
-1.0814947314339973,-0.02057661494189272
-1.0773831459356977,-0.19874923722382648
-1.0770620110939817,-0.22261236382154503
-1.0656567243239305,-0.7046134945733883
-1.0578497298499647,-1.04394725033499
-1.0495370752368496,-1.3815403504678283
-1.0469007105106742,-1.4901728987310536
-1.0468101790914224,-1.499667624319838
-1.042559922512517,-1.6541951893088218
-1.0423177985922232,-1.6577294073958742
-1.0241228521521617,-2.244595333355579
-1.0173267451742691,-2.4146550007638887
-1.007510481206483,-2.5975837141596356
-0.9962732068567712,-2.7330805210852818
-0.989464499701409,-2.748395132518341
-0.9825333019612343,-2.7274478271529996
-0.9787986537676252,-2.6963249917558736
-0.9735420671824322,-2.5994190444744856
-0.972628793207174,-2.5932164664932773
-0.9672152169101573,-2.523474563492865
-0.9593960590464876,-2.314690821529474
-0.9580524925290117,-2.287069173218514
-0.9522498488535369,-2.0894317643399023
