n_harmonics,base_freq,magnitudes,instruments
10,1.1630209757863375,"[ 0.223357   -0.80453593  0.5206847  -0.15637083 -0.01742813 -0.09787875
 -1.20074034 -1.71605778  0.17732782 -1.19426169]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9994983508857542,-3.42405705488113
-2.9889208792338353,-3.840245893904135
-2.9823976565456007,-4.092597625200235
-2.978967168455125,-4.200684173708669
-2.9670363282348866,-4.625999708700839
-2.9559840967633693,-5.00023207849858
-2.9512901039486072,-5.147581708204725
-2.947125630293585,-5.283103879981364
-2.941479553114316,-5.440074317192549
-2.9374691393014722,-5.555572310670285
-2.9362003582064578,-5.59906292406245
-2.9335096226860573,-5.662018905745055
-2.924905091028971,-5.860860579488758
-2.916523399579941,-6.074891335678396
-2.902464923057873,-6.33450849839007
-2.8961727161792705,-6.385467922298505
-2.88598618085189,-6.52525530009481
-2.883139413186761,-6.5428339256377255
-2.8688805710307737,-6.669513766522061
-2.864140159011132,-6.627551521806038
-2.863297944093849,-6.655460969729159
-2.8576642126224816,-6.648070895194422
-2.8438954038424593,-6.574831140998104
-2.8418370038361913,-6.588098550798287
-2.8346372103721778,-6.502551735315108
-2.830669298418102,-6.51066683420803
-2.8264081769658187,-6.43663395438662
-2.8229144502977057,-6.379082350874098
-2.809314420840435,-6.147131381284781
-2.803934523814018,-6.048981183662166
-2.8017548284275287,-6.008191284599916
-2.7952946015762308,-5.85597159973296
-2.793988834409486,-5.8204615791897485
-2.7914057101535623,-5.7584199067698
-2.788496352471799,-5.700657164681433
-2.788042231642442,-5.682574823232338
-2.778199574330894,-5.42195898309732
-2.777897203664902,-5.390468636827103
-2.773989892382118,-5.315482965793218
-2.772772093554158,-5.258551514134445
-2.769499264449328,-5.157280111959802
-2.768194916686504,-5.123519001353838
-2.758747009852766,-4.801826125392608
-2.7537561113916142,-4.6323345810628265
-2.7518076348120175,-4.584598556300298
-2.7497263326270565,-4.5041769137987595
-2.745965485226078,-4.369709709275723
-2.7405970811197964,-4.194956866415943
-2.737209811249845,-4.0572900259542966
-2.7328145270129838,-3.883483462558345
-2.730910628566737,-3.816117449795674
-2.729524824759822,-3.7698404003050556
-2.718628113490607,-3.318009556349538
-2.7098304599938405,-2.9824696423578048
-2.709630837019819,-2.995304970057548
-2.7082519679197996,-2.9398667251447668
-2.699317470580135,-2.5654628910919164
-2.6768391831514577,-1.649747029214722
-2.675131771102281,-1.6080864365855445
-2.6736997526330883,-1.5261042913764462
-2.6725064329985377,-1.52068891853352
-2.6688731827949663,-1.3720886365430358
-2.6664985968139168,-1.2684462127895662
-2.6649202586386203,-1.1929514876820186
-2.66371522796884,-1.1567338201125121
-2.6519190131907244,-0.7248410178097581
-2.6452251186018576,-0.4605489304165313
-2.6426383028102354,-0.35980824843047354
-2.6422703228435958,-0.3608222901185631
-2.642230825006072,-0.3606134513323454
-2.6395949403576475,-0.28074084431310964
-2.637745350025158,-0.20258793939822825
-2.636131442995773,-0.1470478297348746
