n_harmonics,base_freq,magnitudes,instruments
8,4.799548354524822,"[ 2.86168130e-01 -7.98923093e-02 -2.51962766e-03  3.87133915e-02
 -5.36682202e-03  6.11433069e-04  7.99876080e-01 -8.84449683e-01]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.998701987242726,0.4486357563467448
-2.9955283828570263,0.47399840498167284
-2.9917223471358994,0.49276004107889615
-2.9882979518457073,0.5036974995358555
-2.983548791484729,0.489562196079223
-2.9793575460600694,0.4347440706338853
-2.9745110433721975,0.35132329052915273
-2.9721479810791207,0.29846785829904016
-2.965136454899384,0.08266128050877976
-2.9628399642210015,-0.014126661725687821
-2.94868829538314,-0.732805995844641
-2.945142055316716,-0.9387807646534118
-2.938299201522817,-1.3900381602470941
-2.9355354049458384,-1.5608591818789266
-2.9321761053317474,-1.7827030590601909
-2.9314956773545564,-1.8513322581602634
-2.9274342597440466,-2.0995100735404697
-2.9220911179343627,-2.4226709025039193
-2.902344565006723,-3.264357377137113
-2.8993860929304054,-3.324896144609149
-2.8835223448196503,-3.198904077839972
-2.882087811540054,-3.1540722731918436
-2.881270542572797,-3.1236380290662242
-2.8803769778037824,-3.100766862787675
-2.866864715706222,-2.3059564545882103
-2.8621584732404157,-1.9221271974821041
-2.8561424173632872,-1.3643652314772226
-2.8517984703936774,-0.9373470128286308
-2.85105096543556,-0.8621434359931157
-2.8505906755778674,-0.8180637205489745
-2.8491370281892383,-0.6707399252203589
-2.8453785468137536,-0.25490138375429994
-2.8390098603179554,0.4362984366152894
-2.834114007048038,0.9624886371667136
-2.827953690849184,1.6092514859522005
-2.809677042652413,3.1536159998945594
-2.805836019818071,3.3796291560152825
-2.802742160653314,3.5472099564047164
-2.7978897748095015,3.7324967082357765
-2.7973446750675297,3.765361589964008
-2.7966583228319464,3.7717725436050085
-2.794735867135863,3.801484660110878
-2.7889330417424683,3.874150251354728
-2.782732548912521,3.8432028351532104
-2.7739295818905947,3.616137281260463
-2.772763847467484,3.5732570320910026
-2.77262239543895,3.5664110593940515
-2.767118664922962,3.294868517870378
-2.7568216825013208,2.6846675375674587
-2.755059027023714,2.5429313940131317
-2.7510139675137024,2.2676289723572474
-2.7259305988328926,0.47263917103547864
-2.7143475585388197,-0.13362068708277633
-2.7064746573910554,-0.3987284122176641
-2.698995629498933,-0.5472650616577391
-2.697101553111439,-0.5545232365197257
-2.6966215999226337,-0.5661771133665727
-2.6898342666875457,-0.5814731436524354
-2.688632574068725,-0.5801242791077756
-2.6815004037116665,-0.5078154610686659
-2.672144941242784,-0.313286606154048
-2.6640389057899805,-0.1073992909064984
-2.65666995086102,0.07567707018211929
-2.648438332534677,0.2809035702097284
-2.6474060228779193,0.30111116307593466
-2.645686041442458,0.33351290262000316
-2.6448515366796554,0.3498976851792071
-2.639429561416304,0.42330418534717207
-2.633544810620341,0.469934036145819
-2.6330061219795944,0.46504227185128355
-2.6305407936333887,0.46372949130028085
-2.6218192563572256,0.4112694468513017
-2.619270033373141,0.3785137002522758
-2.610676262325738,0.21143852273621846
-2.610327668686037,0.20499117713997692
-2.605048166735446,0.06003457566695574
-2.577460412499457,-0.8047013636035197
-2.576921030827921,-0.8218564206471476
-2.571911906636085,-0.9355119809399279
-2.566981637833508,-1.0159018637448367
-2.5622420527777887,-1.0625426393157935
-2.562127690198203,-1.0532767536970555
-2.5548621280764765,-1.0635978633481544
-2.5547382748946394,-1.0718648057522553
-2.542777126245252,-0.8784387919313208
-2.542041162162673,-0.8667408647935049
-2.5331540596895477,-0.5522934861792418
-2.525206393136532,-0.1957144836669185
-2.52060386696784,0.03478452649090646
-2.5130199557933643,0.44044666958018514
-2.5125652094524114,0.46441020767420466
-2.508149268279555,0.7075838907246533
-2.506251560668609,0.8100627184189197
-2.4893065949524233,1.5623729543493916
-2.487644941607382,1.6276889050564056
-2.4854097378318603,1.6901768712964826
-2.4673744917434117,1.8208006688775706
-2.4588190869200126,1.6153362020665007
-2.4552455684158403,1.4761170072329857
-2.4542978916819074,1.443028344636526
-2.440642244212971,0.66843934300561
-2.4307306659812524,-0.06821491635154334
-2.41758287583422,-1.1220420381772271
-2.407364670068417,-1.8843051442952585
-2.4058926135475764,-1.9751782184349462
-2.40542317249989,-2.0049482908886813
-2.4037701936147613,-2.1127948817032007
-2.4017321905118445,-2.2424587789476873
-2.399490831573294,-2.373840641471076
-2.3947467491764454,-2.5995987364545066
-2.3885176226251885,-2.8321498476557774
-2.3629862918220934,-2.724684130683976
-2.3326678284969606,-0.8011544420517426
-2.3147419226464043,0.4855662258340694
-2.312106094876656,0.6332911043881382
-2.3085099816332297,0.8403241080135064
-2.3047796078959006,1.0023448792303462
-2.3018421987507627,1.110918051861449
-2.301238701265256,1.1482700297998465
-2.2957314123324393,1.302106963449368
-2.2937711602562687,1.3307806392426118
-2.2867686285195488,1.3939458731844119
-2.274272572482113,1.1615995198467506
-2.274018192574099,1.1534490084289477
-2.2650131253951784,0.7564240018703461
-2.2328914486963813,-1.6234428929638283
-2.2321491198846033,-1.664324077491868
-2.2296907260229455,-1.8651862646341826
-2.2286025986461446,-1.9475280896494755
-2.2173718689524575,-2.7652589307106745
-2.1887671339507526,-3.893115245973995
-2.1859559003930524,-3.9222933527480097
-2.1675238296825077,-3.6774788817459085
-2.16358183714696,-3.541267524854918
-2.1634418513602722,-3.5498092881591856
-2.155470668370386,-3.2097193833126014
-2.1438603948560693,-2.6462352191786045
-2.1277855462210775,-1.7791733948967894
-2.11769735080939,-1.230330758688759
-2.1162052169008705,-1.1551554008748883
-2.1114945191325387,-0.9422850083306933
-2.11138905792923,-0.9355254311005506
-2.1110122967330707,-0.9250197362658136
-2.0988787739453034,-0.4159747254400831
-2.0974770140821475,-0.3345630920018357
-2.0874762062421643,-0.03763747494418615
-2.0840193713780053,0.03408069804613335
-2.0686987260621317,0.3099251097431175
-2.0648140417168923,0.3558702144118922
-2.064765634741603,0.35814459851437835
-2.064288013920298,0.35910359882377274
-2.061949515996485,0.37123925144051995
-2.0513120796154185,0.4125939201651386
-2.0477940421096203,0.37829755746636873
-2.040450475758199,0.3384037558553289
-2.03790904784489,0.3339258671331489
-2.030059842139491,0.21713146456097154
-2.026282946041243,0.1711577100582175
-2.019824611674416,0.04767489856673455
-2.01757922212442,0.006893916831824193
-2.0079190129133564,-0.19906891129736443
-2.0046536603839646,-0.2872778208896694
-1.9981030542698375,-0.4710154612306792
-1.9889929924937049,-0.7133504688749907
-1.9767449120273999,-1.0285422497036834
-1.958406346364875,-1.3674709048543778
-1.9519617568235066,-1.4022821044306115
-1.9459446614376783,-1.3855687904509042
-1.9280625867171857,-1.0473004889558175
-1.924718883598071,-0.903357301911284
-1.9167752493359198,-0.5396907211112896
-1.8932344267721763,1.0553640037004586
-1.8860169121253036,1.673505174461483
-1.8855416821385829,1.7082956858189915
-1.8839458103074158,1.8297577965116945
-1.8713097594798853,2.894472644862052
-1.8647630223667724,3.384155538233452
-1.8550213801808526,4.035273410596091
-1.8516660915899188,4.235500636735199
-1.8405898624137866,4.683877115061697
-1.8391601671011046,4.708866045530574
-1.8377845280288212,4.760604822555719
-1.8372870542754691,4.744925386618738
-1.8358009164177473,4.789902174876973
-1.812197013052882,4.524445333903722
-1.8103959822769615,4.446787399410956
-1.8070882676160411,4.292964663445937
