n_harmonics,base_freq,magnitudes,instruments
9,2.286336485225147,"[-1.01798558 -1.45136002 -2.27120511  0.74456469  1.3252748   0.31987375
  0.42865033  0.56348577 -1.34436039]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9968198685532177,2.0653073910791653
-2.9957401336403144,2.012719565230388
-2.9902271682836377,1.698522862298425
-2.9766514197027116,0.8398803460274795
-2.949816778563507,-0.8719263228069807
-2.946976061656285,-1.0261019571886583
-2.9352459572678207,-1.7256017944085862
-2.9327513457676586,-1.868284025688602
-2.931836448261464,-1.910720582466576
-2.930638390103533,-1.9886705968853415
-2.9244647924387097,-2.2802502189526694
-2.9174424821098173,-2.6188263552962145
-2.9029030837823706,-3.194839787334241
-2.897203855159932,-3.377459982305546
-2.894034320981807,-3.4653683773825503
-2.8878436560551366,-3.6391366745240954
-2.8840801293098934,-3.709938394822433
-2.8741600674667582,-3.894987144121317
-2.863620993879403,-4.007959614460528
-2.859555857511242,-4.011019616866606
-2.8480012909232633,-4.032342639698103
-2.8435734978935994,-4.001128270957622
-2.836505755076831,-3.9827246344390237
-2.83191664317747,-3.913408101442952
-2.820437425825761,-3.80253390110898
-2.817146717583011,-3.746520826744868
-2.813069127528562,-3.705843001948642
-2.81274868561749,-3.675278647214091
-2.806087713041229,-3.6174698628512614
-2.8048444916082875,-3.561668445777398
-2.8036656044087285,-3.556416374522345
-2.800083343850857,-3.496920773486189
-2.779829432100368,-3.1783702552137676
-2.779416100847534,-3.1737005085019367
-2.7782503544717527,-3.1686573250145544
-2.7657978621443147,-2.9997490897145407
-2.7650440844786637,-2.9967185346827465
-2.760680583474681,-2.9511533060915864
-2.7581934363207816,-2.921227170020286
-2.7549586908459083,-2.890180401344556
-2.7514907678416245,-2.86403404379344
-2.750681754130664,-2.8672631462846407
-2.7455739128394563,-2.8194885196649846
-2.738367432904427,-2.798602294062567
-2.7340681336402426,-2.776368156951029
-2.7241772293197704,-2.7783715768653465
-2.723927537602923,-2.7926062190188015
-2.720269829329359,-2.786045295479794
-2.7155833677324694,-2.8060010491152085
-2.7124597988000305,-2.8053667561258
-2.7081851027862296,-2.8328461837920473
-2.7079601574040453,-2.83145562577263
-2.6976377335524155,-2.8778362173302847
-2.687937139846295,-2.966404327818522
-2.683973029821165,-2.9880560053316656
-2.6794835767902514,-3.0033423671339556
-2.6770914813136777,-3.032408884154934
-2.6758993628608403,-3.0542024028821206
-2.6740037359537983,-3.066822856317103
-2.6694823743991707,-3.0996186659220832
-2.6693440362414362,-3.0765258015005172
-2.657745436917544,-3.152910535896016
-2.6491189245533704,-3.18879826035634
-2.6427973058050727,-3.196474949189182
-2.6417591144667205,-3.1983501180020633
-2.6378512978702267,-3.1861481357555075
-2.635829765548512,-3.191043707538722
-2.629329060469199,-3.181369747264575
-2.6244558078656013,-3.1241541165986773
-2.6153749109495372,-3.026624341214576
-2.613474034868501,-3.0413496482648417
-2.608268523451082,-2.9376656780622743
-2.6035070505654536,-2.8440135685405648
-2.589339771290146,-2.5145630477346668
-2.586259128738533,-2.4609988676602392
-2.584629671652061,-2.398942321723607
-2.5780525838184385,-2.1772920232360735
-2.5779051748856636,-2.1777981907249426
-2.5560051646104256,-1.350505773485451
-2.5538801350459255,-1.2888820774845056
-2.550224545390696,-1.1151377707115047
-2.5423971538701435,-0.7462509792386868
-2.539472930800503,-0.626046540677234
-2.5250054855351998,0.09664401718256137
-2.5193515835153084,0.3595836814661554
-2.5134514422613723,0.6142771485837026
-2.50419656879033,1.0485550229191856
