n_harmonics,base_freq,magnitudes,instruments
9,2.26551003253203,"[-0.5005744   1.51610198 -1.25886913 -0.43333726 -1.58724021  0.67135837
 -0.76704116  0.37956448 -0.20874279]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9822087547790344,1.5814658636498036
-2.972860654215428,2.0436404846562533
-2.9622301020026196,2.4828845921219447
-2.950411278024822,2.7862927096427734
-2.945270609751906,2.888592006759934
-2.940936170191357,2.9433032592397868
-2.9400338957029843,2.953548508499515
-2.9389603564886233,2.959187915348746
-2.936386874341988,2.9808415724749633
-2.927013732508197,2.959756020240106
-2.91688125945076,2.8417389261433956
-2.9168593656430453,2.8321022747049156
-2.9133793115901145,2.769963080999426
-2.910865690406291,2.713238146319758
-2.9091063384315596,2.675410893031859
-2.8978238416161988,2.3008854005378585
-2.893786672965629,2.1281524049297755
-2.892041340451888,2.0593102483903456
-2.8876791614500035,1.8631263874684725
-2.8779689473675534,1.376613845878684
-2.8714727590167897,1.013252577107921
-2.8707347539815595,0.9623635258100253
-2.862772644426181,0.4814753584176516
-2.861023999786097,0.3786768917492835
-2.8571133266641606,0.14114657789914847
-2.8430989906230573,-0.7560062898682526
-2.83329953585521,-1.3912624494184853
-2.825678345415259,-1.8362160023084504
-2.8253522844679697,-1.8668159088079201
-2.8243848016636637,-1.9276620672826217
-2.8201883180827325,-2.181806893247718
-2.8159926083189735,-2.4229401245939624
-2.8008644824582123,-3.2020381565569607
-2.799447210682337,-3.25720782734208
-2.7983658257531108,-3.3061322013649534
-2.7922260527628766,-3.5710054070370125
-2.7810197196969355,-3.9550401818045877
-2.773379325372575,-4.148467110588533
-2.769766266992428,-4.225194395451644
-2.7547734855617554,-4.378646165180917
-2.752727665103105,-4.374375011165653
-2.745917783307061,-4.359211604761125
-2.743591586198292,-4.33539334169697
-2.728813113835862,-4.103454094617754
-2.7163805358740323,-3.7558820714171217
-2.701475234896332,-3.1822227440279263
-2.69471466596201,-2.8808617898649955
-2.693839045043416,-2.835487139255966
-2.6795067846313945,-2.1075753543334605
-2.67785480436201,-2.0196190879405758
-2.6759719121779257,-1.9272127930847125
-2.6719689736321945,-1.702437870247736
-2.670175049934059,-1.6175269647630073
-2.66923560025592,-1.5583002764261527
-2.6690584174356218,-1.549071371932303
-2.664704218504916,-1.3070822723293494
-2.648007161353531,-0.3894830743437374
-2.647253910325729,-0.34987342925772075
-2.6451293125740403,-0.24219963503198608
-2.631200937099327,0.4725977931079104
-2.629094853509849,0.5841758061248807
-2.6245305830339376,0.7980072197595721
-2.6110825194654104,1.3913855987835555
-2.5960428521777317,1.925613882582261
-2.59584052926578,1.935975401863877
-2.588151380170976,2.1587858007319056
-2.588025449626445,2.154683547996085
-2.5800365758776467,2.354687767668955
-2.579200072505275,2.3600045175286017
-2.567606770299526,2.569960211385435
-2.5533579288239863,2.7106925238638544
-2.5452535419101574,2.7338669319959377
-2.5446999700403676,2.7284557485554988
-2.5378434396823284,2.736195372925071
-2.5325184682888744,2.71149856943465
-2.5317805014597337,2.704096281131748
-2.527998068998665,2.6948336477950288
-2.520418091753064,2.6341789094342243
-2.5169457393091186,2.6072939563893462
-2.5103883215728517,2.5284123116090935
-2.5046443266354803,2.469083622163339
-2.5039764811532006,2.4540058101586824
-2.4930873064379204,2.303482793281109
-2.4918147999748754,2.273348865889177
-2.4809882257435483,2.1178645312324336
-2.4778416336347746,2.071583313552699
-2.477719044982728,2.0634514608677192
-2.4671350121163433,1.9127036431659676
-2.4643228644401476,1.853036328307549
-2.4597640001403347,1.7933592207047218
-2.434713655468155,1.4637343879946427
-2.430443047962938,1.4102097981419044
-2.4164547824608253,1.2852002201136092
-2.4052678425466176,1.2090694671100386
-2.383351163319408,1.0961768849792657
-2.381329892029101,1.0945708929566498
-2.3645847454720457,1.0517090413201098
-2.3595132251040587,1.0458472105965582
-2.356951868342416,1.0304231321594168
-2.356664617021499,1.03788894754496
-2.3524241029965567,1.0322528563920468
-2.348431560066956,1.0250185783374586
-2.343810051994846,1.020004322886398
-2.342238135604299,1.0209380373070631
-2.341796286376794,1.027896552051133
-2.3380688787725683,1.0238494537449343
-2.337105654085062,1.0202220064047025
-2.332128829582192,1.020516276895255
-2.32935563364984,1.0227777452900362
-2.3042072371008677,0.9989770249082996
-2.3011330950911963,0.9942604600696715
-2.2970157532550592,0.9844774387381342
-2.2929310313054057,0.9849381370575129
-2.2895054900872607,0.9752400104534371
-2.2878058256020473,0.9863069199248389
-2.2873851755857797,0.9787594465128578
-2.282816161501011,0.9828458131506325
-2.28177359673084,0.9627705486148546
-2.2817336261419516,0.9547118801300299
-2.279669120895891,0.9633921450148522
-2.27811035646892,0.9637900572556537
-2.2646619262825833,0.945581772661937
-2.260525321866738,0.9195563953578568
-2.2547707530229317,0.9224477505088807
-2.2501564280916493,0.9238527899995265
-2.238932291141769,0.9109542337928601
-2.2369121003702475,0.9395994575826133
-2.232064919182867,0.9253625355476892
-2.2298734453184665,0.9208552232503726
-2.2297067045695647,0.9231105651886119
-2.2268047758278424,0.9215900505327814
-2.225162943180884,0.9242948201305332
-2.2167676315562876,0.9489667767623561
-2.2053930081235165,0.9848237514101236
