n_harmonics,base_freq,magnitudes,instruments
9,2.386570179097828,"[-1.25006182  0.50053577  1.52678204 -1.91453703  0.48609365 -1.36637357
  0.47407334 -0.12883275 -0.56785711]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.998234665457662,-0.8570063491129587
-2.9933201409143684,-0.7571205816400371
-2.991305409013404,-0.6402755716326389
-2.973409540767128,-0.4215186772763158
-2.972569773705577,-0.4241429757763656
-2.96624415616148,-0.39686807942852226
-2.9397954444068293,-0.6300123801382074
-2.9352425113653977,-0.6965877406591722
-2.933365558132694,-0.7776659394817131
-2.9287067714258717,-0.8423566784855271
-2.9170158747787385,-1.1565167225136632
-2.9055602554657027,-1.4764086239140628
-2.9013528971615603,-1.5891281614696768
-2.898654019800369,-1.7339375088249294
-2.876110778648741,-2.3523327109940846
-2.876016247265807,-2.3886576834713495
-2.866554308886532,-2.5904812626958664
-2.854350188402882,-2.8467861404465613
-2.8472720737701964,-2.960612663168682
-2.8430479091499925,-3.005500157619417
-2.841824969051787,-3.0063524116943636
-2.840548906043619,-3.0456527201724573
-2.8356248191850293,-3.0696054545045324
-2.835050948954555,-3.037584218812844
-2.8344520065094545,-3.1024290156743453
-2.831271645051527,-3.1151043018965523
-2.8160644890021893,-3.0576238207241397
-2.8146293754196563,-3.021422201893178
-2.813435422950377,-3.0190000578636886
-2.8109489016572424,-3.0304079766387098
-2.810833314948137,-2.9595743802941983
-2.8100750228828537,-2.9990636988144166
-2.8097663468289102,-2.9901741983390804
-2.8095792800534998,-2.9944686893003905
-2.80440601380537,-2.9714496035355804
-2.7972432858186433,-2.8081784499327695
-2.794423177074802,-2.724460094710949
-2.784590678603503,-2.5524219050128996
-2.7841884017689464,-2.499177610965031
-2.7709880411388195,-2.1496502468044927
-2.770958282742268,-2.1433136277620153
-2.760439830753635,-1.8294105640910194
-2.7497377746569853,-1.4531421990736244
-2.736391458268159,-0.9331341301238004
-2.7327388121464073,-0.8388226389045269
-2.731704361020874,-0.8007267940692177
