n_harmonics,base_freq,magnitudes,instruments
10,2.097436006921071,"[ 1.10979527 -0.55541543 -1.14289476 -0.35369901 -0.8351945   0.72438918
 -0.86329934 -0.6885943  -0.18869933 -1.71400392]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.995294654971775,-1.6916288467592613
-2.988348846971002,-1.7511451926102044
-2.9874695264308295,-1.7291213590762522
-2.9863763556407754,-1.7176995817764569
-2.9764346860805633,-1.6780477665628668
-2.972373889717143,-1.629011353022643
-2.9706181780666574,-1.6292374436005679
-2.9697466688562306,-1.5736352345519484
-2.954696820531609,-1.2708573771067149
-2.940418861018174,-0.7930226518629221
-2.940343143223002,-0.800208287209115
-2.9360599534113634,-0.6433650411009667
-2.9271938719258523,-0.3041483396325985
-2.9261890216570983,-0.18868936289657678
-2.9213998100770544,-0.047404056157978096
-2.914282941990458,0.30604688821506243
-2.906951377925439,0.5917697902615446
-2.900319554165849,0.9031587525375822
-2.885926369682495,1.562963383923882
-2.8712653498877234,2.1984167430385835
-2.8673644851032014,2.363064093606192
-2.8594709148451716,2.6105642903703754
-2.8563515892613456,2.741378876547199
-2.8563167547973496,2.7459745736085845
-2.8555105923990762,2.784653833153708
-2.850400912142322,2.901602934627718
-2.8486121885143234,2.943058459339583
-2.816790943481401,3.4578130728488166
-2.8142393411001736,3.4676648685109077
-2.8130378316641553,3.436557356363214
-2.809195118541452,3.449156397921462
-2.802491321104461,3.4234674739619106
-2.791725667270912,3.297130948704938
-2.772279603449478,2.846742608705464
-2.7613089092598075,2.5348128470821583
-2.7531695802566656,2.2850108429465283
-2.750702375876747,2.2066027278821494
-2.743033410237815,1.8740504980016714
-2.7341749681043694,1.5047737022933638
-2.730035702269196,1.414120728339402
-2.725268386535469,1.1533879747003395
-2.722648425873659,1.087497109718789
-2.7223315896802736,1.0546217476667563
-2.7192647260548037,0.9473304037830926
-2.716186890071122,0.772200071861386
-2.7111056364834485,0.6171499250571078
-2.7094421194636613,0.5371950935415205
-2.7012254672119735,0.184158123434687
-2.7007227260043587,0.14892251545866964
-2.6970477091333276,-0.0060395588655272996
-2.692763641619678,-0.18478433440737685
-2.683044337585196,-0.5205266212337203
-2.681130016632376,-0.5459732205388019
-2.671476442118907,-0.9199661659085386
-2.6668366486705524,-1.096037285745313
-2.6584461225864957,-1.3359946866678654
-2.6573778447105787,-1.3263486216897191
-2.656324567720787,-1.4039322625910338
-2.6456083804438753,-1.6451251838146081
-2.636878589536548,-1.8405509116050016
-2.6365657355677454,-1.8288239074984802
-2.635223617795827,-1.83934105646403
-2.631449722968548,-1.9039806912344828
-2.6279223348039817,-1.9911981694414178
-2.6098723136158073,-2.2111896519874636
-2.583920799515237,-2.2742164849698603
-2.572374382134849,-2.245069813003993
-2.564717039901609,-2.2570855785340536
-2.5619979937208255,-2.227352682877862
-2.559064483709629,-2.234489072173132
-2.5423483031151575,-2.007495982394888
-2.536046184117004,-1.948196688590542
-2.5334745820264546,-1.970997243409416
-2.5332404742507704,-1.980571208066019
-2.5293659824194537,-1.9090500573777225
-2.5150283476624176,-1.6782069347317954
-2.5082002119214812,-1.5650491928856065
-2.5074324542424495,-1.5448440050765033
-2.507363678558286,-1.5746400355643384
-2.5067357324648105,-1.5640544695051457
-2.4970587912623463,-1.393012720411643
-2.486341471535335,-1.2934437277582114
-2.464251398952947,-0.8983458243647291
-2.4601371931301674,-0.9287848675729122
-2.4491467455679903,-0.7809014039611152
-2.437260278847509,-0.6193089402500315
-2.4368916171660446,-0.6118337276410181
-2.4368870151320245,-0.616793962807695
-2.4281995245874715,-0.5204020366596696
-2.4156627283122636,-0.45644261574442674
-2.414158202002575,-0.4242664524754853
-2.4021881430362897,-0.4098180357167205
-2.401882817594359,-0.43790267142005573
-2.386235537126488,-0.4827439418355667
-2.385596436944323,-0.4266094253354666
-2.372028168853821,-0.5726950320779514
-2.367099422763676,-0.6123169019192626
-2.3498608793143734,-0.8858848100571064
-2.3474356519550614,-0.9295142998309722
-2.334178196893058,-1.247867265891186
-2.33326953959755,-1.2831149487884386
-2.3258040079857842,-1.506948079435682
-2.3211083308466876,-1.6585974533970829
-2.3174530723469764,-1.7663987868609135
-2.304672020524525,-2.225158978933349
-2.2942411304235444,-2.6156274510126782
-2.2908591147558606,-2.723543900229657
-2.2868639677852984,-2.8845022392648403
-2.2753979549632186,-3.335836081879062
