n_harmonics,base_freq,magnitudes,instruments
9,2.7986857998637262,"[-1.1408094   1.42258539 -0.44355218 -1.2098384  -0.54588464 -1.99596752
  0.00304995  0.76573033  0.11100848]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9905664349683354,0.2574852653402939
-2.988480521276553,0.12031481798208611
-2.985985579611586,-0.05964854074290396
-2.9813889626055357,-0.3402356341090681
-2.975078399071778,-0.7297474687113201
-2.96191325393057,-1.539237060399118
-2.9518207983373195,-2.0884300078963745
-2.9487134716060615,-2.263702238911281
-2.9479404298965886,-2.2889892792058744
-2.937484314209027,-2.7740735792234634
-2.927622466703937,-3.1312828320941675
-2.9264167688741507,-3.16054487398242
-2.9190000008730435,-3.3686519575765255
-2.9180978925009473,-3.391848978053749
-2.9137672888522563,-3.4812296480166665
-2.91276509266331,-3.491336705000913
-2.908779601847913,-3.547858116499262
-2.90685735461446,-3.5753620744869674
-2.9000941119426726,-3.6379325047789592
-2.898793321867104,-3.627210779909411
-2.894566097251503,-3.656280317377353
-2.8904245083480316,-3.666310361245234
-2.8857497284545097,-3.647632194678948
-2.8674698791431448,-3.4572796469357425
-2.866847234220243,-3.4461224246395195
-2.8664234116580936,-3.431954819588603
-2.8615536636562027,-3.348629191172348
-2.8571069427651983,-3.283487340014361
-2.852688489512068,-3.189322845617331
-2.8521326653094627,-3.182883535939356
-2.844071548547358,-3.0343343774516294
-2.8432594255554102,-3.0215505872630435
-2.84311233792888,-3.001364107957404
-2.8395384676952555,-2.923403677028781
-2.838020275765282,-2.9130921376883068
-2.8357706768935653,-2.8548516751260937
-2.8259555135476697,-2.650795861941207
-2.8203189001677735,-2.5367209955210535
-2.8152355752898837,-2.4534124836269777
-2.811538052489789,-2.3731827158690937
-2.7979948483837864,-2.1906041465872086
-2.7945666510185356,-2.1389538344936376
-2.77089088231139,-1.9156292434921876
-2.767401051272617,-1.8814370845834596
-2.766607137715532,-1.8646641819639431
-2.7664013907446425,-1.8649314732359432
-2.747063156021635,-1.7542817400036663
-2.7422257819642346,-1.7220701385738173
-2.7389007537666474,-1.7145277566039399
-2.716012597637968,-1.5000103111446421
-2.713974474589128,-1.4740627755431985
-2.7134553999695346,-1.4419208163211525
-2.7079737299179634,-1.3809975272973973
-2.690883505274264,-1.0524625915552455
-2.6890292694143345,-1.0126142689787645
-2.6814248134845915,-0.8141487852164024
-2.6803890905106798,-0.7790940342032222
-2.669206946151327,-0.4377762337156524
-2.6650246224402823,-0.3193283354297445
-2.663392244918644,-0.25252465834315124
-2.6615830564302456,-0.19860006895106203
-2.657116450435191,-0.04409729997544361
-2.6546375607244848,0.055283401577204454
-2.6359330736495297,0.7933010811329805
-2.6335378933372393,0.8941092569532627
-2.633153389319649,0.9294661897362502
-2.6290061015508295,1.0955804748677203
-2.6287692286487325,1.1148619162529727
-2.6234736927301676,1.309844228924213
-2.6189235825353165,1.51395631363309
-2.6168570155248467,1.582137967335069
-2.6124341913208298,1.780547533164108
-2.6105117934686506,1.8679227917093413
-2.602076816773847,2.187535041454512
-2.5852557036979467,2.7847736402253163
-2.584554591791375,2.809575504038517
-2.5826883226682282,2.8633276295509047
-2.580083657041441,2.9583238769799407
-2.570912747732115,3.205678109827007
-2.5521652394590646,3.5453315548368867
-2.5388217558732444,3.6654455101353656
-2.5373607747973357,3.662667360816224
-2.5368988529836765,3.6574958134008773
-2.5315941376956994,3.6577441650672227
-2.524197696329658,3.645030353595374
-2.5102818461378362,3.5137254633473054
-2.5017496694475474,3.3980763201349458
-2.492908369517406,3.2209813421336384
-2.483330830008696,2.9967008300616524
-2.4767164574198786,2.834965646005033
-2.4671694178814736,2.5720844299705847
-2.4599061611620967,2.3658563560609482
-2.4563989802037067,2.2670529636568473
-2.455341057651111,2.2334174768016934
-2.4493602516559347,2.0125889562440213
-2.4477974815438364,1.990633750112051
-2.4351325400140134,1.5904838908178123
-2.4349913874995197,1.5762448885260831
-2.427727883078831,1.3523557710338714
-2.426705656836769,1.3046268381136044
-2.423980167842658,1.2202700159663775
-2.419421261986745,1.0776991683344301
-2.4039410977991187,0.602002477812887
-2.400518939579434,0.4953043051508546
-2.396580463989376,0.402265194049628
-2.3950101376231965,0.34009241385833
-2.394645640756125,0.31696618533033993
-2.39311587632881,0.2849320945138321
-2.39139330272418,0.25585932437005443
-2.3780153085687092,-0.11126573407624253
-2.377334502475284,-0.12968832256368842
-2.376017621351643,-0.14859935165886679
-2.3732614353854222,-0.22820591277689667
-2.370166959672474,-0.31249353591108286
-2.368389834072377,-0.35583235161008464
-2.36777819095847,-0.3611591424621165
-2.351166502947746,-0.6892526210076063
-2.3496295651221226,-0.7175063279247982
-2.3403526926995113,-0.86899783052616
-2.321872182067489,-1.0414991047566826
-2.310485136980123,-1.0866550853515646
-2.30752541828835,-1.0826383263361756
-2.3031136411153206,-1.0774479510767223
-2.298437962702832,-1.0325943858145497
-2.295421815037267,-1.0172823611006754
-2.2949810925452496,-1.024774368475896
-2.2935443392319312,-1.001404142147315
-2.2831447095006343,-0.9016280388265677
-2.278453857984763,-0.8379694876970247
-2.277316056624686,-0.7990631892158775
-2.2493281912790426,-0.1354936066536998
-2.2459065014056065,-0.02865172113674251
-2.239937401818441,0.18211389274206902
-2.2394930981233587,0.20684991005815698
-2.2364827696999576,0.29630491354917915
-2.236420766970623,0.2900813511119923
-2.2250622829205717,0.7027104236079803
-2.2089385034791036,1.2991561656953767
-2.206519276142857,1.3924167495697428
-2.2027055504665163,1.5319571280062787
-2.2025026887310073,1.553508448594352
-2.194899086571875,1.8155083010500535
-2.187824524263215,2.0396844414631454
-2.175008983831285,2.41206240821476
-2.167127924059824,2.5697933270048106
-2.1646083055767686,2.6266983341529384
-2.1569096903718767,2.7168485706502095
-2.150823028655984,2.7622742094543447
-2.144567773952096,2.76092077259703
-2.142541871515069,2.7595242727820466
-2.14083169564502,2.7405218374746663
-2.12546317644728,2.5492993477496206
-2.123341243658813,2.5019230599240196
-2.1225667809158963,2.484998014284051
-2.1181668651018866,2.373538488302575
-2.0820411745232743,0.825300918087409
-2.0705327366266473,0.20071729267273228
-2.0663368550328984,-0.043507986339449044
-2.0628781795993203,-0.24888317731022172
-2.052340388221616,-0.8570126510269422
-2.0506459320907036,-0.9526514211282109
-2.0462470056531297,-1.192670262784088
-2.0343081794915596,-1.8160046460231323
-2.034301983668759,-1.8033862783003305
-2.0338076260236875,-1.8202681922055703
-2.025533279952832,-2.1902323315106322
-1.9893104890321782,-2.962488999827592
-1.977727440961537,-2.876127135242747
-1.9514837629732538,-2.108412454417022
-1.9512119994162882,-2.0768850010557562
-1.94635489062095,-1.8817905812267308
-1.9436242964977881,-1.7601091299732825
-1.9433441854793891,-1.7358922673694737
-1.9403235683847206,-1.601039104955365
-1.9363904513114287,-1.3816598909003006
-1.9303087620771524,-1.084637917184293
-1.9297054955360162,-1.0450217887169992
-1.9138883500405413,-0.16049733717674186
-1.910189681345065,0.0432809809100331
-1.9058524836146509,0.2720378656039334
-1.9056213507751605,0.284749938562035
-1.900743131651744,0.5476601778508121
-1.8831371267721504,1.363297107824301
-1.8742511409025349,1.660321561529976
-1.8698194487387987,1.7821003895500327
-1.8676558836972845,1.8300824896884678
-1.8657218362166226,1.8729574009757728
-1.8587548277125898,2.0088568014875627
-1.8564987523132301,2.0148151462683237
-1.8561474786414638,2.0305174101424703
-1.8553887666128797,2.0444046776152085
-1.842073670060882,2.033203261925188
-1.8386726342201691,2.024568749233774
-1.8315449557673429,1.9059505427377703
-1.8312842894059411,1.891670523830166
-1.8157795011460642,1.4919900432333326
-1.8140817581829298,1.4478822084306655
-1.8070031092480079,1.1931647368417422
-1.800795835247005,0.9380976633522854
-1.800058957612597,0.8972897832289592
-1.7900630334558902,0.4439958937207538
-1.7846147516094293,0.21513759175921923
-1.7770259104423591,-0.13822915619530599
-1.7762191163626224,-0.16423377814877707
-1.7591359267186055,-0.899264228576886
-1.7585766258430588,-0.9085407532651382
-1.7583984750671235,-0.8757383575356787
-1.7344276643807603,-1.5395720878816288
-1.7313598520285658,-1.5476673949961255
-1.7267975693354627,-1.5660537562731254
-1.7257064070439239,-1.5847075716086252
-1.7243657433596096,-1.5894531362817044
-1.7143000146148104,-1.5468304822336774
-1.7122918724438572,-1.5166407101381878
-1.7078663925307382,-1.4530478336846422
-1.7059210607037882,-1.4004818682452262
-1.7039291106589036,-1.3735748251730675
-1.7010685531576377,-1.2945641560092749
-1.6973808044392813,-1.1850536676803367
-1.6962556267636797,-1.1375330094682754
-1.6879000795909744,-0.8482102311921645
-1.6876296756618518,-0.840289330360287
-1.6862456126629568,-0.7875099664226174
