n_harmonics,base_freq,magnitudes,instruments
10,4.189213225198754,"[-1.12915528  0.08663243  1.29131618  1.01819706  1.9929178  -2.05806009
  0.19883419 -1.03444289 -0.21627341 -0.32152838]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.993256859989473,0.7865453471177989
-2.985049213659047,1.1891913557370646
-2.9837988490072833,1.2721577160715716
-2.969647396053305,1.7316910680003605
-2.963627119086911,1.8168796070733688
-2.958191660032693,1.820835066184444
-2.9377066966995824,1.1013677586882755
-2.9342977796107967,0.9142774339507279
-2.930523019179316,0.652696552427943
-2.9239145576972034,0.1556172415699615
-2.921291275354225,-0.012718670706444552
-2.9131869314801566,-0.6427072522748529
-2.91312017992096,-0.6324719023067771
-2.9095151220050397,-0.8697240145138269
-2.9080014894170025,-1.0393433656119804
-2.90355298697248,-1.3170960058688832
-2.9032092893233603,-1.3216083818722912
-2.9020701332585226,-1.385760170179808
-2.8864513943748578,-2.315702934784426
-2.8821279783220923,-2.52776665144247
-2.880743985924317,-2.617761235881431
-2.8803384899124627,-2.658946243568151
-2.877384990719608,-2.754250559317067
-2.861055266808984,-3.156537827033151
-2.8463463741842157,-3.2740172871508015
-2.835988568293486,-3.286744427599642
-2.827111133669666,-3.403228126148802
-2.8257921200052305,-3.369190787084176
-2.8082273147158223,-3.4446205240528194
-2.8074458162234333,-3.4407232376125
-2.803168835163786,-3.5402190936447018
-2.802919492693581,-3.5546003697719666
-2.8003687854383053,-3.605426795530213
-2.7900974175913458,-3.661203413144044
-2.789790887331179,-3.6529540852797187
-2.7840809717728643,-3.6497787978401917
-2.7616470451646795,-3.3481581627848747
-2.7567620599619627,-3.135497748885361
-2.7537809513843396,-3.016363527320062
-2.7526761319675384,-2.9832443034267215
-2.750024732248419,-2.827301947151832
-2.7441192990006904,-2.5087018795409883
-2.734695852096464,-1.8627631333548544
-2.7336708590749637,-1.789129396899492
-2.724612565651639,-0.978128618490272
-2.723353301833281,-0.910181861414009
-2.6972919089353535,1.668170656466618
-2.696911816325443,1.6761298740915354
-2.6964842619378007,1.763161572137642
-2.6929516593269653,2.072684442648503
-2.6824090942402874,2.9908091959164427
-2.6768786943826637,3.383571494322507
-2.671353864858132,3.709026056629951
-2.6649857121585105,4.120308834116861
-2.662973462036107,4.178230096981261
-2.659204233525358,4.224821295322953
-2.6531236443778825,4.4987080101496435
-2.65168955059967,4.4820231367799295
-2.638075634281062,4.452040305717311
-2.634987570646296,4.330082391507671
-2.6300441969181847,4.193225229037557
-2.6239013199129757,3.947988077812812
-2.6201372061353325,3.733332390566187
-2.6169352804023305,3.5052795406585378
-2.6120184686073356,3.2557792688563576
-2.604159325683079,2.7271949413915157
-2.603047401690212,2.5812177454475456
-2.602735380742546,2.6001947519113147
-2.5993415066945653,2.3536892944221917
-2.5990908514196276,2.2418632555094034
-2.5977353415182582,2.2019648577477957
-2.595675555773581,1.9990863552616722
-2.5949578785562615,1.9314872480317067
-2.5934903852199875,1.8738302433096152
-2.578788706764634,0.5482336470447667
-2.5684684556862454,-0.2788686936757999
-2.565732743561055,-0.5571194290083783
-2.5552532485252852,-1.350388905172545
-2.550679607418787,-1.7486738064104883
-2.547981621338649,-1.9214184447337623
-2.5469673094068286,-1.976566153054325
-2.529078462632376,-2.9338216149119662
-2.512907803840078,-3.2926133576879293
-2.5116320027519334,-3.273604992138094
-2.510343570002198,-3.3560101089443504
-2.496554195703129,-3.0971186878179284
-2.4717494424969515,-1.8810151712562257
-2.468835656262666,-1.665310070930524
-2.4576321711253715,-0.8056036959350139
-2.4502661409182043,-0.3172956749767234
-2.43737994303508,0.5642977149260509
-2.43694091096456,0.5410084172178822
-2.419512229561556,1.1760012119662244
-2.412952746146072,1.1510717710902856
-2.400029603680454,0.7023224635658654
-2.3949667488939825,0.44760684792835875
-2.390926724054424,0.1522442464979569
-2.37913019726986,-0.8647192586103193
-2.3735491832637106,-1.300917608398092
-2.3627707082999265,-2.2942301472047735
-2.3263022747731195,-3.8045184269281096
-2.3231522296649962,-3.747533273335458
-2.320883456010872,-3.6282744414447334
-2.31796102365196,-3.4854415152991196
-2.3161718741427952,-3.4016987390852576
-2.3118873608335537,-3.115067208029026
-2.3107771219902307,-3.120645889058473
-2.3076188290649666,-2.789009242394264
-2.3073078179244684,-2.7342740923791804
-2.3048047263799907,-2.554877596773075
-2.3016636687115497,-2.2162367204533857
-2.298413293037307,-1.9175588473696237
-2.292987977469909,-1.3187218587672083
-2.292192827100958,-1.144660035053826
-2.2917599143278355,-1.147351946077535
-2.289250160802462,-0.8908246075849253
-2.2727890224510583,1.080838895616418
-2.272099312193183,1.1782037496578786
-2.2717626558370627,1.2117627266825421
-2.2648862582618,1.8754522686778223
-2.2507689192860507,2.742730200283605
-2.2478401619949286,2.770147053881051
-2.2381126339090587,2.800538184718251
-2.236285699142861,2.755017395816186
-2.22602356599291,2.22065074291538
-2.2251788507627808,2.2478539575204834
-2.225032892047474,2.23201923446202
-2.220250150575203,1.8508183410788979
-2.2101703651736253,0.7889346498707746
-2.2002604263606598,-0.42483024392555707
-2.1973035540024384,-0.7349279613781573
-2.187606262289984,-1.8609226502337899
-2.181328275579069,-2.564263702302485
-2.1811047206023653,-2.5631758926040678
-2.175320512364408,-3.0415451602094783
-2.1665231462705687,-3.6195831813690345
-2.166203334811301,-3.604070432963408
-2.1595590043054784,-3.82737121744335
-2.146406489558,-3.6392071596081697
-2.1309712739989504,-2.7541004728857494
-2.130308968888725,-2.61155401806374
-2.125792079624503,-2.1907650510640884
-2.121050224704357,-1.7768590854678012
-2.1175663457005065,-1.4280085847386936
-2.114250936588714,-1.1198742392313663
-2.104068320178889,-0.05113683301483383
-2.1039320166973914,-0.10497638322916619
-2.0934662370248276,0.7759403997672721
-2.0930760479424464,0.8158462606107779
-2.093070378851259,0.8414908694874303
-2.0909594888381493,1.0080673058550471
-2.090188419351346,1.0371010946246648
-2.0888836812009277,1.1180595234808335
-2.087988054674179,1.1749118818360904
-2.0855891986047617,1.3374235994667525
-2.0675614244898193,1.7291628766385776
-2.0663903821642995,1.722837673713807
-2.061756172423554,1.695201615511593
-2.056754214000816,1.4565940951055107
-2.0562719159090967,1.4515236578228188
-2.0519560396356615,1.3452345903245264
-2.0441078581905705,0.9168706484132331
-2.0395491581235183,0.6568942495930261
-2.036746572729494,0.5270116243671618
-2.0341877344621437,0.36332045708800875
-2.029345510770152,0.1670743563102342
-2.023740561013916,-0.13143404424459817
-2.0216672867664673,-0.18556252429308517
-2.019657276974888,-0.2680145957664972
-2.019481628339517,-0.2829919128726278
-2.0126413922691766,-0.4732241199793587
-2.0042497481606745,-0.5557992836574409
-1.9987509232774305,-0.673543775096783
