n_harmonics,base_freq,magnitudes,instruments
7,2.732708450578995,"[-1.0508712   0.22886027 -1.10558531 -0.05035931 -0.0876949  -0.58305142
 -0.07389876]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9876268580505303,0.31224468536012373
-2.978567055789259,0.6333112027698666
-2.9684741458911983,1.012456182311503
-2.9663814202956917,1.1196876903906003
-2.9661471665271755,1.0901794745812132
-2.9646983972632537,1.163109662387154
-2.9633539134052844,1.1587428266765418
-2.943784188517752,1.8449260725998553
-2.943535509155783,1.8402509979272483
-2.9399580783347705,1.9496267102586244
-2.9334092414176265,2.1104571178969747
-2.9257599650643136,2.3271134128383113
-2.922842255194758,2.397431521137203
-2.9185268757124465,2.5443809274818876
-2.915884588898847,2.57684200984342
-2.9150638320324505,2.5987064504261017
-2.913385972487159,2.6502341839030845
-2.9045184168299616,2.769837550983975
-2.890022296085229,3.009594604129499
-2.8788404234819236,3.0794798450953675
-2.8619486211897165,3.1157208348962295
-2.8506917064621122,3.0436271347571244
-2.840119341861407,2.920896258379071
-2.8395356092001522,2.9433944898634237
-2.835325196680149,2.875308884815655
-2.8333917168841687,2.8930849947552075
-2.8206627637291453,2.68252235102198
-2.8107230320314107,2.5151676612861533
-2.8087227080304404,2.468489204509226
-2.808294947081275,2.455009811668546
-2.8069345315547185,2.4236990496809283
-2.7995970454862857,2.30085362498869
-2.7959674097752396,2.2072860075643526
-2.7945346171923906,2.1846510801975567
-2.7939372045770985,2.165645660593
-2.7924932543528747,2.0985663486866746
-2.7910938417021898,2.1176996934064793
-2.7873247110049557,1.9619308993986946
-2.786151493233932,1.9817184326635549
-2.781308358302372,1.850538349054895
-2.7734105976168717,1.6712925647802348
-2.7492407933944087,1.1087234074168753
-2.7468991046377464,1.0439833854599825
-2.745148598774197,1.01047993086357
-2.7412429720871803,0.9189509192951633
-2.7403076030449482,0.8661621380080138
-2.7386532302477002,0.8481237363508086
-2.7375432728665636,0.8588201380107532
-2.7330771160196186,0.764930458205397
-2.7319635594451057,0.6856367662408799
-2.7274818073644833,0.5969324577179951
-2.7230130850585046,0.4819065936326929
-2.720685611309254,0.4350242426409526
-2.718964579963983,0.38373156568254513
-2.712336388150244,0.2104874123673341
-2.7117190932707116,0.2405612715249849
-2.7014454945571256,-0.011204588132401255
-2.6940001085981393,-0.16456279433751264
-2.6906167458705577,-0.23052994396798304
-2.6845498435347146,-0.3539422840593506
-2.680186056717725,-0.4544775298756086
-2.678883930585713,-0.49529024700805296
-2.667937577727856,-0.6994653513386246
-2.6652439720214813,-0.7685813943289037
-2.664504352667887,-0.7949450014624646
