n_harmonics,base_freq,magnitudes,instruments
9,4.260434014944967,"[ 0.76987093 -0.01066067  0.92102157 -1.28364093  1.43898693  0.71783434
 -0.57792636  1.8837841  -0.17838964]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9955295951148107,-1.2946778324921022
-2.9903391494174083,-1.3164204537316304
-2.9855756505306954,-1.3351609302256868
-2.9808821303819864,-1.3414875200592673
-2.9694003328911407,-1.3417874907056466
-2.9688726011964732,-1.3379395702469905
-2.953284626200115,-1.2689365424672059
-2.9514392288548326,-1.2544403745802732
-2.9513805452480284,-1.2578957802830606
-2.948366331917928,-1.2307274294102928
-2.9263993887080932,-0.9631991484071061
-2.9249269350557134,-0.9477197875212726
-2.920580375713967,-0.8755328793921568
-2.9162442194201974,-0.8049098810716447
-2.911291474770973,-0.7354653108971736
-2.90549220122692,-0.6441655331752764
-2.8976696590211866,-0.5272382603897626
-2.8834971754734786,-0.39200176482415755
-2.877639463513035,-0.36251492881091935
-2.875631360350151,-0.350704646025392
-2.8667518664608753,-0.3722244576000327
-2.866481814404957,-0.36828303924154554
-2.864447092156769,-0.38910139212368444
-2.8594171100036423,-0.4362097023217137
-2.8587723280529604,-0.43796543902950347
-2.853906472061678,-0.5084932007047878
-2.8443767003317966,-0.6788864798935468
-2.8436184000221303,-0.6961964229867879
-2.8326785065437017,-0.9653623472545251
-2.8236530832309397,-1.2061444254023101
-2.8189530333037967,-1.3149293824797508
-2.8133184238602382,-1.4566853871031453
-2.8127723631636985,-1.4609211792781363
-2.8026517520705374,-1.6422393378277356
-2.793267839948151,-1.7062516435949315
-2.79119580923763,-1.7005173910776783
-2.791139751941202,-1.7031364717685642
-2.7768101966981904,-1.5228811655098156
-2.774827289920049,-1.4653295375440147
-2.7718400843922986,-1.3675094475321958
-2.7678814998310033,-1.2371810634939078
-2.7654903201159042,-1.1447019826079121
-2.758947530788695,-0.836131498921599
-2.747073282441223,-0.16975745476467902
-2.737524017933762,0.44756008156293736
-2.728327483001797,1.017809107965656
-2.720306779539042,1.4767692146220404
-2.7177883216140755,1.6011556662242714
-2.705621848749632,2.0691429331949873
-2.694833274989884,2.2298783469538153
-2.6918581754507267,2.2275971347752095
-2.687453300121671,2.1731530899974465
-2.675412515594103,1.7831903734502275
-2.670679404932611,1.528801245654754
-2.670338140935301,1.5119530755035426
-2.6545236810101502,0.3650742933871154
-2.6506939228329762,0.04243993245954112
-2.641313629704449,-0.77258258059905
-2.6374873937360235,-1.1010524961730324
-2.6370615536843873,-1.143494331373053
-2.6339877354067087,-1.3901682740610048
-2.6309010537396156,-1.6364104346850947
-2.6278499166523526,-1.86611489556055
-2.6203628844391575,-2.3565771008043668
-2.6124912608301036,-2.7225825091726277
-2.606782341710179,-2.8788622148050655
-2.603927550603989,-2.935264890267368
-2.5940276511618037,-2.872677339614737
-2.593347348600491,-2.8624274155847123
-2.5897816435079273,-2.7573448819793165
-2.584210359187391,-2.5074429784058587
-2.5800378777016393,-2.251209930497015
-2.576353439731702,-1.9901864456148977
-2.56839649943908,-1.304505048337327
-2.5590355073023323,-0.34223403343931214
-2.5569487108900475,-0.11458006627849236
-2.5466069684850217,1.0410232148650973
-2.540959870121621,1.6675728265965624
