n_harmonics,base_freq,magnitudes,instruments
9,4.974039899314658,"[-0.93125367 -0.11110313  0.80710724  1.17623618 -0.10891219  0.50690461
  0.13295823 -1.1133807  -0.43544475]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9938631891156926,2.0948338151294448
-2.9861213146629506,1.4443646914916874
-2.970551395600194,-0.2542435877589051
-2.967677172029686,-0.5982026880340426
-2.964610654011781,-0.9434729700228512
-2.9645008463314584,-0.9362537577542721
-2.948780110258963,-2.3819369292392945
-2.9482359619559757,-2.411614943598309
-2.9468958617078878,-2.5158971198355427
-2.94655864145322,-2.4762364612815526
-2.9453886442519464,-2.594710552321793
-2.9401892722515637,-2.776576546773778
-2.9366509433401013,-2.8490703864849602
-2.9283219102660087,-2.7495306607614722
-2.9258653598228195,-2.6793473151592395
-2.9240791763716274,-2.61767184413772
-2.9007965527228396,-0.27986434462974275
-2.8932469895723427,0.7518011694818986
-2.8930429426910496,0.7404254415794777
-2.8903103030480963,1.1237056624659243
-2.888712455215953,1.3786144474716018
-2.8864072119807362,1.6319198314558243
-2.8859946274808217,1.6907481443743584
-2.868771050205921,3.528739355612175
-2.8658699804390455,3.7811539164473653
-2.85352586345112,4.187012374337778
-2.847937858431039,4.144300084628827
-2.8460442625644653,4.06186815718334
-2.8442307418479142,3.9829680913721344
-2.839938037628925,3.739149526553135
-2.836999772613972,3.503674037652328
-2.836643283183532,3.5054377952612703
-2.8333755905175657,3.2214004109319307
-2.8243106164105973,2.2233447004435853
-2.8228534998114503,2.030623381066908
-2.822446243693779,1.9415186144675636
-2.821016285161625,1.762743578643432
-2.820228219780423,1.6961959956762713
-2.818670024440739,1.4759421549331297
-2.816804723022086,1.1899919454519026
-2.8143483615480953,0.8897698320927496
-2.8137165150837085,0.7782514765068602
-2.808088931316833,0.0020339031219766233
-2.805023597794028,-0.4538230155866062
-2.8025671097395906,-0.7924987239975726
-2.773394865337021,-3.905727902252424
-2.7665211622522765,-4.188825138218274
-2.7653481632455934,-4.262771716586303
-2.7600289062775296,-4.37638870469781
-2.759802584660459,-4.355381238612543
-2.7590023048771384,-4.369942787632809
-2.753180154582442,-4.373141899430562
-2.7429491298707434,-4.1795426326640195
-2.7410089744461947,-4.118569421997988
-2.7198046906983055,-3.2065368573494832
-2.719740422954615,-3.219260041293681
-2.704800292330832,-2.5715628063082687
-2.695764465880109,-2.3133455865373467
-2.6922685367974712,-2.2138682335429283
-2.6865301903175514,-2.0919316131491454
-2.684390904782717,-2.0637631852650187
-2.6834579411165533,-2.0368743514428074
-2.683092340469679,-2.028115835305712
-2.6789902419553933,-1.9720084879209434
-2.6682789929609982,-1.8590453117864432
-2.6637862877436644,-1.7826189758555488
-2.655130363681544,-1.65008021726459
-2.6499953740500226,-1.5558936792687414
-2.6487525957700875,-1.482340274125733
-2.6416003358340494,-1.2725675713151505
-2.629568540835129,-0.8396245359603491
-2.620771183106009,-0.43846706270118113
-2.609967407471471,0.14896802118921093
-2.609441985620927,0.17260472644770158
-2.6017384386151168,0.5590581674679111
-2.6016969926315356,0.5741799048037773
-2.6010225493288814,0.6222408224588777
-2.5839835061305063,1.361220674586886
-2.5628461838310734,1.8126023650674516
-2.551504777696028,1.7814562500646345
-2.5475360727634695,1.7514108569130034
-2.5474615624960215,1.7655781258609395
-2.5470291788486845,1.7575713470478689
-2.546609948307051,1.7512060605029263
-2.527267491026275,1.3168379097201202
-2.521672049531573,1.1391778370021501
-2.5196712415003866,1.075310951008918
-2.50342126428401,0.7107075358123116
-2.480729505028619,0.31141739720065326
-2.4781709542570063,0.31923003978143516
-2.4752221516388118,0.28318538186981757
-2.4692904884639737,0.19965926794135663
-2.466455009250491,0.14267331901566602
-2.465935268391916,0.1473356751009719
-2.462137144919026,0.1129257751187168
-2.441791658062723,-0.15779338772892926
-2.433569913289011,-0.26807143983283005
-2.4131707000521527,-0.5214072680494302
-2.3980483975637017,-0.6344970731469078
-2.3931266425454294,-0.6284252952486069
-2.3891865683914055,-0.6293696901416413
-2.3880004917369986,-0.6134533725510332
-2.367499842767803,-0.4353437262689808
-2.35695297363291,-0.3371281152474593
-2.351076528283774,-0.31232220934837057
-2.344873229865148,-0.325801575505625
-2.340953285076469,-0.33009104653310045
-2.3362953082529443,-0.4219503026058561
-2.332722217777135,-0.4731867431176598
-2.329341938294297,-0.5543728225771473
-2.3077331482572707,-1.5703235874321373
-2.305493313155239,-1.7346441167549906
-2.2994873229897457,-2.121300705618223
-2.297411545397588,-2.2550868946489238
-2.2910568801241142,-2.6729625972720696
-2.284928168613873,-3.144493093541955
-2.282836064668224,-3.281795106179931
-2.2797836303986077,-3.4263974077581114
-2.2731087733615,-3.8053032623859915
-2.2671420753355465,-4.103060446650881
-2.2649481386089967,-4.130884455194171
-2.2648302030623735,-4.155811118608346
-2.263652926274363,-4.151810445086523
-2.2608205441937357,-4.253336584134382
-2.2466493994633234,-4.192703683402651
-2.2371957922255277,-3.729778658384336
-2.218457730475606,-2.185744177347975
-2.2131673782642807,-1.575662731257841
-2.210664422808671,-1.2831037047166924
-2.210558765671718,-1.3247968672133827
-2.202542455466726,-0.385401495029807
-2.186956999855405,1.2542797705477213
