n_harmonics,base_freq,magnitudes,instruments
9,3.9519039065142727,"[-1.56264569 -0.85277251  0.47660059 -1.36755077 -1.44282791 -1.63032616
  0.16237017  1.04867048 -0.96680198]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9966584974673065,0.8279998499140229
-2.996026726454638,0.8134925352200177
-2.973146742812295,0.6751923108529871
-2.967283829359844,0.552712367276672
-2.9666304380375794,0.5485142746750843
-2.948987518196401,0.11925780133119646
-2.9369556669384815,-0.150375139253552
-2.9308428972988185,-0.28394626830505076
-2.9278701209182723,-0.3578297073898199
-2.923939815303831,-0.361688772816869
-2.9217921963938895,-0.44148027542618734
-2.9171830827856926,-0.5001430452249168
-2.891367353922008,-0.25503663945445343
-2.886754129059687,-0.10475068305672237
-2.8826668395198247,0.08390372306243499
-2.880652134321757,0.14830238625987827
-2.88061715370024,0.15073659395425834
-2.8789524969371962,0.2169930688121577
-2.873047285785029,0.49915568186095877
-2.8719830967317477,0.5935633877788099
-2.861480756358268,1.203367100511888
-2.8589723493996164,1.3680089632949013
-2.851019407834622,1.8845441527347877
-2.847967759973172,2.0666156858673608
-2.8381190481533705,2.7095696620255048
-2.835255274932665,2.8926719295690817
-2.8350623854656276,2.9318705776262823
-2.8290170962831365,3.2601251683464842
-2.828136185427531,3.3060480240273704
-2.8227871187098668,3.55837964182747
-2.816654534073477,3.829140863270511
-2.799761506828822,4.087287404560325
-2.789705460043555,3.9516661863099474
-2.787921803012635,3.916631489277029
-2.786344149671855,3.880312109651693
-2.7803324161062775,3.6581026113928186
-2.7737711366643403,3.346140307725789
-2.7668178864046005,2.8841003209884595
-2.7612696129449343,2.5362479069868846
-2.760787158042275,2.483851731091514
-2.7590812182762026,2.3379533143444338
-2.751177981556596,1.6926449578055778
-2.7470224573173354,1.3260538487447282
-2.7463556559556563,1.3097246210681064
-2.7299166459135606,-0.03538401248776299
-2.722659799315447,-0.5733125267685149
-2.7196250650999536,-0.8217269558709891
-2.7172775910504408,-0.9459555690103642
-2.715396551495229,-1.0675971107281848
-2.7147054300964664,-1.104594444809553
-2.7145583163522984,-1.1243746755775073
-2.704830670559751,-1.6166163609394042
-2.7023068706395525,-1.735062236897683
-2.689483163024714,-2.09206086647923
-2.682211922814729,-2.1813905200956127
-2.677525924816077,-2.187556518432452
-2.6758494040276886,-2.166585930474764
-2.672678257173443,-2.175052362678675
-2.6669083318043465,-2.1127871451820512
-2.6662276001432295,-2.087152606082237
-2.665358938964787,-2.062007827490964
-2.653743523127859,-1.8163652327256716
-2.6528916620432352,-1.815553093781393
-2.6392062824845284,-1.5049465278849898
-2.635664261688035,-1.3963052624088417
-2.631348148455012,-1.294699692374075
-2.6306802828632607,-1.3161193708970473
-2.6275730179172716,-1.2662793424100456
-2.6146516353336287,-1.1328682687460137
-2.6144592555870636,-1.1428577408935665
-2.6099896951859733,-1.1185086406712952
-2.6099530622288647,-1.1152453024596563
-2.609631038659014,-1.097761674529263
-2.6091872432752448,-1.1244446805362562
-2.6072641290005807,-1.1090476485776959
-2.5904372146493957,-1.2676811706047606
-2.5893541953240433,-1.2717346305075774
-2.581005224886993,-1.4360489581556615
-2.5805159195288354,-1.4247516617521006
-2.5748690171609354,-1.5284518589546063
-2.567285947816363,-1.6681629903990478
-2.538432751447048,-1.7558855979100148
-2.538094614661632,-1.6981781908897113
-2.516579002681919,-1.0186899755681436
-2.500146547072121,-0.010721732547934359
-2.4886293407619755,0.7877691290246325
-2.486340422176173,0.9206493693851614
-2.4806866195611144,1.3320428101241202
-2.4595668965641564,2.6780895248411736
-2.453076192641113,3.002874521797914
-2.4461556337051964,3.245078620975489
-2.4449686314328507,3.266016862057199
-2.4419598549456243,3.3280160214741534
-2.4344016411144014,3.424044662454855
-2.4322997393324957,3.413068378595129
-2.4300684819240406,3.4420780753872195
-2.424238008968098,3.369614247256041
-2.4186497793447836,3.2671405544219305
-2.4183422985292538,3.2548756249246957
-2.411223273526634,3.0458679145112746
-2.4079710261908747,2.9518553431291634
-2.407230049020148,2.8955025862366983
-2.404539731202993,2.7927468135526747
-2.4006492096384937,2.6310357718875386
-2.399625523644855,2.586683592882215
-2.390494955970053,2.2070898168594484
-2.386571415034705,2.012029020808219
-2.3707674133877905,1.4130919993002322
-2.3500375618113702,1.0398687009213579
-2.3403562222615024,1.1073238859911676
-2.3390834097734903,1.1244559300227976
-2.335028312222417,1.2041686072617377
-2.3273508342104234,1.4549506761970445
-2.3219495606857112,1.6494029591811827
-2.3169754760021073,1.837248751812853
-2.3129838788708788,2.005476980618508
