n_harmonics,base_freq,magnitudes,instruments
9,3.3722889603223587,"[-0.04848074 -1.33453706  0.12561589  0.61323578 -0.8726812  -0.00699227
 -1.09127104  0.86908191  0.83971252]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.985103269737425,-3.2171600169043866
-2.97689059653928,-2.9581270589028494
-2.9751852397838934,-2.872409460399426
-2.969269905603308,-2.608406336705851
-2.96323200664794,-2.2927375738084605
-2.957853911039752,-2.0200126333704125
-2.9550144845716453,-1.8258692054945584
-2.9513880696676047,-1.6137879157227082
-2.9473568768911473,-1.3548258902874957
-2.945713342684937,-1.2610834121889927
-2.9386326053294987,-0.8163587208121171
-2.9267102893997246,-0.15573278427677506
-2.925210554245342,-0.06636818308286835
-2.921685458443749,0.0967944403440793
-2.9174172304065618,0.3412229081536046
-2.916437189771201,0.3943446678123258
-2.9091076202645576,0.7021369264787062
-2.9053163737058716,0.8524359974497585
-2.8983008152990215,1.0547301448150528
-2.8940460124625895,1.1151249281106694
-2.892975106127235,1.1426554213254654
-2.8728333155245505,1.2589405371949618
-2.871568807166073,1.22868871608246
-2.8454762520216015,0.551054596969457
-2.844554137897017,0.5251753816078363
-2.834627645866803,0.09186729715107507
-2.823225533770488,-0.4202306613095874
-2.8157585118107917,-0.8013560430691475
-2.8143473661551366,-0.8631350809068976
-2.800754981113796,-1.4619904505348493
-2.7927297563666578,-1.7782784125843487
-2.783959416479334,-2.0636253311286166
-2.781766730404362,-2.139715337157166
-2.7812022599052204,-2.1570613962888276
-2.7799721312214127,-2.1917406348862225
-2.7677140069270045,-2.458835710668199
-2.7673904985217304,-2.4722298518466452
-2.7633170194105543,-2.5137422677324235
-2.7619822700278442,-2.522866781611292
-2.76119738189029,-2.551162766977193
-2.757614433933102,-2.5732632733066363
-2.7559035169476553,-2.551078287522766
-2.7413678726453856,-2.548192581673068
-2.735983445447424,-2.4754925780086574
-2.7336884108880035,-2.443793851508698
-2.71992478453373,-2.154018084378324
-2.7156472808289527,-2.0451157221141694
-2.706000330769746,-1.7381669539248865
-2.7010398226226857,-1.5470146928478625
-2.68647243994737,-0.9841118000191412
-2.68404038639596,-0.8706230814833766
-2.667553787062741,-0.1389655193573314
-2.6554138091786044,0.4114415863939972
-2.6365837707683775,1.2913749088279691
-2.6164168835341677,2.1317493848752287
-2.603821706445416,2.5900065219043786
-2.6001048032910417,2.703686422526988
-2.572994870696898,3.2203413647971453
-2.565812017969963,3.2873793579419996
-2.555535671255125,3.2373728568896367
-2.548753206518864,3.123654494087143
-2.543314804781118,3.0221353831982336
-2.5411346279633875,2.9781483150888404
-2.536490716932616,2.8353009603185577
-2.5322270450939426,2.7213202594238
-2.528913935423046,2.5897858781846126
-2.5196522728896555,2.2008027622005493
