n_harmonics,base_freq,magnitudes,instruments
8,1.0132360915563359,"[ 2.25158849  0.98810562 -0.0343759   1.08262747 -0.76392812 -0.41984074
  0.04349712  2.30685149]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.998398227197674,-0.3326402178394003
-2.997994748114138,-0.32471972796452914
-2.996156098982084,-0.3316152176712004
-2.9774113945320058,-0.3496030578372372
-2.9694232315295084,-0.34280817138512026
-2.962957563569421,-0.3790692216121437
-2.9562554515581603,-0.39028097521991534
-2.9455403177727906,-0.4382389384716916
-2.9442710645717236,-0.44848378387275434
-2.9266381315487378,-0.530167346508439
-2.9138483383763885,-0.5909628955066798
-2.890269843344264,-0.7002091877495781
-2.8776749349058264,-0.7920543065970116
-2.8757394707398793,-0.7734550580447912
-2.863035651662025,-0.8538184137736905
-2.8430747168899058,-0.9819216292893058
-2.8419380358905033,-1.022632177235461
-2.8341830225691353,-1.0151504876374957
-2.8302977798327533,-1.0400853249731496
-2.8279702194905143,-1.0710111564652327
-2.8182791183690172,-1.1404445187375944
-2.816759425993414,-1.1328866234568922
-2.8052544450499566,-1.2040933402563319
-2.8034381415170655,-1.220524314122811
-2.775987210769393,-1.3951117611165036
-2.772558538941516,-1.3941453631041556
-2.7683038609062542,-1.433618786365818
-2.7677578364332227,-1.4309346605080606
-2.7634980490804004,-1.4519450130890093
-2.759049094204475,-1.4926297949584835
-2.7565092635066035,-1.5001149330731305
-2.7554768300228174,-1.48377358392529
-2.753775105732493,-1.5174261499957284
-2.749573903106292,-1.5193271195436016
-2.7439100756766788,-1.5655023040627567
-2.737009775314207,-1.5815374662527668
-2.7315806940007064,-1.6319332057440312
-2.729353955817184,-1.644730418286238
-2.7210337207949404,-1.663200445091325
-2.7126332821953074,-1.6809392694590117
-2.699839458563857,-1.7610509458606312
-2.68841365918567,-1.7811198954228182
-2.681069417681803,-1.8046054639220523
-2.673019255894559,-1.830297423831347
-2.6677989672968003,-1.859743398790136
-2.661404558619756,-1.877335065597242
-2.641697246688607,-1.8903420140384366
-2.6389883782190156,-1.908029336405157
-2.634494252259043,-1.909379461163212
-2.6281700705878537,-1.9046398816189263
-2.6264370237124606,-1.9227291112503717
-2.6237346427071357,-1.9223079720720433
-2.6179730791690687,-1.9102833353495166
-2.607260150992392,-1.9190515638907704
-2.5925504997328703,-1.9205987587355187
-2.5912604361956384,-1.9077320791032657
-2.586455612769636,-1.9097306861080043
-2.585430696756191,-1.9286880739614056
-2.583631515968368,-1.9230274163550218
-2.582555865223492,-1.9169564275804236
-2.5813586290840345,-1.9215080811158112
-2.5750286474194546,-1.9031951190933976
-2.568612878846077,-1.90914255288802
-2.56725757485934,-1.8809690734694802
-2.566736460728129,-1.8872370475721874
-2.5617121437982253,-1.9029875647269812
-2.5503137624268595,-1.8670446765221849
-2.5484788116870756,-1.8572376265231294
-2.5444651479365397,-1.8410701376376666
-2.541124809879599,-1.8460733699480796
-2.5397660863653826,-1.851632147296312
-2.5347766848114714,-1.8231841409019605
-2.532234899813509,-1.846308172646551
-2.522153261605001,-1.8346781274055501
-2.5209481228805037,-1.790632503111105
-2.5203139077156167,-1.7942737161055105
-2.5161783835065217,-1.7827529190513673
-2.515360543431351,-1.7860740411934835
-2.5135082183960042,-1.7872829709430782
-2.5116562841095202,-1.7581050229166626
-2.506414244313129,-1.7517387804764588
-2.506276904211899,-1.7577038668077036
-2.506050167026733,-1.753666116741707
-2.5028519156578115,-1.7476401868675056
-2.4883993087190115,-1.697216972146165
-2.479316979040324,-1.6504831213756608
-2.4682666395962443,-1.6312158893041775
-2.457497969274063,-1.5719320345582644
