n_harmonics,base_freq,magnitudes,instruments
10,2.07154974938315,"[ 0.31435905 -0.54913627  2.19786373 -0.32803957  0.00416981 -0.86077687
 -0.08155156  0.75129433  0.20687672  1.53045513]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9943935302405933,0.690610573800683
-2.990715914755187,0.7842868378749239
-2.9815592992926936,1.0800917263588492
-2.98055473186837,1.0787376493630958
-2.976446180518071,1.2599771058396014
-2.9759868146655455,1.2237615577465255
-2.9758291463411046,1.2410492340249584
-2.9662934176909648,1.4745703037311155
-2.9599954119220495,1.6268879373509102
-2.9545403872881417,1.6904670698172657
-2.9375501922314307,1.888359718862665
-2.934911266093602,1.8792998793483475
-2.928622624100556,1.881289048272218
-2.927235966374271,1.9105049151824072
-2.9255144500502186,1.895612629844105
-2.9223173808527263,1.848371858767588
-2.9137497627278086,1.780349553470443
-2.89870563374796,1.5124450460094168
-2.897789833926602,1.4924852801722281
-2.8970563888907552,1.505318716195693
-2.88951796476554,1.2581109831386457
-2.8649255866466277,0.4017174761757153
-2.864196929536279,0.35674858283167804
-2.8530812568210058,-0.05848043363252779
-2.848583144609323,-0.24589223677892713
-2.841166200952376,-0.5887604328285425
-2.8316920404936843,-0.9950593441796605
-2.8181099684532156,-1.5313202023463506
-2.8071941264317504,-1.9128407840635089
-2.799999236279912,-2.1463029722904854
-2.7977108176798104,-2.1949487644641925
-2.7911303335851487,-2.332263205212011
-2.790268329893829,-2.350899885899603
-2.7849430165583335,-2.4783692903656664
-2.7791518424085,-2.5411066043730313
-2.776177533606181,-2.572040202793929
-2.7737178848531414,-2.5565692310098584
-2.769102665917569,-2.604617284734831
-2.760422723349424,-2.5871227050802825
-2.7505747359355333,-2.4969874707380963
-2.748682294515775,-2.4447684967522867
-2.7407395219177717,-2.2122802514759923
-2.7307587594528324,-1.9749678972854035
-2.725732840866929,-1.8252493105710874
-2.709355195718723,-1.0099884991836587
-2.7015107423667883,-0.55524069540845
-2.696809035741291,-0.28541557832870584
-2.684328554278878,0.41512026517385936
-2.663911857806733,1.7057150627072089
-2.660695379368656,1.8957847100557759
-2.658303785079659,2.0654770553233273
-2.6510748000698072,2.478086723194086
-2.6469895790931,2.7623014909397328
-2.6117430665189207,4.29162085563122
-2.6095510783160716,4.393849193825638
-2.607038836930003,4.45641459480043
-2.5999442339264176,4.586849771398783
-2.587859691549418,4.715961738577896
-2.58444225192365,4.730516922420209
-2.5838412259006645,4.7345093820484445
-2.583622711013776,4.741679649636693
-2.573630767848421,4.656950034706433
-2.569740197968861,4.603967691819209
-2.549923075597148,4.067307360959708
-2.544224629654065,3.871461605721811
-2.5436414164114094,3.884487636243422
-2.5392940621569107,3.664582211186417
-2.5371804485393845,3.581237267855728
-2.537155588349062,3.5496504596157687
-2.5115978594775665,2.2097804803126464
-2.508537676229799,2.0651903956282878
-2.498070392179843,1.3966189919028942
-2.4958580014236365,1.2707265212541636
-2.4915689640922754,0.973949956302486
-2.4901912323658215,0.9093794336763715
-2.4876284689741466,0.7932139812078378
-2.483834630145367,0.5475200055466731
-2.479274620507181,0.2687940430211677
-2.4792381829805743,0.32894710649015674
-2.46870166334086,-0.2567032824807936
-2.46854011565711,-0.2690918136820212
-2.461341499165008,-0.6359371443138702
-2.4470862308863746,-1.180925999175845
-2.4436277386127374,-1.2876606419741303
-2.441917826985105,-1.3347365509263889
-2.441545049022568,-1.3586201199029186
-2.4396543550579706,-1.4665231651709758
-2.439515340054437,-1.4047462579616574
-2.438479213380899,-1.4531188770873478
-2.4353538108823614,-1.5117467200481216
-2.433061015237328,-1.560042132616279
-2.4087985457638954,-1.7565520959466339
-2.39907527973574,-1.6751167376223213
-2.3987661798137037,-1.6679794548892304
-2.3944507669073567,-1.5960174227295307
-2.3907780995195003,-1.4818457871659458
-2.3897631036913882,-1.4967397170769106
-2.388715746282985,-1.5044189073315801
-2.3882970378575368,-1.429632641502115
-2.3872839269234585,-1.4638781697686547
-2.377496792837122,-1.1352488322962058
-2.374343331488471,-1.0557480756671997
-2.36537666572564,-0.7049639144882156
-2.360216611596172,-0.5418027407034643
-2.359507936350572,-0.4355142298997576
-2.3503570256713697,0.007588767405501528
-2.3439258472524127,0.3065167902052458
-2.3422537536071353,0.36499740038485623
-2.3343441702637877,0.7376320936740037
-2.3330402139579913,0.8382837230334835
-2.330220892581861,0.9951425165709487
-2.329931412248622,0.9849535643604993
-2.3281172149884055,1.0617014272197247
-2.324322610349106,1.273870057873528
-2.3173250758497907,1.63039899312238
-2.3130450869876436,1.8368060967977897
-2.3043427688207743,2.1719485816425657
-2.29474110140539,2.5664726360030214
-2.284310580806068,2.9222745280191336
-2.2827393105719866,2.9801245893515143
-2.282322333908361,2.9606564153858863
-2.278085919312082,3.087468439752832
-2.276447163253711,3.100913532389189
-2.272549458490336,3.2252820347106423
-2.259743206354056,3.3576759836007954
-2.254272855861887,3.4250256187830854
-2.253888648973178,3.397492664508118
-2.251327012043851,3.4153292854957624
-2.2457553509569985,3.4451647833654824
-2.2428216436565704,3.3539546285262114
-2.2365288815015933,3.3498855485574675
-2.2267042030501196,3.1924074528580837
-2.2092872162164414,2.729405329962345
-2.204040568285725,2.5707738088789203
-2.1883417048825633,1.9702978140355718
