n_harmonics,base_freq,magnitudes,instruments
10,1.9293640981670337,"[-0.10437541  0.35167057  0.16877367 -1.02071625 -1.04802353  0.05912371
 -0.1712226  -0.36014979 -0.15665537 -2.24480397]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.998857006794215,-1.4417872151378344
-2.997584064994242,-1.4643531470813405
-2.9972418681353705,-1.4693896274096079
-2.996687849092421,-1.4796451374197097
-2.9873129724159235,-1.6086744635271946
-2.978955458619721,-1.7003108485500014
-2.971971525891917,-1.7537353920523764
-2.9658388817562864,-1.7866039948886827
-2.9644968448568725,-1.7893080310999818
-2.963658781055651,-1.7916709303239544
-2.949518286070754,-1.7814634837609855
-2.943327563111634,-1.745488791475387
-2.9390792596755473,-1.7100408993746123
-2.9307962363739555,-1.619337416423062
-2.930206372283334,-1.6114620696302633
-2.9229543978121475,-1.5000651250872947
-2.9175886486722447,-1.404779645954046
-2.9128699266808673,-1.3071549048820517
-2.9051468086796715,-1.1324096068555467
-2.892030224632827,-0.785643335460017
-2.890127664797848,-0.7307154656213712
-2.8845308888094956,-0.5675164380368314
-2.883505626723458,-0.535989231343376
-2.8781653569695402,-0.3698883224230861
-2.867998020997141,-0.04444197955470582
-2.8586778483544375,0.26215598952888547
-2.8518074181693405,0.48491292110898
-2.8450309660099946,0.6999707644337755
-2.8428224848542722,0.7684947275391881
-2.8401680311999784,0.8479572724175192
-2.8374325577536283,0.9321419507435034
-2.8304639571205983,1.1302436143934433
-2.818727448612808,1.431876700290402
-2.815922790371361,1.4981629307274795
-2.8029043616643348,1.748976384756773
-2.795402552937354,1.8515139753092433
-2.7877759445722976,1.9278052890495125
-2.782756864342862,1.9561294327917214
-2.778442180300944,1.9709750069488072
-2.775178281312182,1.9716899380369728
-2.772000750041141,1.9706045613711218
-2.7717983583542196,1.9664154370913223
-2.770987899264391,1.9634872434357733
-2.769777565463602,1.964703555665811
-2.7657156510559964,1.9402482910839427
-2.7651596426418283,1.9364272051494982
-2.7646610291606897,1.93129122605309
-2.7550923501408517,1.8421476345478704
-2.7383082854408802,1.5394622637520072
-2.735953349777682,1.4865775706530722
-2.733664403715446,1.4324493494327666
-2.7302405936329732,1.345100960877303
-2.7271437544772033,1.26017575998639
-2.724061845645077,1.1682220995150765
-2.717135113527485,0.955658910264919
-2.7089155228932853,0.6804337091002102
-2.707476112133948,0.631288812862816
-2.705575165910196,0.5657002367855506
-2.705536717083697,0.5637234942769735
-2.702454288290351,0.45309201978291985
-2.6965503684139103,0.23425395755684214
-2.6946818371357524,0.1644414627227117
-2.694220853555074,0.14738737143794348
-2.6909160407713415,0.021086442981791572
-2.6891000899241484,-0.04855156163132028
-2.683073033697612,-0.2791826133997832
-2.6806067084787832,-0.37272090623065557
-2.6795420370344143,-0.4123802396782119
-2.67883937577934,-0.43968337105379224
-2.6680247876820813,-0.8440589438157834
-2.661108677185696,-1.0924816007326454
-2.6600361451049266,-1.1297280241125676
-2.6392361791646946,-1.775248397778782
-2.6390080644216822,-1.7806893854780719
-2.6208473846958054,-2.1719964258089113
-2.6186755001986306,-2.206978236333197
-2.6137025693954214,-2.274221665428445
-2.6077160577091236,-2.3322388590753422
-2.602536281629347,-2.3626455312720043
-2.5922017296120825,-2.3709034709940107
-2.5872785917307035,-2.3472964469993425
-2.5804628248482526,-2.291592076944859
-2.5743436887565827,-2.213992799833404
-2.562970944553915,-2.009808359655122
-2.550077931453435,-1.6890235983362112
-2.545915247026727,-1.5704440560789978
-2.5263224744723463,-0.9267525377507714
-2.525453023651286,-0.8967038671006458
-2.521396751652614,-0.74989639063001
-2.5202413879893872,-0.7091342217543649
-2.514128145716483,-0.487490952428004
-2.509739178865994,-0.32456889503089636
-2.5064381857800644,-0.20370442941799705
-2.499501751713713,0.04635588748909385
-2.4909166191494982,0.3434644094365808
-2.476384127259987,0.7994846589213138
-2.4740677023647226,0.8627658039045935
-2.4679004321286775,1.0233015490836128
-2.4564362010968748,1.2679498013661756
-2.440564594654279,1.4697772385907217
-2.4361577677887367,1.4940530681192101
-2.4306093258857464,1.5062766538730226
-2.429933840346471,1.5048361789671016
-2.4276870243562283,1.5032464457419954
-2.416389669759666,1.4359549785824839
-2.4101698685849238,1.3569757576942052
-2.4086587212604424,1.3339798807452774
-2.4076364978554365,1.3189311435517375
-2.3976883708176007,1.1235894773586996
-2.390788565108542,0.9520465046808446
-2.3874093548872177,0.8532456202828226
-2.380365364108849,0.635863617993969
-2.3786306255932548,0.5800119795546084
-2.3736224036776608,0.40487862961304516
-2.3655997265094904,0.10394852896893604
-2.3638742078573065,0.03830399033848656
-2.3441032734370895,-0.7778412524826029
-2.3155936072298196,-1.9430619132254277
-2.2976565028882554,-2.5432462262647757
-2.2933349345644585,-2.6609619120696975
-2.2931850200336923,-2.6663087914387873
-2.2927372342216685,-2.676090548592208
-2.278076903685165,-2.9820365041855768
-2.2720015545903673,-3.06424288541477
-2.26791716206659,-3.1011429462646936
-2.2676402396855604,-3.103175463630313
-2.2653290636739465,-3.1172682482820715
-2.254311371466561,-3.128805883061924
-2.2534234803445563,-3.1243737564564373
-2.246148195811993,-3.071088896190671
-2.2458272966912647,-3.068018273507929
-2.2404275631058406,-2.9975081545159346
-2.236891736222216,-2.934423383430108
-2.2242462322701297,-2.6454284433651334
-2.220019223692735,-2.519461699386658
-2.216227687379085,-2.3971151276451774
-2.2145736787546877,-2.341050164478403
-2.2122194563855535,-2.256040448370335
-2.207190072110353,-2.0633097519435593
-2.204689607869028,-1.9627967673687756
-2.2005854755374106,-1.7910659570984047
-2.200046487048903,-1.768833337980556
-2.1861416558871536,-1.1201402510080811
-2.182784967048595,-0.9519322960624045
-2.1824176517458556,-0.9307346466618701
-2.17521570839868,-0.5597512306054573
-2.1742980043266495,-0.5113611695223242
-2.1708510400672294,-0.328751514081056
-2.17059090020568,-0.3161022729197407
-2.1665784193734563,-0.10214075203344919
-2.1641481263815794,0.027927157346182608
-2.1632309139359496,0.07979128323749737
-2.1602326654551423,0.24020084224291507
-2.149513030845519,0.8086511136494847
-2.1480080944882314,0.8811254669217661
-2.1401402183979155,1.2869476119570589
-2.1192169878857765,2.2442804535782956
-2.104371917332338,2.785204284942521
-2.1011524694086163,2.8813226707652357
-2.0814600302924084,3.3098055830978557
-2.078176291968782,3.353567105923612
-2.0735743823537005,3.3994394595834416
-2.0586527540728943,3.4324117713892393
-2.052479978152516,3.3920810010098346
-2.025400414068479,2.928196036745245
-2.017265315564356,2.7051634640461235
-1.9974612230474162,2.0616398299281
-1.988435290476412,1.7393939634732851
-1.9868604473633704,1.685154314841343
-1.9795829032387038,1.4204936129056178
-1.9760887531884281,1.2944109435057176
-1.97126862428153,1.1260082543046726
-1.9665932574638638,0.9598569465753214
-1.9637913248842578,0.8651822160556418
-1.9615015249770817,0.7871227091715719
-1.9587239721252563,0.6971450863845532
-1.9394214941512564,0.1363796975051698
-1.9349471424768863,0.02943932143228172
-1.9341003729047452,0.0070943962347029335
-1.931873948133417,-0.04105060122278327
-1.92792966018119,-0.1211489416045915
-1.92326922861398,-0.205893711683109
-1.9177987709733202,-0.2897456957010953
-1.9162017459657688,-0.31145534653837964
-1.9146552401028936,-0.3306802041240752
-1.9085406616293186,-0.39466455896023167
-1.906448561722254,-0.4096142891673228
-1.9053748162701032,-0.41959782907075144
-1.9026983909339406,-0.43452157502800254
-1.893399970280715,-0.4619166571978706
-1.8930756542495224,-0.4607734470048717
-1.8868172207965075,-0.44915541094244327
-1.878038068768011,-0.4001678009929809
-1.877701448697463,-0.39539653195517743
-1.8767836259575146,-0.3889395102132412
-1.8674090972181243,-0.2891473116191683
-1.8651552012003352,-0.2621172018109679
-1.864727314448997,-0.25261567010845665
-1.851243705075488,-0.037674701385472624
-1.8476267784761389,0.025695155682399176
-1.8471354387777328,0.03722866664251246
-1.8469817529158135,0.03829607126051418
-1.8466825861233591,0.044464667648518925
-1.8440275147557699,0.09476242384997129
-1.8404603101895143,0.16484891876432248
-1.8365490466843235,0.2448940487157248
-1.8352549661214088,0.26981483558234803
-1.8214576578963766,0.5531632781841767
-1.8206451380304414,0.569091391183831
-1.818164881165545,0.6197178572923644
-1.8175398207662754,0.6316483337835176
-1.81497395164041,0.6831103462365239
-1.813804684160714,0.7039503899840159
-1.8112553240985247,0.7516644010631507
-1.7973770420903092,0.9847133838567201
-1.7949645736667306,1.0204780654094827
-1.7947709041636313,1.0228547887768238
-1.7903442383196215,1.081917932069446
-1.7896183985928587,1.089108751160759
-1.7845432710876084,1.1415300955522232
-1.7792732210255346,1.1841514846374575
-1.7752662940274773,1.2054748566655835
-1.7668491871891463,1.2254928969240422
-1.7563623628153762,1.1863923294854613
-1.7502773919171006,1.130717096013792
-1.741211305663185,1.00606650493371
-1.7360701420757942,0.9080082992374165
-1.7352906560403674,0.8938608269287239
-1.7304266120943628,0.7841761127130877
-1.7300292032592974,0.7721796872827169
-1.7260848477449258,0.6727695304603782
-1.7250247226444528,0.6455592172178966
-1.724996936469534,0.644283609644457
-1.7045141936437438,-0.04230839523602812
-1.6968028337202374,-0.3572873050407133
-1.6885808611890885,-0.7210637921330253
-1.6788319066939519,-1.1804562312204436
-1.6612998493416045,-2.0566496002539063
-1.6546203625893923,-2.3934709967152004
-1.6332858163196364,-3.424364459873543
-1.629394044937741,-3.5981450697573663
-1.6286075661304626,-3.63140446818882
-1.6246330261085589,-3.8009908806819626
-1.6230922757099349,-3.8651989196396577
-1.6201000083027972,-3.9856209749740477
-1.6188872097136955,-4.034864838441094
-1.6137463917862793,-4.2246898009522225
-1.607795157521049,-4.429184394336458
-1.6065785728898514,-4.465595158559473
-1.6008158966703696,-4.634726787798038
-1.59954498228157,-4.669934864828592
-1.599019687753254,-4.682522522805519
-1.5945621347727212,-4.792015989887655
-1.57436101307099,-5.0889834028768
-1.5742582173968411,-5.090725291521239
-1.5735813644917174,-5.095370115777998
-1.5689708926316688,-5.11158060046798
-1.5594591313929849,-5.087948346057584
-1.5507229805351113,-4.998121622638588
-1.5436415373729744,-4.876357536394999
-1.5302847453441635,-4.536859656255693
-1.516613953013989,-4.051807970781375
-1.5162342870120358,-4.0355254415929736
-1.5142958111974463,-3.959572173920673
-1.4894421955147934,-2.7694605959940595
-1.4723806930594021,-1.828911004913368
-1.4693521386058408,-1.6540090624238362
-1.4526388408039397,-0.7033575769486123
-1.44838108409924,-0.46582552793286763
-1.4469936235358078,-0.38803372920890417
-1.4371704067840405,0.1396252239676694
-1.428360220938681,0.5879465884711815
-1.4238645012466022,0.8060592208431775
-1.4210340312189582,0.937908137091515
-1.418082972772443,1.065899020049534
-1.4152876971592785,1.1881758548253571
-1.4053210681517676,1.585777982546853
-1.399576290016643,1.7873974244298572
-1.3872760882053174,2.143455990005972
-1.3851645186292618,2.1939453580541004
-1.384987594962973,2.197688032809619
-1.3705841898610003,2.4520274297558964
-1.3526845043889186,2.5614617662710537
-1.352031411464952,2.5585268283127984
-1.3334692098531609,2.42209425824267
-1.328252228433176,2.340642118672527
-1.3280519940423192,2.3373429121624705
-1.3268952920042185,2.3166162674059576
-1.322287546206621,2.2293414912445257
-1.3184293258132584,2.1464364847461486
-1.312444889130478,2.0033428321967333
-1.3073292808591412,1.864010318776978
-1.3039561420046915,1.77311430309234
-1.299356910797861,1.6288520119986591
-1.2949939958006722,1.4900739314972484
-1.2789871126495829,0.9256828231736307
-1.2764309941542211,0.8275671024756955
-1.2573477055815219,0.07823442193351185
-1.2544082099121745,-0.040173940766321345
-1.2489139076201912,-0.25917216785646097
-1.2453363165775733,-0.40036049265654156
-1.2415161642920847,-0.5510763715179381
-1.241310262123644,-0.5597057938497196
-1.2235340572572062,-1.2389347106276893
-1.2216308047561466,-1.3092253131020766
-1.221610356802437,-1.3088168301107617
-1.2071460626054455,-1.8047441678127922
-1.19895742255603,-2.0589712077615983
