n_harmonics,base_freq,magnitudes,instruments
8,3.1307772079276295,"[-0.43876261  0.34529081  0.38811624  0.73932315 -0.25947419 -0.34370227
 -0.89638817  0.54774245]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.995481393546231,-0.691626135179925
-2.9923782930745153,-0.7063703084723381
-2.990833727252964,-0.7468213675025378
-2.9892879096928615,-0.7744453988280244
-2.983063548443339,-0.8981473722202047
-2.964102004362112,-1.3095203585937902
-2.962738365694882,-1.2931688192342368
-2.962389710644179,-1.1945288777660388
-2.9601424766537927,-1.3332280313371914
-2.950745794803396,-1.515168049982632
-2.935600486818145,-1.7032466325050069
-2.934499112653853,-1.7921847257818895
-2.903615183366963,-1.8691891757490848
-2.8997495647503966,-1.7720574174530086
-2.891819247836081,-1.7243238407132215
-2.8879065942356856,-1.5404944917302783
-2.887424980019339,-1.5065877019231064
-2.8852002337654796,-1.4278961751992576
-2.87306143475805,-1.0172752830018494
-2.867354508575505,-0.7836691132626566
-2.8660501281357886,-0.7502848496693546
-2.857471063041632,-0.3415875930518449
-2.8563164237764753,-0.24352016604013155
-2.851897226303726,0.006208515349025133
-2.8470653225890135,0.25606395275357846
-2.843921602378713,0.43812287867116334
-2.843338254741318,0.5037399932722778
-2.8408792722404836,0.6143491515730215
-2.832151369949772,1.1905598966075528
-2.823610965015936,1.7277365478241629
-2.823030173815508,1.7375949387315248
-2.799299015230897,3.2282933786407555
-2.796927296836101,3.2986859501812833
-2.79673512768338,3.3676681592681352
-2.789837791259457,3.781117559563674
-2.7817836152287243,4.02508396566973
-2.7704456547662657,4.43686821728394
-2.769613091102241,4.5026101117506725
-2.769164413654475,4.471448911725374
-2.760201430389071,4.643232498416087
-2.752910918915587,4.687827981022425
-2.7240032122156803,4.15755027721105
-2.7222417704173196,4.050159367566256
-2.7168111816576266,3.839355541549769
-2.708840146948064,3.3410236320858253
-2.704363787619313,3.114367368710276
-2.689371986236917,2.073307660177173
-2.6704869556541526,0.708084697871905
-2.6700118829122648,0.6511747656996919
-2.66816192116116,0.5372047497654117
-2.662059444886401,0.028271871937917085
-2.6609373886285654,0.005759795649564588
-2.652495449684741,-0.583637389434942
-2.6486465363543914,-0.8807663435103679
-2.647536062112052,-0.9303732157919772
-2.6451274634447395,-1.106046874659445
-2.642268864817998,-1.2233079002107299
-2.6406580517726845,-1.3591317520234738
-2.6374463672367527,-1.5908829283294164
-2.6284261138075484,-2.006220370557965
-2.623854256812331,-2.162541374076052
-2.615371046723064,-2.441753705913804
-2.6127329574705973,-2.4664086529497986
-2.6030350527006876,-2.5588252920787613
-2.5916331360954192,-2.549812448292637
-2.590548345200151,-2.4748217890486854
-2.585323397794558,-2.4449716831873474
-2.5537085993288606,-1.2980029553522707
-2.5319982075662564,-0.11656991918430208
-2.5274030695313163,0.16948937645527085
-2.5183525236595687,0.6541819195098973
-2.5153676567358243,0.783733136883501
-2.5000736128404837,1.4460684687894776
-2.4972548485205763,1.5241210540079344
-2.4945984441778455,1.6802913148199192
-2.4863648449964764,1.8293340398954923
-2.484547351194696,1.8928395343443545
-2.4809332123339667,1.9033054258607596
-2.4617499946628856,1.9417396141085301
-2.4600896238927223,1.9750311194271306
-2.452958566031392,1.8170434454622189
-2.4519237941546113,1.8328882417044459
-2.450107174910082,1.7406635471437524
-2.4371474514350786,1.3442416788834117
-2.424458017430477,0.7772224056807804
-2.421296309322369,0.5488025923953436
-2.4012496415249984,-0.5743267390033293
-2.3989216338855233,-0.7091951525326439
-2.3960572482311706,-0.8927874202856283
-2.383107776191098,-1.5874148734638451
-2.3661347815535674,-2.4346320702847426
-2.365710464673932,-2.485777570718138
-2.3588649416716194,-2.7514305977369866
-2.3583070304340716,-2.762285594613998
-2.357393432012013,-2.7732010125403646
-2.3527306642668044,-2.949517408371727
-2.349907533981436,-3.009173527945198
-2.3463483606218105,-3.06364764790343
-2.3367023402137805,-3.1827801820933876
-2.3272481884031433,-3.279516636181809
-2.323523749528475,-3.322195142243974
-2.322019788710075,-3.2231251530986587
-2.299750667381532,-2.734416731985031
-2.2840818451648497,-2.06921636652819
-2.2756224408238266,-1.6842496854571236
-2.2731390208685243,-1.5386392894538232
-2.272135696055362,-1.4561454656532271
-2.265172806423693,-1.0660399945691212
-2.258439095918048,-0.6568914141046811
-2.2573248405680095,-0.6596067344795052
-2.2559060014480536,-0.5499433629657953
-2.2545728244178176,-0.455214379502497
-2.253696903708266,-0.40892789349533415
-2.2476337494652325,-0.09607395793495484
-2.2405469876819755,0.34020407370750255
-2.2400156890886733,0.40192667709854385
-2.2352800673924365,0.6718131805480795
-2.234388022762168,0.677632046868153
-2.230640065417795,0.8728569042057887
-2.2284080368686414,1.0168985246869446
-2.2253273632568598,1.1890285458092846
-2.225235018231148,1.1165113436175036
-2.2248071282873276,1.2136848405731342
-2.2108935040864734,1.794847793307022
-2.2103079839276116,1.8006954731260734
-2.2101835258413827,1.850910683271799
-2.2090606656314424,1.8863772484558314
-2.196389705136493,2.309309395052319
-2.179862737386632,2.722915869170061
-2.173008324709481,2.8112533646814106
-2.1625257880726974,2.8419298765907093
-2.159216013346449,2.9282864279774583
